Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,PrgC_90,PrgP_90,PrgR_90,xG_90,xAG_90,npxG_90,npxG+xAG_90,Possession_Influence,Defensive_Contribution,Final_Third_Impact,Tactical_Adaptability,TIS
Jhoanner Chávez,ec ECU,DF,Lens,21.0,2002.0,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,0.7484407484407485,2.806652806652807,3.5550935550935554,0.056133056133056136,0.09355509355509356,0.056133056133056136,0.1496881496881497,3.9501039501039505,94.44444444444444,2.1439708939708937,2.217602217602218,25.76829233079233
Houboulang Mendes,gw GNB,DF,Almería,25.0,1998.0,7,4,396,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,1.1363636363636362,2.0454545454545454,1.3636363636363635,0.0,0.0,0.0,0.0,2.525252525252525,100.0,0.0,0.0,25.757575757575758
Romain Del Castillo,fr FRA,FW,Brest,27.0,1996.0,33,30,2497,27.7,8,8,16,5,3,3,4,0,5.2,2.9,9.9,12.8,101,155,287,0.29,0.29,0.58,0.18,0.47,0.19,0.36,0.55,0.1,0.46,Matches,3.6403684421305567,5.586704044853825,10.344413295955146,0.18742490989187024,0.3568281938325991,0.10452543051661994,0.4613536243492191,10.873047657188625,77.77777777777777,6.758109731678011,6.834868508877321,25.755183998576065
Roberto Massimo,de GER,"FW,DF",Stuttgart,22.0,2000.0,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,3.2142857142857144,3.2142857142857144,6.428571428571429,0.0,0.0,0.0,0.0,7.142857142857143,94.44444444444444,0.0,0.0,25.753968253968253
João Costa,br BRA,"MF,FW",Roma,18.0,2005.0,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,0.0,6.428571428571429,6.428571428571429,0.0,0.0,0.0,0.0,7.142857142857143,94.44444444444444,0.0,0.0,25.753968253968253
José Mari,es ESP,"MF,FW",Cádiz,35.0,1987.0,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,0.0,6.428571428571429,6.428571428571429,0.0,0.0,0.0,0.0,7.142857142857143,94.44444444444444,0.0,0.0,25.753968253968253
Ludovic Blas,fr FRA,"FW,MF",Rennes,25.0,1997.0,29,18,1563,17.4,4,1,5,3,1,2,3,0,4.7,3.1,1.7,4.8,46,59,157,0.23,0.06,0.29,0.17,0.23,0.27,0.1,0.37,0.18,0.27,Matches,2.6487523992322455,3.3973128598848366,9.040307101727446,0.2706333973128599,0.09788867562380038,0.17850287907869483,0.27639155470249516,8.38131797824696,83.33333333333334,5.698176583493281,4.094689699296225,25.751559500959697
Simon Ebonog,cm CMR,MF,Le Havre,18.0,2004.0,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,4.5,0.0,0.0,0.0,0.0,0.0,2.5,100.0,0.0,0.0,25.75
Ismaily,br BRA,DF,Lille,33.0,1990.0,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.4,74,114,110,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Matches,2.7018255578093306,4.162271805273834,4.016227180527383,0.010953346855983773,0.04381338742393509,0.010953346855983773,0.051115618661257606,6.044624746450305,94.44444444444444,0.6845841784989857,0.7572684246112239,25.73982983998197
Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,25.0,1997.0,16,3,572,6.4,1,1,2,0,1,1,3,0,2.3,1.5,0.9,2.5,12,15,35,0.16,0.16,0.31,0.0,0.16,0.37,0.15,0.51,0.24,0.39,Matches,1.8881118881118881,2.3601398601398604,5.5069930069930075,0.3618881118881119,0.14160839160839161,0.23601398601398602,0.3933566433566434,5.419580419580421,83.33333333333334,7.703234265734265,5.827505827505829,25.73809003496504
Maximilian Philipp,de GER,"FW,MF",Freiburg,29.0,1994.0,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28,0.28,0.0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25,Matches,0.8359133126934984,1.671826625386997,7.801857585139318,0.1393188854489164,0.11145510835913312,0.1393188854489164,0.25077399380804954,5.727554179566564,88.88888888888889,4.063467492260061,3.7151702786377716,25.73421912624699
Kacper Urbanski,pl POL,"MF,FW",Bologna,18.0,2004.0,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25,31,78,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,Matches,2.4298056155507557,3.012958963282937,7.580993520518358,0.10691144708423327,0.07775377969762419,0.10691144708423327,0.18466522678185743,7.235421166306695,88.88888888888889,3.037257019438444,2.735781137508999,25.729466642668584
Pablo Gozalbez,es ESP,"MF,FW",Valencia,22.0,2001.0,5,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,0.0,0.0,4.368932038834951,0.0,0.0,0.0,0.0,2.4271844660194173,100.0,0.0,0.0,25.728155339805824
Karl Etta,cm CMR,FW,Cádiz,19.0,2003.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,2.380952380952381,100.0,0.0,0.0,25.714285714285715
Daniel Jebbison,eng ENG,FW,Sheffield Utd,19.0,2003.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,2.380952380952381,100.0,0.0,0.0,25.714285714285715
Adam Lallana,eng ENG,"MF,FW",Brighton,35.0,1988.0,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27,Matches,0.9529411764705882,4.129411764705882,5.823529411764706,0.08470588235294117,0.18,0.08470588235294117,0.2647058823529412,6.058823529411765,88.88888888888889,3.6397058823529407,3.921568627450981,25.705923202614375
Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,23,6,787,8.7,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.6,5,32,8,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18,Matches,0.5717916137229988,3.659466327827192,0.914866581956798,0.06861499364675985,0.12579415501905974,0.06861499364675985,0.1829733163913596,2.858958068614994,94.44444444444444,2.739834815756035,2.7107157983905132,25.698812297049273
Arnau Tenas,es ESP,GK,Paris S-G,22.0,2001.0,6,5,529,5.9,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,0,0,0,0.0,0.17,0.17,0.0,0.17,0.0,0.13,0.13,0.0,0.13,Matches,0.0,0.0,0.0,0.0,0.13610586011342155,0.0,0.13610586011342155,0.0,100.0,1.417769376181474,2.0163831127914307,25.69785759294266
Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24,68,33,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,Matches,1.8766290182450043,5.317115551694179,2.580364900086881,0.13292788879235445,0.19548218940052128,0.07037358818418767,0.25803649000868806,5.430060816681147,88.88888888888889,4.153996524761076,3.8227628149435273,25.68741553238729
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28.0,1995.0,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10,110,28,0.08,0.08,0.17,0.08,0.17,0.1,0.04,0.14,0.1,0.14,Matches,0.4151291512915129,4.5664206642066425,1.1623616236162362,0.09547970479704797,0.04151291512915129,0.09547970479704797,0.13699261992619927,3.413284132841329,94.44444444444444,2.4215867158671585,2.0295202952029525,25.685603731037308
Juan Foyth,ar ARG,DF,Villarreal,25.0,1998.0,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,19,51,28,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,Matches,1.6101694915254237,4.322033898305085,2.3728813559322033,0.03389830508474576,0.07627118644067796,0.03389830508474576,0.11016949152542373,4.613935969868174,94.44444444444444,1.500706214689265,1.6321406151914628,25.68375313873195
Aiham Ousou,sy SYR,DF,Cádiz,23.0,2000.0,6,5,430,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,7,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.4186046511627907,1.4651162790697674,0.0,0.041860465116279076,0.0,0.041860465116279076,0.041860465116279076,1.0465116279069768,100.0,0.8720930232558138,0.6201550387596901,25.6812015503876
Nuno Mendes,pt POR,DF,Paris S-G,21.0,2002.0,6,2,267,3.0,1,1,2,1,0,0,3,0,0.3,0.3,0.4,0.7,12,21,25,0.34,0.34,0.67,0.34,0.67,0.11,0.14,0.25,0.11,0.25,Matches,4.044943820224719,7.078651685393258,8.42696629213483,0.10112359550561797,0.1348314606741573,0.10112359550561797,0.23595505617977525,10.861423220973782,83.33333333333334,3.5112359550561787,3.495630461922597,25.670255930087393
Juan Herzog,es ESP,DF,Las Palmas,20.0,2003.0,4,3,292,3.2,2,0,2,2,0,0,1,0,0.7,0.7,0.0,0.7,0,3,0,0.62,0.0,0.62,0.62,0.62,0.21,0.0,0.21,0.21,0.21,Matches,0.0,0.9246575342465754,0.0,0.21575342465753422,0.0,0.21575342465753422,0.21575342465753422,0.5136986301369864,94.44444444444444,4.4948630136986285,3.1963470319634704,25.658057458143073
Samuel Umtiti,fr FRA,DF,Lille,29.0,1993.0,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,3.891891891891892,0.0,0.0,0.0,0.0,0.0,2.1621621621621623,100.0,0.0,0.0,25.64864864864865
Diogo Jota,pt POR,FW,Liverpool,26.0,1996.0,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,Matches,4.244541484716158,2.6724890829694323,8.724890829694324,0.4165938864628821,0.2593886462882096,0.4165938864628821,0.6759825327510918,8.689956331877731,72.22222222222223,11.381004366812226,10.014556040756917,25.647349587578848
Cristian Cásseres Jr.,ve VEN,MF,Toulouse,23.0,2000.0,32,23,1946,21.6,1,3,4,1,0,0,1,0,1.1,1.1,1.7,2.8,14,87,52,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13,Matches,0.6474820143884892,4.023638232271326,2.4049331963001026,0.050873586844809866,0.07862281603288797,0.050873586844809866,0.1294964028776978,3.931140801644399,94.44444444444444,1.8788540596094547,1.9184652278177456,25.63989879524951
Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,6,3,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,0.5825242718446603,2.0388349514563107,0.29126213592233013,0.0,0.029126213592233014,0.0,0.029126213592233014,1.6181229773462784,100.0,0.30339805825242716,0.43149946062567435,25.6347761596548
Kieran Tierney,sct SCO,DF,Real Sociedad,26.0,1997.0,20,14,1238,13.8,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.8,22,77,39,0.0,0.15,0.15,0.0,0.15,0.01,0.05,0.06,0.01,0.06,Matches,1.5993537964458804,5.597738287560581,2.835218093699515,0.014539579967689823,0.04361873990306946,0.014539579967689823,0.05815831987075929,5.573505654281099,94.44444444444444,0.7572697899838448,0.8616047388260637,25.634367707772395
Adu Ares,es ESP,FW,Athletic Club,21.0,2001.0,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13,3,39,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,4.415094339622641,1.0188679245283019,13.245283018867923,0.033962264150943396,0.0,0.033962264150943396,0.033962264150943396,10.377358490566037,88.88888888888889,0.7075471698113206,0.5031446540880503,25.6333857442348
Yoram Zague,fr FRA,DF,Paris S-G,17.0,2006.0,5,4,373,4.1,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,2,13,4,0.24,0.0,0.24,0.24,0.24,0.07,0.11,0.18,0.07,0.18,Matches,0.4825737265415549,3.136729222520107,0.9651474530831098,0.07238605898123324,0.12064343163538872,0.07238605898123324,0.19302949061662197,2.546916890080429,94.44444444444444,2.764745308310991,2.859696157283289,25.628816651772418
Felipe Anderson,br BRA,"FW,MF",Lazio,30.0,1993.0,38,33,2770,30.8,5,6,11,5,0,0,3,0,4.4,4.4,6.3,10.7,108,126,226,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,Matches,3.509025270758123,4.093862815884476,7.342960288808664,0.14296028880866427,0.20469314079422382,0.14296028880866427,0.34765342960288803,8.303249097472925,83.33333333333334,5.1105595667870025,5.150421179302046,25.628046028880867
Kostas Manolas,gr GRE,DF,Salernitana,32.0,1991.0,8,6,488,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,10,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,0.0,1.8442622950819672,0.3688524590163934,0.018442622950819672,0.018442622950819672,0.018442622950819672,0.036885245901639344,1.2295081967213115,100.0,0.5763319672131146,0.546448087431694,25.625213456284154
Alfie Gilchrist,eng ENG,DF,Chelsea,19.0,2003.0,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,7,4,0.43,0.0,0.43,0.43,0.43,0.14,0.0,0.14,0.14,0.14,Matches,0.4347826086956522,3.0434782608695654,1.7391304347826089,0.13043478260869565,0.0,0.13043478260869565,0.13043478260869565,2.898550724637681,94.44444444444444,2.7173913043478253,1.9323671497584543,25.625
Sandro Ramírez,es ESP,FW,Las Palmas,28.0,1995.0,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61,54,209,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,Matches,3.036504424778761,2.688053097345133,10.403761061946902,0.18418141592920356,0.12942477876106195,0.14933628318584072,0.27876106194690264,8.960176991150444,83.33333333333334,4.822317477876105,4.129793510324484,25.622176898967552
Théo Le Bris,fr FRA,"DF,MF",Lorient,20.0,2002.0,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,Matches,3.3245382585751977,3.4432717678100264,6.9459102902374665,0.07124010554089709,0.0949868073878628,0.07124010554089709,0.16622691292875988,7.618733509234828,88.88888888888889,2.473614775725593,2.4626209322779244,25.61986953972442
Patrick Ciurria,it ITA,"DF,MF",Monza,28.0,1995.0,22,18,1598,17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0.0,0.06,0.06,0.0,0.06,0.09,0.15,0.23,0.09,0.23,Matches,2.309136420525657,3.829787234042553,5.294117647058823,0.08448060075093868,0.14643304130162704,0.08448060075093868,0.23091364205256568,6.351689612015018,88.88888888888889,3.2853566958698366,3.4209428452231956,25.619698233903488
Jeremy Toljan,de GER,DF,Sassuolo,28.0,1994.0,25,24,2083,23.1,0,5,5,0,0,0,1,0,0.6,0.6,1.6,2.1,35,79,85,0.0,0.22,0.22,0.0,0.22,0.02,0.07,0.09,0.02,0.09,Matches,1.512241958713394,3.4133461353816608,3.6725876140182425,0.02592414786365818,0.06913106096975516,0.02592414786365818,0.09073451752280365,4.776764282285165,94.44444444444444,1.2602016322611613,1.3442150744119061,25.619632474529254
Jorge Meré,es ESP,DF,Cádiz,26.0,1997.0,10,8,673,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,15,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,0.2674591381872214,2.0059435364041605,0.0,0.026745913818722142,0.0,0.026745913818722142,0.026745913818722142,1.263001485884101,100.0,0.5572065378900445,0.3962357602773651,25.61354631005448
Jonas Wind,dk DEN,FW,Wolfsburg,24.0,1999.0,34,31,2651,29.5,11,7,18,11,0,1,3,0,9.4,8.5,5.1,13.6,17,88,115,0.37,0.24,0.61,0.37,0.61,0.32,0.17,0.49,0.29,0.46,Matches,0.5771407016220295,2.987551867219917,3.9041870992078462,0.3191248585439457,0.17314221048660883,0.28857035081101473,0.4617125612976235,4.149377593360996,83.33333333333334,8.133723123349679,6.840186093298127,25.60896831384383
Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,0.0,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,25.6
Raimane Daou,km COM,"DF,MF",Marseille,18.0,2004.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,3.5999999999999996,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,25.6
Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21.0,2001.0,25,11,1061,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,11,10,70,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26,Matches,0.9330819981149858,0.8482563619227144,5.937794533459001,0.20358152686145145,0.05937794533459,0.20358152686145145,0.2629594721960415,4.288407163053723,88.88888888888889,4.85980207351555,3.8956958843858005,25.599244685307358
Álex Moreno,es ESP,DF,Aston Villa,30.0,1993.0,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2,Matches,2.7934044616876816,2.0950533462657615,7.245392822502425,0.09602327837051407,0.09602327837051407,0.09602327837051407,0.2007759456838021,6.741028128031038,88.88888888888889,3.000727449078564,2.9744584545748465,25.592231113266514
Eric Curbelo,es ESP,"DF,MF",Las Palmas,29.0,1994.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,3.5294117647058822,0.0,0.0,0.0,0.0,0.0,1.9607843137254903,100.0,0.0,0.0,25.58823529411765
Pedro Neto,pt POR,"FW,MF",Wolves,23.0,2000.0,20,18,1516,16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,98,54,149,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,Matches,5.8179419525065965,3.2058047493403694,8.845646437994723,0.20778364116094986,0.2612137203166227,0.20778364116094986,0.46899736147757254,9.927440633245384,77.77777777777777,7.049802110817939,6.948109058927002,25.58491827909704
Nabil Aberdin,fr FRA,DF,Getafe,20.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,3.5,0.0,0.0,0.0,0.0,0.0,1.9444444444444446,100.0,0.0,0.0,25.583333333333332
Hugo Larsson,se SWE,MF,Eint Frankfurt,19.0,2004.0,29,21,1886,21.0,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,26,68,42,0.1,0.05,0.14,0.1,0.14,0.06,0.07,0.13,0.06,0.13,Matches,1.2407211028632026,3.2449628844114526,2.00424178154825,0.06203605514316013,0.06680805938494166,0.06203605514316013,0.12884411452810182,3.605514316012725,94.44444444444444,1.9883351007423113,1.9088016967126198,25.579562860846004
Stefan Bajcetic,es ESP,MF,Liverpool,18.0,2004.0,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,100.0,0.0,0.0,25.576923076923077
Dylan Bronn,tn TUN,"DF,MF",Salernitana,28.0,1995.0,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,1.7307692307692308,1.7307692307692308,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,100.0,0.0,0.0,25.576923076923077
Nicola Sansone,it ITA,"FW,MF",Lecce,31.0,1991.0,25,4,767,8.5,2,2,4,2,0,0,4,0,2.8,2.8,1.3,4.1,15,36,75,0.23,0.23,0.47,0.23,0.47,0.33,0.15,0.48,0.33,0.48,Matches,1.7601043024771839,4.224250325945241,8.800521512385918,0.3285528031290743,0.15254237288135594,0.3285528031290743,0.4810951760104302,8.213820078226858,77.77777777777777,8.433833116036505,7.1273359408952635,25.573165652614804
Rocco Reitz,de GER,MF,Gladbach,21.0,2002.0,34,24,2136,23.7,6,3,9,6,0,0,2,0,3.7,3.7,2.4,6.0,41,110,58,0.25,0.13,0.38,0.25,0.38,0.15,0.1,0.25,0.15,0.25,Matches,1.7275280898876404,4.634831460674157,2.443820224719101,0.15589887640449437,0.10112359550561797,0.15589887640449437,0.25280898876404495,4.892322097378276,88.88888888888889,4.301264044943819,3.745318352059926,25.56989310237203
Hiroki Ito,jp JPN,DF,Stuttgart,24.0,1999.0,26,25,2228,24.8,0,2,2,0,0,0,1,0,0.9,0.9,2.0,2.9,29,121,32,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,Matches,1.1714542190305206,4.8877917414721725,1.2926391382405744,0.036355475763016155,0.0807899461400359,0.036355475763016155,0.11714542190305206,4.084380610412927,94.44444444444444,1.5989676840215434,1.7354877318970678,25.569612756832235
Giuseppe Caso,it ITA,"FW,MF",Frosinone,24.0,1998.0,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,15,20,37,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,3.237410071942446,4.316546762589928,7.985611510791366,0.0647482014388489,0.043165467625899276,0.0647482014388489,0.08633093525179855,8.633093525179856,88.88888888888889,1.7985611510791362,1.278976818545164,25.569544364508392
Houssem Aouar,dz ALG,"MF,FW",Roma,25.0,1998.0,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,59,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,Matches,2.0238095238095237,3.095238095238095,7.023809523809524,0.2738095238095238,0.05952380952380952,0.2738095238095238,0.3333333333333333,6.746031746031746,83.33333333333334,6.32440476190476,4.938271604938272,25.56451168430335
Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,37.0,1986.0,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2.0,0.3,2.2,7,7,23,0.22,0.0,0.22,0.0,0.0,0.6,0.06,0.67,0.43,0.49,Matches,1.547911547911548,1.547911547911548,5.085995085995086,0.597051597051597,0.06633906633906633,0.44226044226044225,0.4864864864864865,4.545454545454546,77.77777777777777,11.517199017199014,7.207207207207208,25.559821184821182
Luka Jović,rs SRB,FW,Milan,25.0,1997.0,23,8,877,9.7,6,1,7,6,0,0,2,1,4.9,4.9,0.8,5.7,6,22,47,0.62,0.1,0.72,0.62,0.72,0.5,0.09,0.59,0.5,0.59,Matches,0.6157354618015964,2.25769669327252,4.823261117445838,0.5028506271379705,0.0820980615735462,0.5028506271379705,0.5849486887115166,4.275940706955531,77.77777777777777,11.331242873432153,8.665906499429877,25.559752312175345
Paul Akouokou,ci CIV,MF,Betis,25.0,1997.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.851851851851852,100.0,0.0,0.0,25.555555555555557
Mathias Pereira Lage,pt POR,"FW,MF",Brest,26.0,1996.0,30,12,1187,13.2,3,2,5,3,0,0,3,0,3.5,3.5,1.7,5.2,19,23,95,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4,Matches,1.4406065711878686,1.7438921651221568,7.203032855939343,0.26537489469250214,0.12889637742207247,0.26537489469250214,0.3942712721145746,5.770850884582983,83.33333333333334,6.871314237573714,5.841055883178884,25.55365417017692
Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,27.0,1996.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,1.5,1.5,3.5,5.0,65,28,145,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,Matches,3.0580240460010453,1.3173026659696812,6.821745948771563,0.0705697856769472,0.16466283324621014,0.0705697856769472,0.23523261892315733,6.2205959226346055,88.88888888888889,3.185441714584422,3.4849276877504796,25.5517983678922
Raphinha,br BRA,"FW,MF",Barcelona,26.0,1996.0,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49,57,164,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,Matches,3.223684210526316,3.75,10.789473684210527,0.48684210526315796,0.37500000000000006,0.4342105263157895,0.8092105263157896,9.868421052631579,66.66666666666667,13.500548245614032,11.988304093567255,25.55121527777778
Shon Weissman,il ISR,FW,Granada,27.0,1996.0,5,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,1.0975609756097562,1.0975609756097562,1.0975609756097562,0.0,0.0,0.0,0.0,1.8292682926829271,100.0,0.0,0.0,25.548780487804876
Emanuel Vignato,it ITA,"MF,FW",Salernitana,22.0,2000.0,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5,11,14,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11,Matches,1.4469453376205788,3.183279742765273,4.05144694533762,0.0,0.08681672025723472,0.0,0.1157556270096463,4.823151125401929,94.44444444444444,0.9043408360128614,1.714898177920686,25.54606555912826
