Unnamed: 0,name,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Tkl,TklW_defense,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost_defense,Blocks,Sh,Pass,Int_defense,Tkl+Int,Clr,Err,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_passing,PPA,CrsPA,PrgP,Gls,G+A,G-PK,PK,xG,npxG,npxG+xAG,PrgC,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,SCA,SCA90,PassLive,PassDead,TO,Sh_gca,Fld_gca,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,GA_keepersadv,PKA_keepersadv,FK,CK,OG_keepersadv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_keepersadv,Att_keepersadv,Cmp%_keepersadv,Att (GK),Thr,Launch%,AvgLen,Att.1_keepersadv,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Att_passing_types,Live,Dead,FK_passing_types,TB,Sw,Crs_passing_types,TI,CK_passing_types,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,npxG/Sh,G-xG,np:G-xG,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,1/3_possession,CPA,Mis,Dis,Rec,id,position,dateOfBirth,age,nationality,height,foot,joinedOn,signedFrom,contract,marketValue,status,Passing,Ball Carrying,Defensive Work,Chance Creation,Possession Retention,TIS
746,Gvidas Gineitis,LTU,MF,Torino,it  Serie A,20-330,2004,21,8,875,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34.7,66,3,13,27,2,1.24,9,15,-6,-0.62,-0.89,7.6,12.1,-4.5,-0.46,0.0,1,0,0,16,13,1,46,10,8,0,0,0,31,6,12,33.3,15,8,6,5,4,8,20,40.0,12,12,5,7,10,25,22,0,267,360,74.2,4382,1324,136,158,86.1,98,115,85.2,24,55,43.6,1,1.8,1.9,-0.8,19,24,5,1,27,2,3,2,0,0.7,0.7,2.5,11,33,0.21,0.1,0.31,0.21,0.31,0.07,0.19,0.26,0.07,0.26,31,3.19,19,6,0,3,2,1,2,0.21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,318,38,10,2,0,46,3,25,14,9,0,267,4,19,15,5,33.3,1.54,0.51,0.13,0.4,23.2,1,0.05,1.3,1.3,471,24,100,195,179,15,471,7,3,42.9,3,42.9,243,1037,509,6,4,13,5,276,798929,Central Midfield,15-04-2004,20,['Lithuania'],191,left,02-01-2023,Torino Primavera,30-06-2028,4000000,0,0.5666666666666667,0.2,1.0,0.3933333333333333,3.477777777777778,2.897635105351318
747,Habib Diarra,SEN,"MF,FW",Strasbourg,fr  Ligue 1,21-067,2004,23,23,1947,21.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,85,86.5,85,16,0,0,0,1.61,34,28,6,0.28,-0.02,33.5,36.0,-2.5,-0.11,0.54,6,0,0,24,43,1,43,11,10,1,0,0,70,9,12,42.9,19,10,5,12,2,8,18,44.4,10,19,6,13,11,30,36,2,673,809,83.2,11084,2431,324,363,89.3,300,348,86.2,33,56,58.9,3,4.0,3.7,-1.0,22,53,21,9,97,4,7,2,2,3.0,1.4,5.4,51,92,0.18,0.14,0.32,0.09,0.23,0.14,0.18,0.32,0.06,0.25,46,2.13,38,1,0,2,5,0,6,0.28,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,774,33,11,5,4,43,3,0,0,0,0,673,2,19,22,10,45.5,1.02,0.46,0.09,0.2,20.2,0,0.06,1.0,0.6,1004,39,223,532,261,35,1002,41,10,24.4,28,68.3,614,3000,1583,31,9,24,20,743,876631,Central Midfield,03-01-2004,21,"['Senegal', 'France']",178,right,01-07-2022,Racing Strasbourg U19,30-06-2028,20000000,0,1.6666666666666667,0.7777777777777778,1.7222222222222223,0.63,8.422222222222222,2.8964692867321684
750,Hamza Rafia,TUN,MF,Lecce,it  Serie A,25-343,1999,18,14,1058,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42.0,70,2,4,21,6,0.78,7,16,-9,-0.77,0.28,10.8,18.6,-7.8,-0.66,0.03,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8,44,27,14,25,5,15,32,46.9,17,7,2,5,4,48,18,1,409,527,77.6,6442,2203,216,245,88.2,146,180,81.1,32,67,47.8,0,1.4,1.3,-1.4,16,47,15,6,51,0,0,0,0,0.5,0.5,1.9,13,32,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,36,3.06,24,7,1,0,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,455,70,28,2,1,45,1,25,9,10,0,409,2,11,10,2,20.0,0.85,0.17,0.0,0.0,23.3,1,0.05,-0.5,-0.5,651,16,132,367,164,12,651,22,10,45.5,7,31.8,317,1511,662,16,2,21,20,411,418571,Central Midfield,02-04-1999,25,"['Tunisia', 'France']",181,right,18-07-2023,Delfino Pescara 1936,30-06-2026,1700000,0,1.0888888888888888,0.2777777777777778,1.5,0.43555555555555553,5.355555555555555,2.881079922804312
753,Hans Nicolussi Caviglia,ITA,MF,Venezia,it  Serie A,24-266,2000,26,24,2051,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,81.4,83,13,2,25,0,0.62,17,35,-18,-0.79,-0.6,20.4,37.5,-17.2,-0.75,-0.56,6,1,1,35,25,0,58,20,19,0,0,0,104,17,18,48.6,36,19,10,19,7,23,54,42.6,31,27,7,20,20,56,39,2,768,970,79.2,13269,4499,376,415,90.6,284,343,82.8,82,150,54.7,2,1.4,1.4,0.6,21,83,11,1,99,4,6,4,0,1.3,1.3,2.7,16,20,0.18,0.09,0.26,0.18,0.26,0.06,0.06,0.12,0.06,0.12,43,1.89,28,13,2,0,0,0,2,0.09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,861,107,58,4,16,58,0,38,17,11,0,768,2,21,32,13,40.6,1.4,0.57,0.13,0.31,26.8,11,0.04,2.7,2.7,1205,63,266,677,277,7,1205,36,12,33.3,21,58.3,630,3143,1216,16,0,30,33,703,430280,Central Midfield,18-06-2000,24,['Italy'],184,right,22-08-2024,Juventus FC,30-06-2025,6000000,0,2.022222222222222,0.3111111111111111,2.511111111111111,0.5233333333333333,9.822222222222223,2.8625925162604338
754,Haris Belkebla,ALG,MF,Angers,fr  Ligue 1,31-042,1994,20,19,1677,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,74.5,88,17,1,14,0,1.3,20,24,-4,-0.21,1.36,21.9,29.4,-7.5,-0.4,0.4,1,0,0,17,27,1,3,30,35,0,0,0,82,8,19,29.6,51,35,35,13,3,23,42,54.8,19,28,8,20,30,81,42,1,685,780,87.8,11165,3216,337,365,92.3,289,321,90.0,42,56,75.0,1,0.9,0.3,0.1,5,65,3,0,67,0,1,0,0,0.1,0.1,1.0,8,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,12,0.64,12,0,0,0,0,0,4,0.21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,755,23,21,0,3,3,2,0,0,0,0,685,2,13,3,0,0.0,0.16,0.0,0.0,0.0,23.8,0,0.03,-0.1,-0.1,994,62,310,585,110,6,994,18,7,38.9,9,50.0,520,2463,1010,14,1,26,9,645,138055,Central Midfield,28-01-1994,31,"['Algeria', 'France']",177,right,17-08-2024,Ohod Club,30-06-2026,2000000,0,1.4666666666666666,0.17777777777777778,2.588888888888889,0.14777777777777779,8.466666666666667,2.8437113101740583
756,Harrison Reed,ENG,MF,Fulham,eng  Premier League,30-043,1995,10,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.1,0,0,10,8,9,1.8,1,3,-2,-2.31,-2.49,1.1,4.1,-3.0,-3.43,-3.79,2,0,0,6,2,0,5,1,2,0,1,0,9,1,2,33.3,5,2,2,2,1,0,2,0.0,2,1,0,1,1,6,2,0,36,49,73.5,508,129,19,22,86.4,12,14,85.7,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,4,0,0,0,0,0.1,0.1,0.2,1,7,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.25,0.17,0.25,1,1.15,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,6,3,0,0,5,0,1,0,1,0,36,1,3,2,1,50.0,2.31,1.15,0.0,0.0,21.7,0,0.07,-0.1,-0.1,69,1,8,26,36,5,69,2,0,0.0,1,50.0,28,82,17,1,0,2,2,35,226973,Central Midfield,27-01-1995,30,['England'],181,right,30-08-2020,Southampton FC,30-06-2027,11000000,0,0.044444444444444446,0.011111111111111112,0.2,0.014444444444444447,0.4111111111111111,2.8366827345092753
764,Harvey Elliott,ENG,"MF,FW",Liverpool,eng  Premier League,21-341,2003,11,0,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4.9,0,0,11,12,10,2.64,7,1,6,4.22,2.91,5.7,1.5,4.2,2.94,1.65,0,0,0,0,0,1,10,0,2,0,0,0,7,1,1,50.0,3,2,2,1,0,0,3,0.0,3,3,1,2,0,3,1,0,110,137,80.3,1998,490,58,63,92.1,34,46,73.9,14,20,70.0,1,0.8,0.4,0.2,4,9,3,0,17,0,1,0,0,0.2,0.2,1.0,7,14,0.0,0.7,0.7,0.0,0.7,0.14,0.54,0.68,0.14,0.68,7,4.92,5,2,0,0,0,0,2,1.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,124,12,2,0,3,10,5,4,2,1,0,110,1,2,6,1,16.7,4.22,0.7,0.0,0.0,16.5,0,0.03,-0.2,-0.2,156,1,14,62,81,10,156,4,2,50.0,2,50.0,91,436,232,5,5,2,1,115,565822,Central Midfield,04-04-2003,21,['England'],170,left,01-07-2021,: Ablöse -,30-06-2027,35000000,0,0.28888888888888886,0.15555555555555556,0.15555555555555556,0.09333333333333334,1.3888888888888888,2.836112714021997
768,Henrikh Mkhitaryan,ARM,MF,Inter,it  Serie A,36-049,1989,26,25,1966,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,78.0,78,10,1,22,0,2.19,50,19,31,1.42,0.61,39.1,17.0,22.1,1.01,0.31,3,0,0,25,16,5,18,16,19,0,0,0,100,16,11,59.3,31,19,12,12,7,15,35,42.9,20,23,4,19,16,47,33,0,1111,1268,87.6,18054,4490,559,608,91.9,453,507,89.3,75,95,78.9,3,1.7,2.9,1.3,22,133,42,3,162,1,4,1,0,1.4,1.4,3.1,56,82,0.05,0.14,0.18,0.05,0.18,0.06,0.08,0.14,0.06,0.14,84,3.85,83,0,0,0,1,0,9,0.41,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1248,15,9,5,8,18,3,3,1,0,0,1111,5,21,21,2,9.5,0.96,0.09,0.05,0.5,21.6,0,0.07,-0.4,-0.4,1452,36,197,801,460,35,1452,23,5,21.7,18,78.3,866,4394,2319,45,10,17,13,1108,55735,Central Midfield,21-01-1989,36,['Armenia'],177,both,01-07-2022,AS Roma,30-06-2026,5000000,0,3.2777777777777777,0.7888888888888889,2.2555555555555555,1.0000000000000002,14.122222222222222,2.831010397901457
769,Hernani,BRA,MF,Parma,it  Serie A,30-349,1994,17,12,999,11.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,59,39.6,72,3,5,27,1,0.65,10,21,-11,-0.99,-0.81,10.1,20.3,-10.2,-0.92,-0.69,4,0,0,21,19,1,19,15,19,0,0,0,47,17,16,51.5,31,19,14,13,4,16,34,47.1,18,18,4,14,15,46,8,1,375,487,77.0,6594,2051,186,219,84.9,135,163,82.8,41,69,59.4,2,1.0,0.9,1.0,20,41,11,2,64,3,5,0,3,2.7,0.4,1.4,25,28,0.27,0.18,0.45,0.0,0.18,0.25,0.09,0.34,0.03,0.12,33,2.98,28,4,0,0,1,0,3,0.27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,448,37,19,2,7,19,5,10,6,1,0,375,2,13,14,3,21.4,1.26,0.27,0.0,0.0,32.4,4,0.03,0.3,-0.4,603,15,106,327,183,13,600,18,7,38.9,5,27.8,339,1899,997,30,2,11,12,389,181768,Central Midfield,27-03-1994,30,['Brazil'],188,both,01-09-2020,: Ablöse €6.47m,30-06-2026,2000000,unknown injury - Return unknown,1.1666666666666667,0.37777777777777777,1.3222222222222222,0.4177777777777778,4.9222222222222225,2.8249235405032342
771,Hicham Boudaoui,ALG,MF,Nice,fr  Ligue 1,25-169,1999,20,19,1711,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76.0,89,14,1,29,0,1.8,33,22,11,0.58,-0.76,30.5,22.7,7.8,0.41,-0.91,7,0,0,30,36,0,8,19,32,1,0,0,122,13,29,31.0,53,32,20,25,8,21,39,53.8,18,30,6,24,19,72,37,0,689,818,84.2,10746,3195,359,404,88.9,268,305,87.9,43,64,67.2,1,1.0,1.5,0.0,10,55,21,1,94,2,3,2,0,2.1,2.1,3.1,38,43,0.11,0.05,0.16,0.11,0.16,0.11,0.05,0.16,0.11,0.16,43,2.26,35,1,0,2,3,2,4,0.21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,793,22,21,6,4,8,0,0,0,0,0,689,3,19,28,14,50.0,1.47,0.74,0.07,0.14,19.6,0,0.08,-0.1,-0.1,1073,51,241,617,238,33,1073,50,16,32.0,28,56.0,530,3045,1579,34,7,24,19,676,560593,Central Midfield,23-09-1999,25,['Algeria'],175,right,02-09-2019,Paradou AC,30-06-2027,10000000,0,1.6555555555555554,0.6777777777777778,2.9,0.5288888888888889,8.555555555555555,2.823190983554657
780,Hugo Larsson,SWE,MF,Eint Frankfurt,de  Bundesliga,20-257,2004,24,20,1729,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76.8,81,8,4,27,0,1.71,36,28,8,0.42,-0.27,33.2,30.9,2.4,0.12,-0.83,2,0,0,14,5,1,4,21,19,0,1,0,87,9,11,45.0,31,19,13,14,4,16,34,47.1,18,32,8,24,21,52,25,1,802,911,88.0,12569,3852,404,437,92.4,319,349,91.4,49,74,66.2,0,1.1,1.3,-1.1,17,74,13,3,91,3,3,3,0,2.8,2.8,3.8,12,23,0.16,0.0,0.16,0.16,0.16,0.14,0.06,0.2,0.14,0.2,43,2.24,37,0,0,4,1,1,1,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,891,19,16,0,5,4,3,0,0,0,0,802,1,12,15,8,53.3,0.78,0.42,0.2,0.38,14.5,0,0.18,0.2,0.2,1074,63,309,592,180,16,1074,11,5,45.5,6,54.5,584,2276,1018,15,1,13,7,742,931838,Central Midfield,27-06-2004,20,['Sweden'],187,right,01-07-2023,Malmö FF,30-06-2029,35000000,0,1.8333333333333333,0.2,2.1777777777777776,0.5355555555555556,9.977777777777778,2.8104186671719065
781,Hugo Magnetti,FRA,MF,Brest,fr  Ligue 1,26-285,1998,24,20,1771,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,78.7,84,12,4,23,0,1.5,27,24,3,0.15,1.09,28.7,31.6,-2.8,-0.14,0.37,4,0,0,18,16,0,11,14,25,0,0,0,84,7,9,43.8,39,25,15,22,2,17,38,44.7,21,15,3,12,14,53,27,0,670,797,84.1,10835,2571,334,374,89.3,289,328,88.1,36,62,58.1,0,0.4,0.5,-0.4,6,51,5,1,60,1,1,1,0,0.6,0.6,1.1,11,17,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,21,1.07,18,2,0,1,0,0,3,0.15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,756,37,27,0,5,11,7,0,0,0,0,670,4,13,13,6,46.2,0.66,0.3,0.08,0.17,24.5,0,0.05,0.4,0.4,968,31,232,571,170,9,968,18,8,44.4,10,55.6,518,2533,1141,11,2,16,16,641,474662,Central Midfield,30-05-1998,26,['France'],180,right,01-07-2018,Stade Brest 29 B,30-06-2027,7000000,0,1.2333333333333334,0.23333333333333334,1.988888888888889,0.25,8.166666666666666,2.796915612545486
783,Hugo Sotelo,ESP,MF,Celta Vigo,es  La Liga,21-082,2003,18,12,1046,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43.0,78,4,6,18,7,1.06,19,15,4,0.34,0.67,18.9,10.5,8.4,0.73,0.76,4,0,0,17,9,1,41,4,15,0,0,0,65,2,10,16.7,25,15,8,9,8,11,24,45.8,13,8,1,7,4,29,7,1,751,878,85.5,13859,3669,303,318,95.3,346,379,91.3,83,143,58.0,0,1.3,1.4,-1.3,16,85,12,3,72,0,0,0,0,0.1,0.1,1.4,18,30,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,31,2.67,23,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,810,68,36,3,15,41,1,31,8,17,0,751,0,9,3,0,0.0,0.26,0.0,0.0,0.0,23.1,0,0.05,-0.1,-0.1,947,14,156,618,183,6,947,17,6,35.3,8,47.1,563,2770,1202,17,1,10,9,737,892221,Central Midfield,19-12-2003,21,['Spain'],180,right,01-07-2023,RC Celta Fortuna,30-06-2028,5000000,0,1.7444444444444445,0.2777777777777778,1.211111111111111,0.37555555555555553,9.533333333333333,2.790747720081891
807,Ilaix Moriba,GUI,MF,Celta Vigo,es  La Liga,22-051,2003,23,15,1378,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56.7,80,8,8,23,2,1.17,20,23,-3,-0.2,-0.37,19.4,17.6,1.7,0.11,-0.41,7,1,1,19,41,1,5,8,26,0,0,0,71,16,19,45.7,41,26,14,19,8,21,39,53.8,18,21,4,17,8,49,24,0,598,682,87.7,9343,2418,306,348,87.9,216,237,91.1,44,55,80.0,1,1.1,1.9,-0.1,15,75,13,2,73,0,1,0,0,0.6,0.6,1.8,25,43,0.0,0.07,0.07,0.0,0.07,0.04,0.07,0.12,0.04,0.12,33,2.16,28,0,1,1,1,2,2,0.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,661,19,15,3,8,5,3,0,0,0,0,598,2,2,18,4,22.2,1.18,0.26,0.0,0.0,23.9,0,0.04,-0.6,-0.6,888,24,148,516,235,27,888,30,9,30.0,12,40.0,537,2625,1122,23,7,35,17,624,617074,Central Midfield,19-01-2003,22,"['Guinea', 'Spain']",185,right,07-08-2024,RB Leipzig,30-06-2025,4000000,0,1.6444444444444444,0.45555555555555555,1.8333333333333333,0.4066666666666667,7.7444444444444445,2.780809728868748
818,Ismaël Koné,CAN,"MF,FW",Marseille,fr  Ligue 1,22-278,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16.0,62,0,5,35,6,1.88,5,4,1,0.25,-0.75,7.0,7.8,-0.8,-0.2,-0.87,0,0,0,4,11,1,3,4,4,0,0,0,14,2,5,28.6,8,4,3,3,2,3,4,75.0,1,4,1,3,4,12,2,1,156,180,86.7,2484,457,79,91,86.8,65,72,90.3,8,9,88.9,0,0.4,0.2,-0.4,4,9,1,0,10,0,0,0,0,0.3,0.3,0.6,2,10,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,6,1.5,3,1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,176,4,2,1,0,3,0,0,0,0,0,156,0,3,4,0,0.0,1.0,0.0,0.0,0.0,22.5,0,0.07,-0.3,-0.3,221,6,43,115,65,5,221,8,2,25.0,6,75.0,131,659,237,5,2,4,6,170,921655,Central Midfield,16-06-2002,22,"['Canada', ""Cote d'Ivoire""]",188,right,03-02-2025,Olympique Marseille,30-06-2025,12000000,0,0.2111111111111111,0.06666666666666667,0.35555555555555557,0.07666666666666667,1.9,2.7807788944723617
821,Issa Doumbia,CIV,MF,Venezia,it  Serie A,21-146,2003,15,7,647,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25.7,71,0,8,19,11,0.67,6,11,-5,-0.7,-0.02,5.8,11.4,-5.5,-0.77,-0.16,0,0,0,11,7,0,8,7,6,0,0,0,32,14,13,51.9,9,6,2,6,1,6,12,50.0,6,14,4,10,7,16,10,0,141,188,75.0,1901,495,85,97,87.6,44,58,75.9,4,11,36.4,0,0.1,0.1,-0.1,3,14,1,0,19,0,0,0,0,0.6,0.6,0.8,9,21,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,13,1.81,11,0,1,0,0,1,2,0.28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,186,1,1,0,0,8,0,0,0,0,0,141,1,6,9,3,33.3,1.25,0.42,0.0,0.0,15.8,0,0.07,-0.6,-0.6,277,11,63,132,88,10,277,12,7,58.3,3,25.0,153,764,430,8,1,17,12,167,924349,Central Midfield,16-10-2003,21,"['Italy', ""Cote d'Ivoire""]",187,right,01-07-2024,UC AlbinoLeffe,30-06-2029,1000000,0,0.36666666666666664,0.18888888888888888,0.8,0.15333333333333332,1.8333333333333333,2.780718950449181
825,Ivan Ilić,SRB,MF,Torino,it  Serie A,23-359,2001,12,8,716,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,28.4,74,3,4,32,2,1.08,12,9,3,0.38,0.58,9.8,12.8,-3.0,-0.38,0.11,3,0,0,8,18,1,25,4,1,0,0,0,19,4,9,30.8,3,1,0,2,1,1,5,20.0,4,0,0,0,4,7,6,0,355,424,83.7,5796,1495,172,196,87.8,153,174,87.9,23,34,67.6,0,0.6,0.7,-0.6,6,32,13,2,33,1,1,1,0,0.9,0.9,1.6,23,35,0.13,0.0,0.13,0.13,0.13,0.12,0.08,0.2,0.12,0.2,25,3.14,18,4,0,1,2,0,6,0.75,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,390,33,15,2,3,25,7,11,8,1,0,355,1,11,9,4,44.4,1.13,0.5,0.11,0.25,20.1,2,0.1,0.1,0.1,484,8,54,286,147,9,484,12,4,33.3,3,25.0,329,1863,854,18,1,15,9,381,470794,Central Midfield,17-03-2001,23,['Serbia'],186,left,01-07-2023,Hellas Verona,30-06-2027,18000000,muscular problems - Return unknown,0.7222222222222222,0.3111111111111111,0.35555555555555557,0.3022222222222222,4.411111111111111,2.7780227276572638
838,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,es  La Liga,31-217,1993,18,13,1040,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42.8,68,0,5,31,0,2.11,21,9,12,1.04,0.46,17.6,10.5,7.1,0.61,0.02,5,0,0,25,13,0,22,10,20,0,0,0,91,3,7,30.0,27,20,10,12,5,14,22,63.6,8,6,2,4,10,37,8,2,498,602,82.7,9467,2802,175,204,85.8,269,292,92.1,49,86,57.0,2,2.1,2.3,-0.1,21,73,17,3,103,0,2,0,0,0.3,0.3,2.5,17,26,0.0,0.17,0.17,0.0,0.17,0.03,0.18,0.21,0.03,0.21,39,3.37,33,3,2,1,0,0,3,0.26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,574,26,19,4,4,22,0,5,0,5,0,498,2,11,6,0,0.0,0.52,0.0,0.0,0.0,21.2,0,0.06,-0.3,-0.3,690,14,104,443,154,7,690,15,11,73.3,2,13.3,375,1865,950,10,2,13,15,488,126751,Central Midfield,06-08-1993,31,['Spain'],175,right,01-07-2023,RCD Mallorca,30-06-2025,4000000,0,1.9555555555555555,0.3333333333333333,1.5777777777777777,0.4855555555555555,6.7,2.7740908244928346
842,Jack Hinshelwood,ENG,"MF,DF",Brighton,eng  Premier League,19-334,2005,16,14,1165,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,46.2,81,8,2,18,0,1.88,25,17,8,0.62,0.75,19.4,19.5,-0.1,-0.01,-0.17,3,0,0,12,3,0,21,8,14,0,0,0,42,14,12,53.8,19,14,7,8,4,8,17,47.1,9,6,3,3,8,27,28,1,567,680,83.4,8621,2145,332,358,92.7,178,214,83.2,42,80,52.5,0,0.3,0.8,-0.3,7,24,5,0,42,2,2,2,0,0.9,0.9,1.2,12,33,0.15,0.0,0.15,0.15,0.15,0.07,0.02,0.09,0.07,0.09,22,1.7,16,4,0,1,1,0,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,591,88,25,0,7,21,47,8,4,1,1,567,1,5,9,4,44.4,0.7,0.31,0.22,0.5,14.9,0,0.1,1.1,1.1,787,40,242,365,185,16,787,7,1,14.3,6,85.7,359,1566,775,10,1,13,1,482,867688,Central Midfield,11-04-2005,19,['England'],182,right,01-07-2023,Brighton & Hove Albion U21,30-06-2028,24000000,0,0.7333333333333333,0.15555555555555556,1.1444444444444444,0.26666666666666666,6.655555555555556,2.770100502512563
