Unnamed: 0,name,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Tkl,TklW_defense,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost_defense,Blocks,Sh,Pass,Int_defense,Tkl+Int,Clr,Err,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_passing,PPA,CrsPA,PrgP,Gls,G+A,G-PK,PK,xG,npxG,npxG+xAG,PrgC,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,SCA,SCA90,PassLive,PassDead,TO,Sh_gca,Fld_gca,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,GA_keepersadv,PKA_keepersadv,FK,CK,OG_keepersadv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_keepersadv,Att_keepersadv,Cmp%_keepersadv,Att (GK),Thr,Launch%,AvgLen,Att.1_keepersadv,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Att_passing_types,Live,Dead,FK_passing_types,TB,Sw,Crs_passing_types,TI,CK_passing_types,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,npxG/Sh,G-xG,np:G-xG,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,1/3_possession,CPA,Mis,Dis,Rec,id,position,dateOfBirth,age,nationality,height,foot,joinedOn,signedFrom,contract,marketValue,status,Passing,Ball Carrying,Defensive Work,Chance Creation,Possession Retention,TIS
584,Enzo Loiodice,FRA,MF,Las Palmas,es  La Liga,24-104,2000,15,5,504,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20.7,68,1,10,17,10,0.87,4,15,-11,-1.96,-1.78,4.8,11.2,-6.4,-1.14,-0.28,3,0,0,9,5,1,9,5,4,0,0,0,20,6,4,60.0,11,4,6,5,0,3,9,33.3,6,4,1,3,5,16,7,2,266,317,83.9,4467,1005,131,149,87.9,108,126,85.7,20,28,71.4,0,0.1,0.1,-0.1,3,22,1,0,20,0,0,0,0,0.1,0.1,0.2,2,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,8,1.43,4,3,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,309,8,3,0,1,9,0,5,2,1,1,266,0,8,4,2,50.0,0.71,0.36,0.0,0.0,25.1,0,0.03,-0.1,-0.1,380,13,74,257,50,3,380,8,3,37.5,4,50.0,212,701,303,4,0,9,12,274,581781,Central Midfield,27-11-2000,24,['France'],177,left,18-08-2020,Dijon FCO,30-06-2026,2000000,0,0.4666666666666667,0.05555555555555555,0.5222222222222223,0.0922222222222222,3.2666666666666666,3.024631628367711
596,Erik Ahlstrand,SWE,"FW,MF",St. Pauli,de  Bundesliga,23-148,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.9,0,0,5,9,8,1.2,1,1,0,0.0,0.45,1.7,1.3,0.5,0.98,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,1,0,10,13,76.9,125,21,7,7,100.0,2,4,50.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,0,2,10,10,2,22,0,0,0.0,0,0.0,12,68,26,2,0,3,0,14,501049,Central Midfield,14-10-2001,23,['Sweden'],184,0,27-01-2024,Halmstads BK,0,700000,0,0.022222222222222223,0.011111111111111112,0.03333333333333333,0.0,0.12222222222222222,3.0214856332946782
600,Ethan Mbappé,FRA,"MF,FW",Lille,fr  Ligue 1,18-072,2006,7,1,199,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8.8,67,0,6,22,1,1.71,6,1,5,2.26,1.91,6.6,2.3,4.3,1.95,1.8,2,0,0,5,1,0,12,1,2,0,0,0,8,1,2,33.3,6,2,3,2,1,0,3,0.0,3,5,0,5,1,7,0,0,97,125,77.6,1625,450,50,60,83.3,30,36,83.3,12,17,70.6,0,1.5,1.1,-1.5,6,7,5,3,8,0,0,0,0,1.0,1.0,2.5,5,28,0.0,0.0,0.0,0.0,0.0,0.47,0.67,1.14,0.47,1.14,17,7.73,10,3,0,3,0,1,2,0.91,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,115,10,1,0,2,12,0,9,4,1,0,97,0,3,10,4,40.0,4.52,1.81,0.0,0.0,18.7,0,0.1,-1.0,-1.0,161,1,13,60,88,15,161,7,2,28.6,4,57.1,96,521,202,2,4,9,4,124,903666,Central Midfield,29-12-2006,18,"['France', 'Cameroon']",180,left,04-07-2024,Paris Saint-Germain U19,30-06-2027,2000000,0,0.16666666666666666,0.12222222222222222,0.2222222222222222,0.2288888888888889,1.2444444444444445,3.0196542234984447
606,Exequiel Palacios,ARG,MF,Leverkusen,de  Bundesliga,26-157,1998,17,6,652,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29.0,79,3,11,16,5,2.24,16,8,8,1.1,0.15,13.5,7.4,6.1,0.84,-0.04,1,0,0,5,7,0,3,8,10,0,0,0,47,0,4,0.0,14,10,4,6,4,6,12,50.0,6,9,1,8,8,22,6,0,584,641,91.1,8184,2342,354,382,92.7,191,206,92.7,20,26,76.9,4,1.6,1.4,2.4,19,63,11,2,55,1,5,1,0,1.3,1.3,2.8,5,24,0.14,0.55,0.69,0.14,0.69,0.18,0.22,0.39,0.18,0.39,33,4.56,28,0,1,1,0,3,7,0.97,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,626,14,6,8,2,3,4,0,0,0,0,584,1,9,8,6,75.0,1.1,0.83,0.13,0.17,17.3,0,0.16,-0.3,-0.3,711,9,78,408,227,9,711,4,3,75.0,1,25.0,419,1365,523,13,1,9,12,575,401578,Central Midfield,05-10-1998,26,['Argentina'],178,right,01-01-2020,: Ablöse €17.00m,30-06-2028,40000000,0,1.3111111111111111,0.1,0.9333333333333333,0.4144444444444444,7.433333333333334,3.01000372231528
614,Fabio Miretti,ITA,"MF,FW",Genoa,it  Serie A,21-220,2003,22,19,1438,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,57.1,71,2,3,31,1,1.09,13,21,-8,-0.5,-0.33,15.7,17.2,-1.5,-0.1,0.26,1,0,0,19,42,1,53,6,15,0,0,0,71,10,15,40.0,28,15,6,14,8,18,30,60.0,12,19,1,18,6,34,12,1,359,489,73.4,6408,1836,167,191,87.4,139,171,81.3,40,88,45.5,3,1.8,2.0,1.2,18,21,13,2,50,1,4,1,0,2.2,2.2,4.1,31,87,0.06,0.19,0.25,0.06,0.25,0.14,0.11,0.25,0.14,0.25,48,3.0,27,9,4,5,3,0,6,0.38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,427,57,17,5,8,53,6,30,6,20,0,359,5,14,21,4,19.0,1.31,0.25,0.05,0.25,18.2,1,0.11,-1.2,-1.2,733,15,118,348,278,50,733,62,23,37.1,30,48.4,387,2397,1076,18,14,55,31,465,571607,Central Midfield,03-08-2003,21,['Italy'],180,right,25-08-2024,Juventus FC,30-06-2025,12000000,0,0.7888888888888889,0.7555555555555555,1.511111111111111,0.6,4.677777777777778,3.0030480270203475
628,Federico Valverde,URU,"MF,DF",Real Madrid,es  La Liga,26-232,1998,25,24,2122,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,87.3,87,20,1,23,1,2.16,51,21,30,1.27,0.98,47.5,22.1,25.4,1.08,1.24,3,0,0,9,9,1,20,44,20,0,0,0,120,20,11,64.5,32,20,13,14,5,17,27,63.0,10,26,4,22,44,76,31,1,1398,1567,89.2,24710,7079,653,700,93.3,570,606,94.1,141,188,75.0,3,2.2,2.3,0.8,29,158,22,1,156,5,8,5,0,1.2,1.2,3.4,48,50,0.21,0.13,0.34,0.21,0.34,0.05,0.09,0.14,0.05,0.14,63,2.67,59,1,0,3,0,0,10,0.42,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1507,53,26,2,29,20,23,3,3,0,0,1398,7,21,32,14,43.8,1.36,0.59,0.16,0.36,28.9,5,0.04,3.8,3.8,1779,61,345,1040,407,23,1779,20,12,60.0,7,35.0,1011,5742,2843,45,3,27,1,1327,369081,Central Midfield,22-07-1998,26,"['Uruguay', 'Spain']",182,right,01-07-2018,Real Madrid Castilla,30-06-2029,130000000,0,3.488888888888889,0.7,2.811111111111111,0.7633333333333334,17.744444444444444,2.985696927259247
630,Felix Nmecha,GER,MF,Dortmund,de  Bundesliga,24-152,2000,19,14,1131,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50.3,74,9,5,18,0,1.37,26,23,3,0.24,0.0,18.2,16.3,1.8,0.15,-0.54,2,0,0,15,22,0,4,18,18,0,0,0,72,17,15,53.1,27,18,3,16,8,9,16,56.3,7,18,5,13,18,45,25,0,608,694,87.6,11050,2703,271,294,92.2,263,289,91.0,64,81,79.0,1,0.8,0.5,0.2,9,73,9,0,62,2,3,2,0,0.3,0.3,1.1,10,13,0.16,0.08,0.24,0.16,0.24,0.02,0.06,0.08,0.02,0.08,20,1.59,17,0,2,1,0,0,4,0.32,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,683,11,11,2,8,4,0,0,0,0,0,608,0,10,8,2,25.0,0.64,0.16,0.25,1.0,25.6,0,0.03,1.7,1.7,829,47,176,529,135,5,829,17,10,58.8,4,23.5,478,2289,919,8,1,12,12,592,406640,Central Midfield,10-10-2000,24,"['Germany', 'England']",190,right,03-07-2023,VfL Wolfsburg,30-06-2028,28000000,Ligament injury - Return unknown,1.5,0.23333333333333334,1.7777777777777777,0.24000000000000002,7.777777777777778,2.9791157112998627
652,Florian Micheler,AUT,MF,Hoffenheim,de  Bundesliga,19-298,2005,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1.4,0,0,1,32,3,0.0,0,0,0,0.0,0.61,0.2,0.4,-0.1,-0.3,0.13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,11,12,91.7,158,45,6,6,100.0,5,5,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,0,2,6,4,0,12,1,1,100.0,0,0.0,11,48,28,1,0,0,0,10,808664,Central Midfield,17-05-2005,19,['Austria'],185,right,01-07-2024,TSG 1899 Hoffenheim U19,30-06-2026,500000,0,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.0,0.14444444444444443,2.9761786502808096
654,Florian Neuhaus,GER,MF,Gladbach,de  Bundesliga,27-360,1997,11,1,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10.4,90,1,10,14,10,1.55,1,5,-4,-1.55,-1.77,3.6,5.5,-1.9,-0.73,-0.5,1,0,0,4,4,0,4,4,0,0,0,0,18,0,0,0.0,4,0,2,2,0,3,10,30.0,7,5,0,5,4,8,3,1,116,143,81.1,2094,635,50,60,83.3,43,49,87.8,16,24,66.7,1,0.3,0.6,0.7,6,12,6,2,19,0,1,0,0,0.5,0.5,0.9,7,7,0.0,0.39,0.39,0.0,0.39,0.2,0.13,0.33,0.2,0.33,16,6.18,13,0,2,1,0,0,1,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,137,5,4,0,3,4,1,0,0,0,0,116,1,2,7,2,28.6,2.7,0.77,0.0,0.0,20.1,0,0.07,-0.5,-0.5,182,4,41,107,37,8,182,8,4,50.0,4,50.0,101,527,336,7,1,6,1,120,278332,Central Midfield,16-03-1997,27,['Germany'],185,right,01-07-2017,TSV 1860 Munich,30-06-2027,3500000,0,0.34444444444444444,0.13333333333333333,0.37777777777777777,0.19333333333333336,1.5333333333333334,2.966432049306097
656,Florian Tardieu,FRA,MF,Saint-Étienne,fr  Ligue 1,32-323,1992,15,5,568,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25.2,80,2,10,17,7,0.87,6,14,-8,-1.27,0.02,5.9,16.3,-10.4,-1.64,-0.6,0,0,0,5,3,0,14,7,7,0,0,0,54,9,4,69.2,11,7,4,6,1,3,7,42.9,4,9,1,8,7,18,7,0,463,540,85.7,7527,2809,241,259,93.1,170,195,87.2,40,65,61.5,2,0.6,0.8,1.4,10,66,10,0,67,0,2,0,0,0.1,0.1,0.7,9,21,0.0,0.32,0.32,0.0,0.32,0.02,0.09,0.11,0.02,0.11,23,3.64,20,2,0,0,0,1,2,0.32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,513,25,17,2,5,14,3,5,5,0,0,463,2,2,4,0,0.0,0.63,0.0,0.0,0.0,17.8,0,0.03,-0.1,-0.1,607,15,102,353,157,11,607,7,1,14.3,6,85.7,331,1257,641,13,0,10,4,437,212804,Central Midfield,22-04-1992,32,['France'],181,right,31-08-2023,ESTAC Troyes,30-06-2026,700000,0,1.4777777777777779,0.1111111111111111,0.9777777777777777,0.27222222222222225,6.0,2.9660465703743126
662,Fran Beltrán,ESP,MF,Celta Vigo,es  La Liga,26-036,1999,23,20,1633,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67.2,78,9,3,26,4,1.52,24,25,-1,-0.06,-0.06,23.7,17.8,6.0,0.33,0.12,2,0,0,20,8,0,3,17,22,0,1,0,72,17,19,47.2,31,22,17,10,4,14,36,38.9,22,22,5,17,17,48,26,3,891,1006,88.6,15663,4507,372,403,92.3,427,462,92.4,76,98,77.6,0,1.2,1.0,-1.2,10,96,6,1,101,2,2,2,0,0.6,0.6,1.8,16,17,0.11,0.0,0.11,0.11,0.11,0.03,0.06,0.1,0.03,0.1,25,1.38,22,0,1,2,0,0,2,0.11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,967,36,34,4,10,3,1,1,0,1,0,891,3,11,15,2,13.3,0.83,0.11,0.13,1.0,24.4,0,0.04,1.4,1.4,1166,38,261,752,154,7,1166,12,6,50.0,5,41.7,627,3021,1389,15,1,16,18,822,423444,Central Midfield,03-02-1999,26,['Spain'],165,right,01-08-2018,: Ablöse €8.00m,30-06-2026,6000000,0,2.188888888888889,0.25555555555555554,1.8666666666666667,0.3088888888888889,11.144444444444444,2.961418233918262
674,Frank Onyeka,NGA,MF,Brentford,eng  Premier League,27-069,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0,85,0,2,13,0,1.5,0,0,0,0.0,-0.14,0.0,0.7,-0.7,-2.48,-2.51,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,64.4,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,25.0,0.0,0.0,0.0,0.0,19.9,0,0.07,0.0,0.0,10,0,1,5,4,0,10,0,0,29.7,0,45.9,6,55,14,0,0,2,1,6,421637,Central Midfield,01-01-1998,27,['Nigeria'],183,right,30-08-2024,Brentford FC,30-06-2025,9000000,0,0.011111111111111112,0.0,0.022222222222222223,0.0,0.06666666666666667,2.955008284174496
678,Frenkie de Jong,NED,MF,Barcelona,es  La Liga,27-303,1997,15,4,597,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24.6,70,0,11,29,4,2.2,23,9,14,2.11,0.54,18.9,8.6,10.3,1.55,0.33,2,0,0,8,11,0,4,3,3,0,1,0,24,5,4,55.6,7,3,1,3,3,3,10,30.0,7,4,0,4,3,10,5,0,494,531,93.0,7405,2126,274,280,97.9,177,190,93.2,23,29,79.3,1,1.5,1.4,-0.5,13,62,4,0,54,2,3,2,0,0.6,0.6,2.1,15,9,0.3,0.15,0.45,0.3,0.45,0.1,0.23,0.32,0.1,0.32,24,3.62,22,0,1,1,0,0,6,0.9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,516,13,12,4,2,4,1,0,0,0,0,494,2,5,4,3,75.0,0.6,0.45,0.5,0.67,18.4,0,0.16,1.4,1.4,563,8,70,373,120,10,563,5,3,60.0,2,40.0,372,2172,1228,18,0,2,3,455,326330,Central Midfield,12-05-1997,27,['Netherlands'],181,right,01-07-2019,: Ablöse €86.00m,30-06-2026,45000000,0,1.288888888888889,0.2,0.4777777777777778,0.3055555555555556,6.355555555555555,2.9459476871537174
693,Gaetano Castrovilli,ITA,"MF,FW",Monza,it  Serie A,28-022,1997,4,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.8,66,0,3,26,1,0.0,3,5,-2,-1.24,-0.37,1.6,3.1,-1.5,-0.93,-0.34,0,0,0,4,1,0,3,2,3,0,0,0,7,0,1,0.0,4,3,2,2,0,2,6,33.3,4,2,1,1,2,6,3,0,49,65,75.4,674,178,33,35,94.3,16,21,76.2,0,3,0.0,0,0.1,0.1,-0.1,1,3,0,0,6,0,0,0,0,0.1,0.1,0.1,8,5,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,1,0.62,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,5,3,0,1,3,2,0,0,0,0,49,0,3,2,0,0.0,1.24,0.0,0.0,0.0,21.7,1,0.04,-0.1,-0.1,80,5,17,40,25,1,80,4,2,50.0,2,50.0,45,342,239,3,0,0,3,46,303116,Central Midfield,17-02-1997,28,['Italy'],187,right,31-01-2025,SS Lazio,30-06-2025,5000000,0,0.1,0.1111111111111111,0.2,0.014444444444444447,0.6111111111111112,2.943844742113887
698,Gavi,ESP,MF,Barcelona,es  La Liga,20-218,2004,14,7,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.3,54,0,7,10,3,1.6,9,6,3,0.61,-1.34,10.9,4.7,6.2,1.26,-0.05,4,0,0,21,9,1,6,7,7,0,0,0,20,9,9,50.0,11,7,3,7,1,7,9,77.8,2,7,1,6,7,18,4,0,196,235,83.4,2894,749,107,118,90.7,63,77,81.8,13,16,81.3,1,1.0,0.5,0.0,6,23,3,1,22,0,1,0,0,0.2,0.2,1.2,2,17,0.0,0.2,0.2,0.0,0.2,0.05,0.19,0.24,0.05,0.24,16,3.24,15,0,1,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,229,6,2,1,1,6,3,0,0,0,0,196,0,4,2,0,0.0,0.41,0.0,0.0,0.0,11.2,0,0.11,-0.2,-0.2,297,6,47,170,81,14,297,7,2,28.6,3,42.9,144,559,262,5,0,11,7,195,646740,Central Midfield,05-08-2004,20,['Spain'],173,right,01-07-2021,FC Barcelona U19,30-06-2030,80000000,0,0.5,0.044444444444444446,0.5444444444444444,0.19666666666666666,2.522222222222222,2.9396182354327016
712,Gianluca Busio,USA,MF,Venezia,it  Serie A,22-287,2002,24,20,1838,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,72.9,85,12,4,35,1,0.71,18,35,-17,-0.83,-0.57,18.1,32.7,-14.7,-0.72,-0.26,3,0,0,20,33,3,24,11,24,1,0,0,79,20,24,45.5,36,24,21,8,7,18,41,43.9,23,24,6,18,11,47,36,0,511,677,75.5,7983,1929,271,323,83.9,193,244,79.1,33,52,63.5,0,0.9,1.1,-0.9,18,28,21,4,70,1,1,1,0,1.6,1.6,2.5,47,106,0.05,0.0,0.05,0.05,0.05,0.08,0.04,0.12,0.08,0.12,45,2.2,37,0,0,5,3,0,2,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,662,13,7,3,6,24,4,0,0,0,0,511,2,31,26,5,19.2,1.27,0.24,0.04,0.2,19.4,0,0.06,-0.6,-0.6,920,43,163,457,314,39,920,39,12,30.8,23,59.0,563,3339,1721,42,4,39,24,626,504209,Central Midfield,28-05-2002,22,"['United States', 'Italy']",172,right,09-08-2021,Sporting Kansas City,30-06-2026,6500000,0,1.0888888888888888,0.7,2.066666666666667,0.54,6.322222222222222,2.924123824249452
722,Giovani Lo Celso,ARG,"MF,FW",Betis,es  La Liga,28-336,1996,16,11,1035,11.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,65,42.6,81,6,5,29,0,1.25,14,14,0,0.0,-0.13,19.5,11.4,8.1,0.7,0.77,3,0,0,11,44,0,78,5,18,0,0,0,53,4,9,30.8,29,18,6,14,9,16,23,69.6,7,11,1,10,5,34,3,1,521,679,76.7,8826,3157,245,289,84.8,195,238,81.9,57,103,55.3,1,3.5,3.5,-2.5,27,69,26,1,97,7,8,5,2,4.1,1.8,5.2,14,47,0.61,0.09,0.7,0.43,0.52,0.36,0.3,0.66,0.15,0.45,63,5.47,44,16,0,0,3,0,5,0.43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,561,118,55,8,6,78,8,52,26,19,0,521,0,17,24,11,45.8,2.09,0.96,0.21,0.45,22.6,3,0.07,2.9,3.2,836,5,76,406,362,38,833,40,14,35.0,20,50.0,472,2211,955,21,5,31,24,573,348795,Central Midfield,09-04-1996,28,"['Argentina', 'Italy']",177,left,30-08-2024,Tottenham Hotspur,30-06-2028,20000000,Red card suspension -  - UEFA Conference League,1.8444444444444446,0.36666666666666664,1.1222222222222222,0.8233333333333333,7.011111111111111,2.9230040862486533
729,Giuseppe Mazzaglia,ITA,MF,Como,it  Serie A,18-325,2006,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1059730,Central Midfield,20-04-2006,18,['Italy'],180,right,31-07-2024,Como Primavera,30-06-2027,250000,0,0.0,0.0,0.0,0.0,0.0,2.9161846535138016
739,Grischa Prömel,GER,MF,Hoffenheim,de  Bundesliga,30-061,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7.7,87,1,0,0,0,1.5,4,5,-1,-0.52,0.09,4.4,4.1,0.3,0.16,0.63,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,80,95,84.2,1274,250,40,45,88.9,36,40,90.0,3,7,42.9,0,0.0,0.0,0.0,0,5,0,0,5,0,0,0,0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,89,6,4,0,0,2,1,0,0,0,0,80,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,1,0,2,2,82,234029,Central Midfield,09-01-1995,30,['Germany'],184,right,01-07-2022,1.FC Union Berlin,30-06-2026,4500000,Cruciate ligament tear - Return unknown,0.1111111111111111,0.022222222222222223,0.15555555555555556,0.022222222222222223,0.9444444444444444,2.9090875623538945
