,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1508,Harry Maguire,ENG,DF,Manchester Utd,eng  Premier League,32-006,1993.0,15.1,762,879,86.7,14180,4721,283,310,91.3,411,448,91.7,58,101,57.4,0,0.3,0.2,-0.3,6,38,3,0,42
1509,Jon Magunazelaia,ESP,MF,Real Sociedad,es  La Liga,24-241,2000.0,0.1,7,13,53.8,117,30,3,7,42.9,4,4,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,1
1510,Arne Maier,GER,MF,Augsburg,de  Bundesliga,26-062,1999.0,9.1,381,501,76.0,6792,1842,172,203,84.7,153,184,83.2,47,83,56.6,0,1.4,2.3,-1.4,23,33,7,2,33
1511,Mike Maignan,FRA,GK,Milan,it  Serie A,29-251,1995.0,27.0,953,1110,85.9,23553,15584,165,168,98.2,554,556,99.6,231,379,60.9,0,0.7,0.0,-0.7,3,12,0,0,3
1512,Patrick Mainka,GER,DF,Heidenheim,de  Bundesliga,30-125,1994.0,25.0,1015,1198,84.7,20580,9086,290,336,86.3,606,670,90.4,115,168,68.5,0,0.3,0.5,-0.3,7,69,4,0,82
1513,Kobbie Mainoo,ENG,MF,Manchester Utd,eng  Premier League,19-326,2005.0,14.3,580,672,86.3,7733,1966,371,404,91.8,145,164,88.4,26,35,74.3,0,1.5,1.2,-1.5,13,44,9,0,52
1514,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,fr  Ligue 1,27-194,1997.0,14.5,674,811,83.1,10348,3254,375,415,90.4,245,283,86.6,37,67,55.2,3,2.4,2.3,0.6,15,47,17,3,67
1515,Radosław Majecki,POL,GK,Monaco,fr  Ligue 1,25-115,1999.0,15.0,304,407,74.7,7178,5015,68,68,100.0,172,172,100.0,61,164,37.2,0,0.0,0.0,0.0,0,1,0,0,1
1516,Lovro Majer,CRO,MF,Wolfsburg,de  Bundesliga,27-053,1998.0,1.6,30,45,66.7,371,138,22,25,88.0,4,7,57.1,1,6,16.7,0,0.0,0.0,0.0,1,2,0,0,2
1517,Jordy Makengo,FRA,DF,Freiburg,de  Bundesliga,23-220,2001.0,2.3,95,112,84.8,1595,395,43,47,91.5,46,53,86.8,5,9,55.6,0,0.1,0.2,-0.1,1,4,1,1,5
1518,Antoine Makoumbou,CGO,MF,Cagliari,it  Serie A,26-236,1998.0,18.4,806,905,89.1,12967,3190,397,418,95.0,360,389,92.5,37,67,55.2,1,0.4,0.7,0.6,3,54,10,3,74
1519,Nikola Maksimović,SRB,DF,Montpellier,fr  Ligue 1,33-106,1991.0,6.5,288,310,92.9,5904,1883,77,82,93.9,172,177,97.2,36,46,78.3,0,0.0,0.1,0.0,2,12,2,0,11
1520,Tyrell Malacia,NED,DF,Manchester Utd,eng  Premier League,25-206,1999.0,1.1,49,55,89.1,642,260,31,33,93.9,13,14,92.9,2,2,100.0,0,0.0,0.0,0.0,1,7,1,0,3
1521,Jarzinho Malanga,GER,DF,Stuttgart,de  Bundesliga,18-244,2006.0,0.0,2,2,100.0,25,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1522,Julián Malatini,ARG,DF,Werder Bremen,de  Bundesliga,23-284,2001.0,5.0,261,302,86.4,4349,1255,111,120,92.5,133,144,92.4,12,28,42.9,1,0.5,0.5,0.5,2,13,4,1,24
1523,Daniel Maldini,ITA,"MF,FW",Monza,it  Serie A,23-151,2001.0,14.5,261,382,68.3,4254,837,135,172,78.5,96,133,72.2,22,43,51.2,0,0.9,1.1,-0.9,12,14,8,2,34
1524,Daniel Maldini,ITA,"FW,MF",Atalanta,it  Serie A,23-151,2001.0,0.3,11,12,91.7,200,29,6,6,100.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,0,2
1525,Youssef Maleh,MAR,MF,Empoli,it  Serie A,26-201,1998.0,16.8,398,560,71.1,6528,2261,194,240,80.8,145,196,74.0,36,74,48.6,1,0.9,0.4,0.1,12,62,11,2,72
1526,Donyell Malen,NED,FW,Aston Villa,eng  Premier League,26-061,1999.0,1.9,30,42,71.4,387,69,20,24,83.3,7,10,70.0,2,2,100.0,0,0.0,0.0,0.0,1,1,1,0,3
1527,Donyell Malen,NED,"FW,MF",Dortmund,de  Bundesliga,26-061,1999.0,6.8,136,190,71.6,1735,423,98,119,82.4,33,46,71.7,3,9,33.3,0,0.2,0.5,-0.2,1,6,6,1,17
1528,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,it  Serie A,31-311,1993.0,2.7,107,122,87.7,1891,559,53,57,93.0,43,47,91.5,10,14,71.4,0,0.5,0.1,-0.5,3,16,3,0,19
1529,Lennard Maloney,USA,MF,Heidenheim,de  Bundesliga,25-154,1999.0,8.4,194,271,71.6,3751,1219,72,90,80.0,95,114,83.3,24,52,46.2,0,0.0,0.1,0.0,1,12,1,0,14
1530,Lennard Maloney,USA,MF,Mainz 05,de  Bundesliga,25-154,1999.0,0.3,8,13,61.5,115,58,4,6,66.7,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
1531,Aaron Malouda,FRA,FW,Lille,fr  Ligue 1,19-101,2005.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1532,Giorgi Mamardashvili,GEO,GK,Valencia,es  La Liga,24-163,2000.0,23.0,474,705,67.2,13965,10274,74,74,100.0,248,252,98.4,152,376,40.4,0,0.1,0.0,-0.1,2,9,1,0,0
1533,Dennis Man,ROU,"FW,MF",Parma,it  Serie A,26-197,1998.0,19.5,554,701,79.0,7907,1963,354,413,85.7,144,177,81.4,36,59,61.0,4,3.9,2.3,0.1,40,38,21,5,49
1534,Hianga Mananga Mbock,FRA,MF,Brest,fr  Ligue 1,25-073,1999.0,0.2,14,17,82.4,232,77,8,9,88.9,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1535,Gianluca Mancini,ITA,DF,Roma,it  Serie A,28-328,1996.0,24.9,1256,1469,85.5,22698,7643,482,518,93.1,665,721,92.2,89,181,49.2,0,0.8,0.7,-0.8,13,104,16,4,117
1536,Steve Mandanda,FRA,GK,Rennes,fr  Ligue 1,39-348,1985.0,16.5,352,498,70.7,9359,6954,67,67,100.0,178,184,96.7,106,245,43.3,0,0.1,0.0,-0.1,2,8,0,0,0
1537,Christos Mandas,GRE,GK,Lazio,it  Serie A,23-175,2001.0,1.0,35,44,79.5,1059,628,5,5,100.0,12,12,100.0,18,27,66.7,0,0.0,0.0,0.0,0,0,0,0,0
1538,Reinildo Mandava,MOZ,DF,Atlético Madrid,es  La Liga,31-049,1994.0,9.3,477,568,84.0,7298,2685,259,277,93.5,193,232,83.2,18,41,43.9,0,0.1,0.2,-0.1,2,22,2,0,28
1539,Aïssa Mandi,ALG,DF,Lille,fr  Ligue 1,33-140,1991.0,14.1,799,897,89.1,16056,5005,270,292,92.5,407,437,93.1,113,141,80.1,0,0.2,0.4,-0.2,3,89,5,2,71
1540,Rolando Mandragora,ITA,MF,Fiorentina,it  Serie A,27-255,1997.0,11.8,418,529,79.0,7738,2413,165,189,87.3,206,249,82.7,41,73,56.2,2,1.6,1.2,0.4,13,44,7,3,43
1541,Orel Mangala,BEL,MF,Everton,eng  Premier League,26-358,1998.0,14.0,437,490,89.2,6998,1567,219,242,90.5,187,197,94.9,23,30,76.7,0,0.6,0.6,-0.6,8,50,8,1,34
1542,Orel Mangala,BEL,MF,Lyon,fr  Ligue 1,26-358,1998.0,0.7,29,32,90.6,535,176,10,10,100.0,11,11,100.0,6,6,100.0,0,0.0,0.1,0.0,1,5,0,0,7
1543,Ryan Manning,IRL,DF,Southampton,eng  Premier League,28-270,1996.0,9.8,358,444,80.6,6029,1724,174,188,92.6,149,174,85.6,27,55,49.1,0,2.0,1.8,-2.0,18,8,6,6,10
1544,Javier Manquillo,ESP,DF,Celta Vigo,es  La Liga,30-310,1994.0,5.7,335,373,89.8,5537,1582,156,169,92.3,163,172,94.8,13,23,56.5,0,0.0,0.1,0.0,0,22,2,0,24
1545,Johan Manzambi,SUI,"MF,FW",Freiburg,de  Bundesliga,19-148,2005.0,0.4,16,21,76.2,265,29,6,7,85.7,9,9,100.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1
1546,Alberto Manzoni,ITA,MF,Atalanta,it  Serie A,19-259,2005.0,0.1,11,12,91.7,196,29,5,6,83.3,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,4,0,0,0
1547,Sekou Mara,FRA,"FW,MF",Strasbourg,fr  Ligue 1,22-224,2002.0,7.1,111,157,70.7,1539,284,67,84,79.8,38,51,74.5,2,5,40.0,1,1.0,0.5,0.0,5,9,2,0,10
1548,Alessandro Marcandalli,ITA,DF,Genoa,it  Serie A,22-167,2002.0,0.5,12,20,60.0,236,47,3,4,75.0,8,13,61.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1549,Alessandro Marcandalli,ITA,DF,Venezia,it  Serie A,22-167,2002.0,1.3,41,54,75.9,671,250,20,24,83.3,20,24,83.3,1,4,25.0,0,0.0,0.0,0.0,0,3,0,0,3
1550,Marcão,BRA,DF,Sevilla,es  La Liga,28-279,1996.0,5.1,230,261,88.1,3967,1587,105,108,97.2,109,119,91.6,15,27,55.6,0,0.0,0.0,0.0,0,12,0,0,17
1551,Solly March,ENG,"MF,FW",Brighton,eng  Premier League,30-234,1994.0,0.5,11,20,55.0,170,55,6,7,85.7,5,10,50.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1
1552,Filip Marchwiński,POL,MF,Lecce,it  Serie A,23-060,2002.0,0.2,4,5,80.0,60,6,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1553,Óscar de Marcos,ESP,DF,Athletic Club,es  La Liga,35-331,1989.0,13.7,634,802,79.1,11046,4182,295,332,88.9,279,331,84.3,59,109,54.1,4,1.8,1.5,2.2,16,81,20,13,79
1554,Alberto Marí,ESP,FW,Valencia,es  La Liga,23-243,2001.0,0.1,2,4,50.0,33,7,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
1555,Pablo Marí,ESP,DF,Monza,it  Serie A,31-192,1993.0,18.1,997,1112,89.7,19296,6940,319,334,95.5,556,585,95.0,108,168,64.3,0,0.1,0.1,-0.1,3,50,0,0,58
1556,Pablo Marí,ESP,DF,Fiorentina,it  Serie A,31-192,1993.0,2.2,113,125,90.4,1956,786,44,47,93.6,61,63,96.8,6,11,54.5,0,0.0,0.0,0.0,0,5,0,0,7
1557,José María Giménez,URU,DF,Atlético Madrid,es  La Liga,30-050,1995.0,17.4,925,1013,91.3,19183,7052,257,274,93.8,534,557,95.9,125,167,74.9,1,0.2,0.2,0.8,2,43,0,0,45
1558,Luca Marianucci,ITA,DF,Empoli,it  Serie A,20-231,2004.0,4.4,155,190,81.6,3048,1298,48,53,90.6,81,86,94.2,20,41,48.8,0,0.0,0.1,0.0,1,14,0,0,10
1559,Mirko Marić,CRO,"FW,MF",Monza,it  Serie A,29-299,1995.0,1.2,26,41,63.4,384,111,15,26,57.7,11,12,91.7,0,0,,0,0.0,0.1,0.0,1,1,3,1,3
1560,Mirko Marić,CRO,FW,Venezia,it  Serie A,29-299,1995.0,3.1,58,79,73.4,789,209,30,43,69.8,21,23,91.3,1,2,50.0,0,0.0,0.0,0.0,0,6,1,0,7
1561,Arkaitz Mariezkurrena,ESP,"MF,FW",Real Sociedad,es  La Liga,19-340,2005.0,0.5,8,15,53.3,94,17,6,10,60.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1562,Rafa Marín,ESP,DF,Napoli,it  Serie A,22-296,2002.0,0.1,3,3,100.0,40,12,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1563,Pablo Marín,ESP,MF,Real Sociedad,es  La Liga,21-251,2003.0,5.2,119,165,72.1,1984,309,52,66,78.8,55,72,76.4,10,18,55.6,1,0.4,0.1,0.6,5,6,3,1,13
1564,Răzvan Marin,ROU,MF,Cagliari,it  Serie A,28-292,1996.0,12.5,469,608,77.1,8535,2760,218,249,87.6,189,224,84.4,55,113,48.7,2,3.0,3.0,-1.0,30,50,17,2,68
1565,Guillermo Maripán,CHI,DF,Torino,it  Serie A,30-309,1994.0,16.0,728,839,86.8,14822,5109,185,218,84.9,468,498,94.0,73,110,66.4,1,0.6,0.6,0.4,4,38,4,0,51
1566,Mika Màrmol,ESP,DF,Las Palmas,es  La Liga,22-252,2002.0,17.2,756,968,78.1,13421,5675,334,370,90.3,337,399,84.5,74,162,45.7,1,1.3,1.7,-0.3,10,81,12,7,67
1567,Omar Marmoush,EGY,"MF,FW",Manchester City,eng  Premier League,26-032,1999.0,4.3,97,128,75.8,1433,427,61,73,83.6,25,33,75.8,7,14,50.0,0,0.6,0.7,-0.6,6,6,7,2,11
1568,Omar Marmoush,EGY,FW,Eint Frankfurt,de  Bundesliga,26-032,1999.0,16.1,300,430,69.8,4868,1774,159,193,82.4,87,121,71.9,39,83,47.0,9,6.2,4.1,2.8,34,30,22,1,50
1569,Mario Maroto,ESP,MF,Valladolid,es  La Liga,21-103,2003.0,0.2,11,15,73.3,200,65,6,6,100.0,3,4,75.0,2,2,100.0,1,0.1,0.0,0.9,1,2,0,0,1
1570,Marquinhos,BRA,DF,Paris S-G,fr  Ligue 1,30-301,1994.0,15.6,1414,1502,94.1,27347,8178,439,453,96.9,816,842,96.9,147,184,79.9,0,0.7,0.6,-0.7,8,148,4,1,114
1571,Unai Marrero,ESP,GK,Real Sociedad,es  La Liga,23-153,2001.0,1.0,22,30,73.3,591,369,4,4,100.0,10,11,90.9,8,14,57.1,0,0.0,0.0,0.0,0,0,0,0,0
1572,Ange Martial Tia,MLI,MF,Reims,fr  Ligue 1,18-111,2006.0,0.0,4,5,80.0,69,19,3,3,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
1573,Aarón Martín,ESP,DF,Genoa,it  Serie A,27-323,1997.0,26.2,935,1297,72.1,17630,6942,375,425,88.2,413,529,78.1,131,293,44.7,4,4.6,5.3,-0.6,56,62,23,16,76
1574,Carlos Martín,ESP,"FW,MF",Alavés,es  La Liga,22-323,2002.0,11.0,190,291,65.3,2739,655,102,144,70.8,71,94,75.5,7,21,33.3,2,2.5,1.2,-0.5,9,8,4,3,14
1575,Gerard Martín,ESP,DF,Barcelona,es  La Liga,23-069,2002.0,5.8,317,376,84.3,5192,1602,160,178,89.9,131,149,87.9,20,30,66.7,1,0.5,1.1,0.5,6,13,8,2,19
1576,Iván Martín,ESP,MF,Girona,es  La Liga,26-025,1999.0,18.1,1062,1173,90.5,16732,3207,529,568,93.1,434,469,92.5,62,73,84.9,1,1.8,1.9,-0.8,20,88,13,2,108
1577,Jon Martin,ESP,DF,Real Sociedad,es  La Liga,19-069,2006.0,3.3,86,108,79.6,1680,630,21,29,72.4,60,63,95.2,5,13,38.5,1,0.1,0.0,0.9,1,1,0,0,5
1578,Jonas Martin,FRA,MF,Brest,fr  Ligue 1,34-336,1990.0,5.1,241,275,87.6,3819,941,129,140,92.1,90,99,90.9,15,21,71.4,0,0.3,0.4,-0.3,3,17,3,2,19
1579,Mario Martín,ESP,MF,Valladolid,es  La Liga,21-006,2004.0,15.1,527,619,85.1,9317,2346,224,256,87.5,245,266,92.1,42,63,66.7,1,1.4,1.2,-0.4,11,44,3,1,51
1580,Gabriel Martinelli,BRA,"FW,MF",Arsenal,eng  Premier League,23-266,2001.0,16.6,314,454,69.2,4514,964,204,253,80.6,86,130,66.2,16,31,51.6,3,2.9,3.2,0.1,25,6,20,9,28
1581,Arnau Martinez,ESP,"DF,MF",Girona,es  La Liga,21-320,2003.0,20.8,1210,1402,86.3,19273,5503,613,659,93.0,514,579,88.8,64,107,59.8,2,1.8,1.4,0.2,15,117,12,3,132
1582,Emiliano Martínez,ARG,GK,Aston Villa,eng  Premier League,32-190,1992.0,27.0,831,1027,80.9,21380,12601,149,153,97.4,487,496,98.2,195,371,52.6,0,0.0,0.0,0.0,0,17,0,0,2
1583,Iñigo Martínez,ESP,DF,Barcelona,es  La Liga,33-298,1991.0,19.8,1622,1781,91.1,31159,10608,578,614,94.1,875,920,95.1,158,215,73.5,2,2.2,1.4,-0.2,12,164,4,1,173
1584,Javi Martínez,ESP,MF,Osasuna,es  La Liga,25-079,1999.0,0.1,9,9,100.0,126,55,6,6,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
1585,Josep Martinez,ESP,GK,Inter,it  Serie A,26-288,1998.0,3.0,107,131,81.7,2739,1743,20,20,100.0,63,64,98.4,24,47,51.1,0,0.1,0.0,-0.1,1,0,0,0,0
1586,Lautaro Martínez,ARG,FW,Inter,it  Serie A,27-201,1997.0,24.1,392,526,74.5,6119,1313,222,274,81.0,122,161,75.8,35,47,74.5,3,2.9,3.8,0.1,29,32,19,1,58
1587,Lisandro Martínez,ARG,DF,Manchester Utd,eng  Premier League,27-052,1998.0,19.5,1200,1342,89.4,20292,7055,522,554,94.2,601,646,93.0,64,116,55.2,1,1.1,1.3,-0.1,9,91,18,2,117
1588,Lucas Martínez Quarta,ARG,DF,Fiorentina,it  Serie A,28-305,1996.0,3.9,226,255,88.6,4391,1769,78,83,94.0,121,132,91.7,26,36,72.2,0,0.0,0.1,0.0,1,15,0,0,14
1589,Ramón Martínez,ESP,DF,Sevilla,es  La Liga,22-140,2002.0,0.1,9,10,90.0,169,47,2,2,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1590,Toni Martínez,ESP,FW,Alavés,es  La Liga,27-254,1997.0,8.6,109,182,59.9,1329,230,74,99,74.7,28,55,50.9,2,6,33.3,0,0.6,0.9,-0.6,10,9,4,1,10
1591,Kevin Martins,ITA,"MF,DF",Monza,it  Serie A,20-039,2005.0,2.0,38,56,67.9,633,139,18,24,75.0,18,23,78.3,2,5,40.0,1,0.4,0.2,0.6,2,6,1,1,6
1592,Javi Martón,ESP,"FW,MF",Athletic Club,es  La Liga,25-309,1999.0,0.6,6,7,85.7,68,2,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
1593,Adam Marušić,MNE,DF,Lazio,it  Serie A,32-145,1992.0,18.3,775,907,85.4,12193,3886,396,428,92.5,322,373,86.3,42,77,54.5,0,0.4,0.4,-0.4,9,47,8,5,58
1594,Marvin,ESP,"DF,FW",Las Palmas,es  La Liga,24-251,2000.0,6.3,210,283,74.2,3439,961,104,116,89.7,82,115,71.3,16,29,55.2,0,0.7,0.5,-0.7,3,16,8,6,17
1595,Omar Mascarell,EQG,MF,Mallorca,es  La Liga,32-037,1993.0,16.5,572,670,85.4,9992,2761,264,282,93.6,238,262,90.8,57,92,62.0,0,0.1,0.2,-0.1,2,40,2,0,54
1596,Adam Masina,MAR,DF,Torino,it  Serie A,31-068,1994.0,16.1,817,970,84.2,15027,5538,309,340,90.9,424,479,88.5,75,135,55.6,2,0.3,0.5,1.7,3,51,5,2,61
1597,Patrizio Masini,ITA,MF,Genoa,it  Serie A,24-043,2001.0,7.6,216,284,76.1,3578,817,98,118,83.1,89,102,87.3,21,40,52.5,0,0.1,0.3,-0.1,3,17,3,2,22
1598,Giorgos Masouras,GRE,"FW,MF",Bochum,de  Bundesliga,31-069,1994.0,4.6,66,98,67.3,864,205,44,53,83.0,14,24,58.3,4,6,66.7,0,0.7,0.5,-0.7,6,4,4,2,8
1599,Erhan Mašović,SRB,DF,Bochum,de  Bundesliga,26-109,1998.0,9.5,317,386,82.1,6849,2752,75,83,90.4,195,221,88.2,47,74,63.5,1,0.9,0.5,0.1,3,27,0,0,32
1600,Han-Noah Massengo,FRA,MF,Auxerre,fr  Ligue 1,23-247,2001.0,5.2,186,214,86.9,2992,849,84,91,92.3,86,94,91.5,10,18,55.6,0,0.0,0.1,0.0,0,11,3,2,16
1601,Clinton Mata,ANG,DF,Lyon,fr  Ligue 1,32-124,1992.0,21.1,1097,1251,87.7,18260,6369,502,527,95.3,523,572,91.4,57,121,47.1,3,1.2,2.0,1.8,10,65,13,6,73
1602,Jaime Mata,ESP,FW,Las Palmas,es  La Liga,36-138,1988.0,5.2,89,130,68.5,1272,208,54,69,78.3,27,37,73.0,4,9,44.4,0,0.1,0.2,-0.1,3,7,3,1,7
1603,Igor Matanovic,CRO,FW,Eint Frankfurt,de  Bundesliga,21-345,2003.0,3.4,56,74,75.7,817,209,33,40,82.5,18,23,78.3,3,4,75.0,0,0.0,0.1,0.0,1,8,1,0,6
1604,Pape Matar Sarr,SEN,MF,Tottenham,eng  Premier League,22-178,2002.0,15.5,731,836,87.4,11263,2662,393,429,91.6,278,307,90.6,39,52,75.0,2,1.5,0.6,0.5,14,77,8,2,72
1605,Eliot Matazo,BEL,MF,Monaco,fr  Ligue 1,23-024,2002.0,0.8,35,41,85.4,533,168,16,20,80.0,16,16,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,7
1606,Jean-Philippe Mateta,FRA,FW,Crystal Palace,eng  Premier League,27-256,1997.0,23.7,240,369,65.0,3183,844,147,192,76.6,68,111,61.3,6,18,33.3,2,3.0,2.1,-1.0,26,28,14,1,42
1607,Nemanja Matić,SRB,MF,Lyon,fr  Ligue 1,36-222,1988.0,17.5,924,1074,86.0,15941,4882,428,477,89.7,388,426,91.1,86,123,69.9,1,1.1,1.7,-0.1,14,136,12,1,122
1608,Chrislain Matsima,FRA,DF,Augsburg,de  Bundesliga,22-300,2002.0,19.3,744,881,84.4,12994,4218,312,357,87.4,375,412,91.0,46,83,55.4,0,0.1,0.4,-0.1,2,63,4,0,57
1609,Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,de  Bundesliga,19-308,2005.0,4.4,135,176,76.7,1974,530,75,90,83.3,45,57,78.9,9,13,69.2,2,0.9,1.1,1.1,10,8,7,3,14
1610,Alan Matturro,URU,DF,Genoa,it  Serie A,20-151,2004.0,8.5,259,326,79.4,5262,1671,64,79,81.0,168,188,89.4,25,47,53.2,0,0.2,0.3,-0.2,3,9,4,2,14
1611,Azor Matusiwa,NED,MF,Rennes,fr  Ligue 1,26-317,1998.0,16.7,725,832,87.1,11873,3472,365,412,88.6,296,326,90.8,53,61,86.9,0,0.8,1.1,-0.8,11,79,16,1,96
1612,Neal Maupay,FRA,FW,Marseille,fr  Ligue 1,28-209,1996.0,10.2,221,266,83.1,3085,574,128,149,85.9,63,74,85.1,14,16,87.5,4,2.2,1.2,1.8,13,13,11,0,32
1613,Maurides,BRA,FW,St. Pauli,de  Bundesliga,31-001,1994.0,0.0,1,2,50.0,12,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1614,Stephy Mavididi,ENG,FW,Leicester City,eng  Premier League,26-284,1998.0,15.4,396,525,75.4,5434,1315,240,263,91.3,110,162,67.9,17,38,44.7,1,2.4,3.2,-1.4,19,30,24,7,53
1615,Konstantinos Mavropanos,GRE,DF,West Ham,eng  Premier League,27-090,1997.0,17.5,812,953,85.2,16107,5588,261,287,90.9,465,509,91.4,80,135,59.3,0,0.5,0.4,-0.5,4,55,4,1,52
1616,Christian Mawissa,FRA,DF,Monaco,fr  Ligue 1,19-327,2005.0,11.5,480,567,84.7,7512,2538,239,260,91.9,221,254,87.0,16,32,50.0,0,0.0,0.1,0.0,1,34,0,0,23
1617,Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,de  Bundesliga,20-351,2004.0,2.4,33,64,51.6,429,123,21,34,61.8,10,18,55.6,0,0,,2,1.6,0.7,0.4,8,4,4,2,5
1618,Borja Mayoral,ESP,FW,Getafe,es  La Liga,27-340,1997.0,5.7,92,127,72.4,1395,270,49,60,81.7,29,39,74.4,7,10,70.0,0,0.3,0.1,-0.3,1,6,2,0,10
1619,Senny Mayulu,FRA,MF,Paris S-G,fr  Ligue 1,18-298,2006.0,5.2,209,248,84.3,3154,477,115,130,88.5,72,80,90.0,11,15,73.3,0,0.7,1.0,-0.7,6,17,6,0,24
1620,Noussair Mazraoui,MAR,DF,Manchester Utd,eng  Premier League,27-117,1997.0,23.6,1144,1347,84.9,17038,6140,638,702,90.9,432,486,88.9,45,89,50.6,1,1.1,1.6,-0.1,14,94,14,4,88
1621,Luca Mazzitelli,ITA,MF,Como,it  Serie A,29-116,1995.0,3.7,156,197,79.2,2770,917,73,80,91.3,60,75,80.0,19,29,65.5,1,0.6,0.6,0.4,6,21,4,0,27
1622,Pasquale Mazzocchi,ITA,"DF,FW",Napoli,it  Serie A,29-227,1995.0,6.8,197,248,79.4,3051,893,106,116,91.4,79,99,79.8,9,20,45.0,0,0.4,0.4,-0.4,5,5,8,3,22
1623,Samuel Mbangula,BEL,FW,Juventus,it  Serie A,21-054,2004.0,7.8,228,267,85.4,2997,589,150,167,89.8,62,75,82.7,7,10,70.0,3,1.4,0.8,1.6,15,15,10,4,17
1624,Ethan Mbappé,FRA,"MF,FW",Lille,fr  Ligue 1,18-072,2006.0,2.2,97,125,77.6,1625,450,50,60,83.3,30,36,83.3,12,17,70.6,0,1.5,1.1,-1.5,6,7,5,3,8
1625,Kylian Mbappé,FRA,FW,Real Madrid,es  La Liga,26-081,1998.0,23.9,688,828,83.1,9964,1768,409,467,87.6,192,220,87.3,43,55,78.2,3,4.8,4.8,-1.8,36,59,37,2,103
1626,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,fr  Ligue 1,17-046,2008.0,1.0,30,35,85.7,501,68,11,14,78.6,16,16,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,3
1627,Bryan Mbeumo,CMR,FW,Brentford,eng  Premier League,25-216,1999.0,27.9,664,982,67.6,10546,3139,362,450,80.4,244,330,73.9,45,128,35.2,4,6.5,6.6,-2.5,50,41,48,14,108
1628,James Mcatee,ENG,"MF,FW",Manchester City,eng  Premier League,22-144,2002.0,1.4,53,62,85.5,847,147,27,32,84.4,24,27,88.9,2,3,66.7,0,0.0,0.0,0.0,0,5,0,0,3
1629,Kasey McAteer,IRL,"FW,MF",Leicester City,eng  Premier League,23-109,2001.0,4.3,91,131,69.5,1285,308,60,71,84.5,25,35,71.4,4,8,50.0,1,0.4,0.2,0.6,5,6,3,1,8
1630,Oliver McBurnie,SCO,FW,Las Palmas,es  La Liga,28-280,1996.0,11.8,196,280,70.0,2407,538,133,177,75.1,46,69,66.7,3,4,75.0,5,2.2,0.7,2.8,19,15,7,1,21
1631,Alex McCarthy,ENG,GK,Southampton,eng  Premier League,35-098,1989.0,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0
1632,John McGinn,SCO,"MF,FW",Aston Villa,eng  Premier League,30-144,1994.0,19.7,582,700,83.1,9757,2528,274,302,90.7,246,283,86.9,50,83,60.2,3,2.7,2.2,0.3,24,56,26,7,83
1633,Scott McKenna,SCO,DF,Las Palmas,es  La Liga,28-119,1996.0,19.4,869,1008,86.2,15707,5260,313,334,93.7,490,544,90.1,52,100,52.0,0,0.2,0.1,-0.2,1,29,1,0,24
1634,Weston McKennie,USA,"MF,DF",Juventus,it  Serie A,26-195,1998.0,17.3,622,744,83.6,9504,2241,351,394,89.1,209,243,86.0,41,57,71.9,3,2.3,2.1,0.7,20,42,15,1,61
1635,Mark McKenzie,USA,DF,Toulouse,fr  Ligue 1,26-014,1999.0,21.4,872,1028,84.8,15777,6150,345,383,90.1,456,515,88.5,61,108,56.5,0,0.4,0.2,-0.4,2,73,0,0,75
