,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
570,Alois Confais,FRA,MF,Le Havre,fr  Ligue 1,28-185,1996.0,0.0,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
571,Sirlord Conteh,GER,"FW,MF",Heidenheim,de  Bundesliga,28-245,1996.0,7.6,125,180,69.4,1917,472,73,102,71.6,34,43,79.1,11,20,55.0,1,1.5,1.1,-0.5,10,15,6,2,18
572,Lewis Cook,ENG,"MF,DF",Bournemouth,eng  Premier League,28-036,1997.0,25.6,949,1235,76.8,16580,5744,418,485,86.2,425,500,85.0,89,196,45.4,3,3.6,3.0,-0.6,41,123,22,7,133
573,Copete,ESP,DF,Mallorca,es  La Liga,25-152,1999.0,10.3,387,468,82.7,7441,2805,133,149,89.3,209,235,88.9,41,70,58.6,0,0.0,0.1,0.0,0,22,3,0,26
574,Diego Coppola,ITA,DF,Hellas Verona,it  Serie A,21-073,2003.0,23.5,662,821,80.6,12865,4718,188,229,82.1,419,457,91.7,51,110,46.4,0,0.1,0.2,-0.1,3,24,0,0,39
575,Francis Coquelin,FRA,"MF,FW",Nantes,fr  Ligue 1,33-302,1991.0,0.5,15,16,93.8,195,71,11,12,91.7,4,4,100.0,0,0,,1,0.9,0.1,0.1,2,2,0,0,3
576,Iker Córdoba,ESP,DF,Valencia,es  La Liga,19-120,2005.0,0.2,9,11,81.8,169,91,3,5,60.0,5,5,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,1,1,1
577,Derek Cornelius,CAN,DF,Marseille,fr  Ligue 1,27-106,1997.0,12.0,1010,1080,93.5,15835,5091,474,493,96.1,496,517,95.9,23,45,51.1,0,0.1,0.3,-0.1,3,63,0,0,49
578,Maxwel Cornet,CIV,FW,Southampton,eng  Premier League,28-165,1996.0,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
579,Maxwel Cornet,CIV,"FW,MF",Genoa,it  Serie A,28-165,1996.0,2.6,49,71,69.0,752,162,33,40,82.5,13,18,72.2,3,5,60.0,1,0.6,0.7,0.4,5,2,3,2,4
580,Pierre Cornud,FRA,DF,Saint-Étienne,fr  Ligue 1,28-089,1996.0,6.4,271,331,81.9,4488,1581,129,140,92.1,111,131,84.7,25,45,55.6,0,0.3,0.3,-0.3,3,14,5,2,19
581,Ángel Correa,ARG,"FW,MF",Atlético Madrid,es  La Liga,30-002,1995.0,7.7,175,236,74.2,2324,637,109,132,82.6,44,59,74.6,8,17,47.1,1,1.2,1.6,-0.2,8,17,8,1,21
582,Joaquín Correa,ARG,"FW,MF",Inter,it  Serie A,30-210,1994.0,2.8,92,115,80.0,1400,350,49,58,84.5,35,40,87.5,7,8,87.5,2,1.4,0.3,0.6,4,9,3,0,15
583,Thierry Correia,POR,DF,Valencia,es  La Liga,26-002,1999.0,8.5,330,441,74.8,5750,2179,160,183,87.4,137,172,79.7,31,67,46.3,0,0.3,0.8,-0.3,5,23,12,3,44
584,Alberto costa,POR,DF,Juventus,it  Serie A,21-163,2003.0,0.7,51,59,86.4,833,207,29,32,90.6,18,22,81.8,3,3,100.0,0,0.0,0.0,0.0,0,6,1,0,5
585,Coba da Costa,ESP,"MF,FW",Getafe,es  La Liga,22-228,2002.0,7.2,98,160,61.3,1549,370,52,69,75.4,33,52,63.5,9,21,42.9,1,0.6,0.5,0.4,4,7,7,4,9
586,Danny da Costa,GER,DF,Mainz 05,de  Bundesliga,31-241,1993.0,14.0,606,772,78.5,11237,4313,244,266,91.7,285,324,88.0,70,155,45.2,1,0.4,0.8,0.6,6,81,8,4,61
587,David Costa,POR,"MF,FW",Lens,fr  Ligue 1,24-065,2001.0,3.9,128,155,82.6,1902,615,66,73,90.4,49,60,81.7,6,10,60.0,0,0.4,1.0,-0.4,6,12,8,4,24
588,Logan Costa,CPV,DF,Villarreal,es  La Liga,23-344,2001.0,17.8,857,982,87.3,16454,6204,311,329,94.5,428,463,92.4,105,170,61.8,0,0.3,0.4,-0.3,2,68,5,0,71
589,Logan Costa,CPV,DF,Toulouse,fr  Ligue 1,23-344,2001.0,1.0,47,56,83.9,845,482,20,20,100.0,23,26,88.5,4,9,44.4,0,0.5,0.0,-0.5,1,4,1,1,4
590,Samu Costa,POR,MF,Mallorca,es  La Liga,24-104,2000.0,20.0,808,998,81.0,14504,4109,356,409,87.0,349,404,86.4,89,128,69.5,2,1.1,1.2,0.9,11,81,11,4,79
591,Grégoire Coudert,FRA,GK,Brest,fr  Ligue 1,25-342,1999.0,1.0,29,38,76.3,781,504,5,5,100.0,17,17,100.0,7,16,43.8,0,0.0,0.0,0.0,0,0,0,0,0
592,Vladimír Coufal,CZE,DF,West Ham,eng  Premier League,32-201,1992.0,8.2,297,390,76.2,4984,1993,147,168,87.5,119,153,77.8,25,56,44.6,0,0.6,0.9,-0.6,6,28,12,7,28
593,Lassana Coulibaly,MLI,MF,Lecce,it  Serie A,28-335,1996.0,21.1,589,706,83.4,10209,2440,267,299,89.3,240,277,86.6,63,87,72.4,0,0.5,0.3,-0.5,8,45,5,0,63
594,Lasso Coulibaly,GHA,"FW,MF",Auxerre,fr  Ligue 1,22-143,2002.0,0.4,9,10,90.0,111,0,6,6,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
595,Mamadou Coulibaly,FRA,MF,Monaco,fr  Ligue 1,20-324,2004.0,0.1,3,5,60.0,19,7,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
596,Soumaïla Coulibaly,FRA,DF,Brest,fr  Ligue 1,21-148,2003.0,4.9,281,317,88.6,5923,1657,83,89,93.3,159,168,94.6,36,56,64.3,0,0.1,0.2,-0.1,1,12,1,0,16
597,Tanguy Coulibaly,FRA,"FW,MF",Montpellier,fr  Ligue 1,24-021,2001.0,8.2,148,198,74.7,2011,320,91,108,84.3,47,64,73.4,3,10,30.0,0,0.6,0.3,-0.6,11,5,0,0,10
598,Woyo Coulibaly,FRA,DF,Leicester City,eng  Premier League,25-295,1999.0,1.2,48,57,84.2,797,314,28,34,82.4,16,19,84.2,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3
599,Woyo Coulibaly,FRA,DF,Parma,it  Serie A,25-295,1999.0,12.0,514,593,86.7,7911,3030,274,295,92.9,206,239,86.2,23,38,60.5,1,0.9,0.8,0.1,8,44,4,0,41
600,Marius Courcoul,FRA,"DF,MF",Angers,fr  Ligue 1,18-069,2007.0,0.4,28,37,75.7,473,172,13,15,86.7,12,15,80.0,2,5,40.0,0,0.0,0.0,0.0,0,1,1,0,2
601,Thibaut Courtois,BEL,GK,Real Madrid,es  La Liga,32-304,1992.0,23.0,675,792,85.2,15307,9569,132,133,99.2,434,436,99.5,109,222,49.1,0,0.0,0.0,0.0,0,4,0,0,0
602,Yan Couto,BRA,DF,Dortmund,de  Bundesliga,22-281,2002.0,8.4,539,662,81.4,8692,2454,270,298,90.6,227,271,83.8,33,64,51.6,0,0.8,2.0,-0.8,10,50,20,8,58
603,Nicolas Cozza,FRA,DF,Nantes,fr  Ligue 1,26-062,1999.0,16.5,457,598,76.4,7387,3002,220,257,85.6,213,252,84.5,16,56,28.6,0,1.4,1.0,-1.4,6,33,10,4,50
604,Aaron Cresswell,ENG,DF,West Ham,eng  Premier League,35-086,1989.0,6.0,320,403,79.4,6241,2538,136,152,89.5,139,163,85.3,44,80,55.0,0,1.1,1.2,-1.1,7,38,4,1,23
605,Charlie Cresswell,ENG,DF,Toulouse,fr  Ligue 1,22-206,2002.0,20.8,918,1119,82.0,16801,5678,317,353,89.8,538,597,90.1,59,156,37.8,0,1.0,0.6,-1.0,3,40,3,0,46
606,Bryan Cristante,ITA,MF,Roma,it  Serie A,30-008,1995.0,14.5,762,898,84.9,13473,3727,319,355,89.9,373,412,90.5,62,95,65.3,1,0.9,0.7,0.1,12,94,11,0,99
607,Domen Črnigoj,SVN,MF,Venezia,it  Serie A,29-113,1995.0,1.5,25,49,51.0,348,107,13,21,61.9,9,12,75.0,1,8,12.5,0,0.0,0.0,0.0,0,1,1,0,4
608,Juan Cruz Armada,ESP,DF,Osasuna,es  La Liga,32-226,1992.0,11.1,332,438,75.8,5288,2495,166,191,86.9,143,188,76.1,16,42,38.1,0,0.0,0.1,0.0,2,37,0,0,36
609,Juan Cruz,ESP,"FW,DF",Leganés,es  La Liga,24-320,2000.0,18.3,375,559,67.1,6045,2329,202,249,81.1,133,188,70.7,32,82,39.0,2,2.0,2.4,0.0,17,23,23,10,48
610,Juan Cuadrado,COL,"DF,MF",Atalanta,it  Serie A,36-289,1988.0,6.8,344,433,79.4,5988,1571,180,205,87.8,121,151,80.1,39,58,67.2,2,1.4,1.6,0.6,16,23,18,2,42
611,Pau Cubarsí,ESP,DF,Barcelona,es  La Liga,18-048,2007.0,22.8,1968,2117,93.0,37500,12897,635,669,94.9,1151,1199,96.0,163,212,76.9,3,1.6,0.8,1.4,9,166,3,1,157
612,Cucho,COL,FW,Betis,es  La Liga,25-325,1999.0,3.4,62,89,69.7,1016,288,33,46,71.7,17,23,73.9,8,9,88.9,0,1.0,0.3,-1.0,4,8,5,1,12
613,Marc Cucurella,ESP,DF,Chelsea,eng  Premier League,26-232,1998.0,24.0,1265,1422,89.0,19708,5549,640,677,94.5,549,606,90.6,49,84,58.3,1,1.7,2.0,-0.7,14,93,10,3,89
614,Jorge Cuenca,ESP,DF,Fulham,eng  Premier League,25-114,1999.0,1.9,55,66,83.3,984,335,16,19,84.2,33,38,86.8,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,6
615,Matheus Cunha,BRA,"MF,FW",Wolves,eng  Premier League,25-288,1999.0,23.8,638,908,70.3,10202,3454,361,430,84.0,182,243,74.9,68,156,43.6,4,6.6,4.4,-2.6,43,78,48,9,112
616,Patrick Cutrone,ITA,FW,Como,it  Serie A,27-067,1998.0,18.9,286,414,69.1,3725,593,175,223,78.5,80,111,72.1,7,18,38.9,3,2.0,1.9,1.0,18,15,8,2,25
617,Tomáš Čvančara,CZE,"FW,MF",Gladbach,de  Bundesliga,24-210,2000.0,5.4,107,147,72.8,1589,380,61,77,79.2,38,47,80.9,4,7,57.1,0,0.4,0.3,-0.4,3,9,6,1,17
618,Wylan Cyprien,FRA,MF,Parma,it  Serie A,30-042,1995.0,0.3,14,21,66.7,248,161,9,9,100.0,2,5,40.0,3,5,60.0,0,0.0,0.2,0.0,0,2,0,0,2
619,Danilo D'Ambrosio,ITA,DF,Monza,it  Serie A,36-183,1988.0,9.3,390,455,85.7,6673,2282,172,181,95.0,194,220,88.2,22,44,50.0,0,0.2,0.3,-0.2,2,18,5,2,22
620,Lucas Da Cunha,FRA,MF,Como,it  Serie A,23-275,2001.0,19.7,931,1118,83.3,15153,4131,475,520,91.3,335,380,88.2,81,149,54.4,1,2.2,2.8,-1.2,36,81,19,6,89
621,Samuel Dahl,SWE,"DF,MF",Roma,it  Serie A,25-007,2000.0,0.5,24,28,85.7,268,95,22,23,95.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,2,1,0,2
622,Finn Dahmen,GER,GK,Augsburg,de  Bundesliga,26-349,1998.0,10.0,266,386,68.9,7857,5783,49,49,100.0,122,123,99.2,95,214,44.4,0,0.0,0.0,0.0,0,9,0,0,2
623,Thomas Dähne,GER,GK,Holstein Kiel,de  Bundesliga,31-066,1994.0,1.0,37,42,88.1,979,556,2,2,100.0,29,29,100.0,6,11,54.5,0,0.0,0.0,0.0,0,0,0,0,0
624,Mahmoud Dahoud,GER,MF,Eint Frankfurt,de  Bundesliga,29-069,1996.0,4.0,191,225,84.9,2869,939,99,104,95.2,73,86,84.9,7,14,50.0,1,0.7,0.6,0.3,8,10,5,0,17
625,Patson Daka,ZAM,"FW,MF",Leicester City,eng  Premier League,26-153,1998.0,4.4,61,87,70.1,909,167,34,46,73.9,22,29,75.9,2,2,100.0,0,0.0,0.0,0.0,0,4,1,0,7
626,Ameen Al-Dakhil,BEL,DF,Stuttgart,de  Bundesliga,23-005,2002.0,3.3,255,276,92.4,4329,1473,116,119,97.5,121,128,94.5,15,23,65.2,0,0.2,0.1,-0.2,2,19,1,0,10
627,Thijs Dallinga,NED,"FW,MF",Bologna,it  Serie A,24-220,2000.0,6.0,110,152,72.4,1552,269,64,86,74.4,33,45,73.3,5,8,62.5,0,0.4,0.2,-0.4,7,7,3,0,10
628,Diogo Dalot,POR,DF,Manchester Utd,eng  Premier League,25-358,1999.0,26.6,1135,1407,80.7,18258,5671,598,659,90.7,429,524,81.9,81,147,55.1,1,1.6,1.9,-0.6,18,51,19,6,83
629,Mikkel Damsgaard,DEN,"MF,FW",Brentford,eng  Premier League,24-251,2000.0,23.7,835,1140,73.2,14114,5497,424,495,85.7,292,394,74.1,95,182,52.2,10,7.1,5.3,2.9,51,119,53,14,178
630,Maat Daniel Caprini,ITA,FW,Fiorentina,it  Serie A,19-028,2006.0,0.1,5,6,83.3,66,21,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
631,Flavius Daniliuc,AUT,DF,Hellas Verona,it  Serie A,23-318,2001.0,10.0,335,395,84.8,5280,2428,169,183,92.3,144,164,87.8,17,32,53.1,0,0.1,0.1,-0.1,2,24,3,1,34
632,Danilo,BRA,MF,Nott'ham Forest,eng  Premier League,23-316,2001.0,1.9,55,69,79.7,964,394,22,27,81.5,25,30,83.3,5,6,83.3,0,0.0,0.0,0.0,0,5,0,0,8
633,Danilo,BRA,DF,Juventus,it  Serie A,33-239,1991.0,6.5,519,573,90.6,9844,3059,186,197,94.4,271,287,94.4,59,80,73.8,1,0.4,0.6,0.6,3,51,2,0,45
634,Arnaut Danjuma,NED,FW,Villarreal,es  La Liga,28-039,1997.0,2.2,23,30,76.7,359,40,11,15,73.3,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,1
635,Arnaut Danjuma,NED,"FW,MF",Girona,es  La Liga,28-039,1997.0,9.8,217,292,74.3,3677,873,113,128,88.3,77,102,75.5,22,37,59.5,0,1.0,1.5,-1.0,12,14,15,3,28
636,Jayden Danns,ENG,MF,Liverpool,eng  Premier League,19-054,2006.0,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
637,Kévin Danois,FRA,MF,Auxerre,fr  Ligue 1,20-256,2004.0,13.3,471,579,81.3,7917,2240,231,267,86.5,177,206,85.9,45,69,65.2,0,2.0,1.8,-2.0,20,55,7,1,82
638,Kevin Danso,AUT,DF,Tottenham,eng  Premier League,26-173,1998.0,3.9,261,287,90.9,4534,1497,97,104,93.3,150,159,94.3,11,20,55.0,0,0.0,0.1,0.0,1,14,1,1,7
639,Kevin Danso,AUT,DF,Lens,fr  Ligue 1,26-173,1998.0,12.0,659,770,85.6,12021,4233,256,285,89.8,354,382,92.7,46,87,52.9,0,1.0,0.4,-1.0,6,58,4,0,52
640,Dante,BRA,DF,Nice,fr  Ligue 1,41-144,1983.0,17.3,1016,1154,88.0,17524,7161,462,488,94.7,473,501,94.4,69,136,50.7,0,0.1,0.4,-0.1,3,75,7,0,75
641,Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,fr  Ligue 1,,,0.8,45,55,81.8,660,106,22,26,84.6,13,15,86.7,4,6,66.7,0,0.2,0.0,-0.2,1,3,0,0,2
642,Mohammed Daramy,DEN,FW,Reims,fr  Ligue 1,23-063,2002.0,0.2,4,4,100.0,40,16,4,4,100.0,0,0,,0,0,,0,0.1,0.2,-0.1,1,0,0,0,0
643,Bence Dárdai,GER,MF,Wolfsburg,de  Bundesliga,19-046,2006.0,9.1,211,271,77.9,3110,811,116,129,89.9,74,95,77.9,11,24,45.8,1,1.0,0.8,0.0,9,17,7,1,25
644,Sergi Darder,ESP,"MF,FW",Mallorca,es  La Liga,31-079,1993.0,19.9,633,826,76.6,12243,3842,289,327,88.4,223,279,79.9,105,180,58.3,2,2.2,3.0,-0.2,34,80,22,8,101
645,Matteo Darmian,ITA,DF,Inter,it  Serie A,35-099,1989.0,13.0,550,666,82.6,9501,2353,239,265,90.2,258,295,87.5,41,74,55.4,2,1.4,1.0,0.6,11,27,8,4,25
646,Lukas Daschner,GER,"MF,FW",Bochum,de  Bundesliga,26-161,1998.0,4.6,93,144,64.6,1531,522,51,63,81.0,21,38,55.3,13,27,48.1,1,0.7,0.3,0.3,6,9,1,0,11
647,Juan David Cabal,COL,DF,Juventus,it  Serie A,24-062,2001.0,5.1,307,350,87.7,5087,1427,149,159,93.7,139,153,90.8,17,27,63.0,0,0.0,0.3,0.0,1,20,3,2,17
648,Jonathan David,CAN,FW,Lille,fr  Ligue 1,25-056,2000.0,20.2,389,478,81.4,5114,806,236,273,86.4,117,135,86.7,10,15,66.7,3,3.1,2.3,-0.1,24,18,16,0,43
649,Alphonso Davies,CAN,DF,Bayern Munich,de  Bundesliga,24-129,2000.0,16.3,1071,1191,89.9,15250,3777,642,681,94.3,382,420,91.0,22,35,62.9,2,1.6,2.1,0.4,26,89,16,2,112
650,Ben Davies,WAL,DF,Tottenham,eng  Premier League,31-321,1993.0,7.0,454,511,88.8,8448,3578,160,173,92.5,249,264,94.3,39,57,68.4,0,0.1,0.2,-0.1,1,27,1,0,28
651,Keinan Davis,ENG,FW,Udinese,it  Serie A,27-026,1998.0,7.8,152,197,77.2,2270,344,80,101,79.2,49,57,86.0,13,14,92.9,1,2.0,0.6,-1.0,15,11,8,0,20
652,Leif Davis,ENG,DF,Ipswich Town,eng  Premier League,25-058,2000.0,26.3,791,1107,71.5,13502,5362,378,438,86.3,334,436,76.6,68,182,37.4,2,4.1,4.1,-2.1,50,29,26,11,54
653,Zuriko Davitashvili,GEO,"FW,MF",Saint-Étienne,fr  Ligue 1,24-024,2001.0,22.5,555,700,79.3,7930,1966,325,372,87.4,176,217,81.1,24,54,44.4,4,3.1,3.7,0.9,32,32,18,3,55
654,Paweł Dawidowicz,POL,DF,Hellas Verona,it  Serie A,29-295,1995.0,14.3,510,610,83.6,9281,3264,198,213,93.0,258,290,89.0,43,84,51.2,0,0.0,0.1,0.0,0,39,0,0,33
655,Craig Dawson,ENG,DF,Wolves,eng  Premier League,34-309,1990.0,10.8,484,559,86.6,9745,3180,149,161,92.5,267,287,93.0,57,95,60.0,0,0.0,0.1,0.0,2,22,1,0,20
656,Kevin De Bruyne,BEL,MF,Manchester City,eng  Premier League,33-256,1991.0,12.2,631,816,77.3,10748,3115,318,368,86.4,249,316,78.8,57,92,62.0,6,6.1,4.6,-0.1,41,60,44,9,113
657,Charles De Ketelaere,BEL,"MF,FW",Atalanta,it  Serie A,24-001,2001.0,18.5,599,791,75.7,8971,2365,347,411,84.4,197,260,75.8,38,61,62.3,5,5.3,4.0,-0.3,33,65,42,9,106
658,Rodrigo De Paul,ARG,MF,Atlético Madrid,es  La Liga,30-291,1994.0,16.6,1028,1265,81.3,17675,5536,500,553,90.4,380,449,84.6,119,198,60.1,3,3.9,4.2,-0.9,30,130,42,11,169
659,Théo De Percin,MTQ,GK,Auxerre,fr  Ligue 1,24-037,2001.0,2.0,31,58,53.4,1059,852,3,3,100.0,9,10,90.0,19,44,43.2,0,0.0,0.0,0.0,0,1,0,0,0
660,Mattia De Sciglio,ITA,DF,Empoli,it  Serie A,32-142,1992.0,8.5,233,299,77.9,4506,1744,86,97,88.7,116,145,80.0,28,47,59.6,0,0.2,0.2,-0.2,3,12,4,2,18
661,Lorenzo De Silvestri,ITA,DF,Bologna,it  Serie A,36-292,1988.0,8.5,324,405,80.0,5687,2360,142,162,87.7,152,186,81.7,25,42,59.5,0,0.3,0.3,-0.3,5,28,5,4,32
662,Thibault De Smet,BEL,DF,Reims,fr  Ligue 1,26-279,1998.0,2.1,105,116,90.5,1934,575,40,44,90.9,58,58,100.0,7,11,63.6,0,0.0,0.0,0.0,0,11,0,0,9
663,Koni De Winter,BEL,DF,Genoa,it  Serie A,22-272,2002.0,15.1,679,802,84.7,12086,4161,264,300,88.0,346,386,89.6,53,83,63.9,0,0.2,0.1,-0.2,3,28,2,1,42
664,Amar Dedić,BIH,"DF,FW",Marseille,fr  Ligue 1,22-205,2002.0,1.6,96,113,85.0,1394,235,55,58,94.8,38,44,86.4,2,4,50.0,1,0.8,0.6,0.2,3,1,1,0,3
665,Alessandro Deiola,ITA,MF,Cagliari,it  Serie A,29-222,1995.0,11.6,283,387,73.1,4898,1269,132,162,81.5,120,154,77.9,25,39,64.1,1,0.6,0.6,0.4,3,33,5,0,31
666,Romain Del Castillo,FRA,FW,Brest,fr  Ligue 1,28-347,1996.0,11.4,385,556,69.2,6396,2288,197,247,79.8,125,167,74.9,46,97,47.4,3,2.6,3.4,0.4,29,35,24,9,48
667,Enrico Del Prato,ITA,DF,Parma,it  Serie A,25-121,1999.0,22.7,919,1089,84.4,16668,6091,353,377,93.6,483,536,90.1,70,140,50.0,0,1.1,0.7,-1.1,11,49,4,1,60
668,Liam Delap,ENG,FW,Ipswich Town,eng  Premier League,22-031,2003.0,23.3,169,271,62.4,2381,563,94,131,71.8,55,86,64.0,8,19,42.1,2,1.8,1.3,0.2,19,14,5,0,25
669,Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,it  Serie A,24-033,2001.0,7.9,271,302,89.7,3837,607,164,180,91.1,89,94,94.7,9,11,81.8,0,0.3,0.3,-0.3,7,22,4,1,22
670,Andy Delort,ALG,FW,Montpellier,fr  Ligue 1,33-153,1991.0,4.8,41,94,43.6,471,143,24,45,53.3,9,25,36.0,2,7,28.6,0,0.7,0.3,-0.7,4,4,1,1,5
671,Olivier Deman,BEL,DF,Werder Bremen,de  Bundesliga,24-339,2000.0,0.7,38,58,65.5,706,297,14,15,93.3,21,28,75.0,3,11,27.3,0,0.1,0.1,-0.1,1,3,1,0,4
672,Ali Dembélé,FRA,DF,Torino,it  Serie A,21-065,2004.0,1.4,49,62,79.0,774,263,22,28,78.6,23,27,85.2,2,3,66.7,0,0.0,0.0,0.0,1,2,1,1,6
673,Ousmane Dembélé,FRA,FW,Paris S-G,fr  Ligue 1,27-300,1997.0,15.5,682,862,79.1,10858,2888,360,424,84.9,240,287,83.6,58,87,66.7,5,6.5,5.8,-1.5,52,73,40,3,107
674,Ermedin Demirović,BIH,FW,Stuttgart,de  Bundesliga,26-351,1998.0,14.4,188,276,68.1,2249,457,122,164,74.4,49,69,71.0,2,3,66.7,0,1.1,1.2,-1.1,13,11,6,0,23
675,Sepp van den Berg,NED,DF,Brentford,eng  Premier League,23-081,2001.0,19.5,726,858,84.6,12299,3996,330,375,88.0,345,390,88.5,44,68,64.7,0,0.2,0.4,-0.2,4,43,3,1,53
676,Arthur Desmas,FRA,GK,Le Havre,fr  Ligue 1,30-338,1994.0,17.0,385,496,77.6,9708,6171,79,79,100.0,210,213,98.6,95,201,47.3,0,0.0,0.0,0.0,1,7,0,0,0
677,Justin Devenny,NIR,MF,Crystal Palace,eng  Premier League,21-151,2003.0,3.5,96,138,69.6,1520,386,52,64,81.3,33,48,68.8,7,19,36.8,0,0.3,0.3,-0.3,5,12,2,1,9
678,Kiernan Dewsbury-Hall,ENG,MF,Chelsea,eng  Premier League,26-186,1998.0,2.0,96,110,87.3,1446,200,54,59,91.5,40,44,90.9,2,5,40.0,1,1.0,0.2,0.0,2,7,1,0,10
679,Michele Di Gregorio,ITA,GK,Juventus,it  Serie A,27-227,1997.0,23.0,534,691,77.3,13787,9578,125,126,99.2,265,270,98.1,143,294,48.6,0,0.5,0.0,-0.5,1,17,0,0,0
680,Giovanni Di Lorenzo,ITA,DF,Napoli,it  Serie A,31-219,1993.0,28.0,1448,1728,83.8,22916,7904,771,848,90.9,573,657,87.2,81,137,59.1,1,3.6,3.4,-2.6,34,145,46,7,190
681,Boulaye Dia,SEN,"MF,FW",Lazio,it  Serie A,28-115,1996.0,17.2,351,412,85.2,5629,811,169,198,85.4,142,156,91.0,26,29,89.7,3,3.1,1.2,-0.1,20,24,7,0,37
682,Mouctar Diakhaby,GUI,DF,Valencia,es  La Liga,28-082,1996.0,0.8,22,30,73.3,407,127,7,10,70.0,13,14,92.9,2,6,33.3,0,0.0,0.0,0.0,1,1,0,0,1
683,Mamadou Diakhon,FRA,"FW,MF",Reims,fr  Ligue 1,19-170,2005.0,6.3,153,199,76.9,2718,309,54,66,81.8,85,103,82.5,11,15,73.3,0,0.5,0.2,-0.5,8,5,3,1,13
684,Bafodé Diakité,FRA,DF,Lille,fr  Ligue 1,24-064,2001.0,24.0,1572,1697,92.6,29470,9625,515,548,94.0,923,955,96.6,120,159,75.5,1,0.2,0.5,0.8,3,108,0,0,63
685,Oumar Diakité,CIV,FW,Reims,fr  Ligue 1,21-081,2003.0,17.5,284,344,82.6,4066,688,152,180,84.4,99,113,87.6,11,13,84.6,1,1.1,1.2,-0.1,11,21,12,2,44
686,Amad Diallo,CIV,"FW,MF",Manchester Utd,eng  Premier League,22-243,2002.0,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,2.1,39,25,29,5,53
687,Assane Diao,ESP,"FW,MF",Como,it  Serie A,19-185,2005.0,9.0,140,189,74.1,1925,424,83,101,82.2,44,52,84.6,6,10,60.0,0,0.2,0.2,-0.2,3,7,6,0,19
688,Assane Diao,ESP,FW,Betis,es  La Liga,19-185,2005.0,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2,1.5,0.6,0.5,8,2,1,1,1
689,Habib Diarra,SEN,"MF,FW",Strasbourg,fr  Ligue 1,21-067,2004.0,21.6,673,809,83.2,11084,2431,324,363,89.3,300,348,86.2,33,56,58.9,3,4.0,3.7,-1.0,22,53,21,9,97
690,Moussa Diarra,MLI,DF,Alavés,es  La Liga,24-121,2000.0,17.6,578,721,80.2,10555,4564,234,261,89.7,294,340,86.5,44,92,47.8,0,0.1,0.3,-0.1,3,38,6,2,63
691,Rúben Dias,POR,DF,Manchester City,eng  Premier League,27-301,1997.0,15.2,1302,1385,94.0,22409,7298,543,560,97.0,673,703,95.7,67,90,74.4,0,0.3,0.8,-0.3,5,115,5,0,84
692,Krépin Diatta,SEN,DF,Monaco,fr  Ligue 1,26-014,1999.0,4.1,179,238,75.2,2844,1012,93,109,85.3,73,95,76.8,11,22,50.0,0,0.8,0.8,-0.8,3,11,5,2,17
693,Kandet Diawara,GUI,FW,Le Havre,fr  Ligue 1,25-029,2000.0,0.0,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
694,Mahamadou Diawara,FRA,MF,Le Havre,fr  Ligue 1,20-022,2005.0,4.6,129,152,84.9,2366,415,44,50,88.0,69,74,93.2,11,14,78.6,1,0.4,0.2,0.6,6,9,1,0,12
695,Mahamadou Diawara,FRA,MF,Lyon,fr  Ligue 1,20-022,2005.0,0.2,6,7,85.7,117,60,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
696,Brahim Díaz,MAR,"FW,MF",Real Madrid,es  La Liga,25-220,1999.0,10.9,403,469,85.9,5340,1384,263,292,90.1,113,130,86.9,11,17,64.7,2,2.4,1.8,-0.4,16,40,14,0,54
697,Luis Díaz,COL,FW,Liverpool,eng  Premier League,28-057,1997.0,20.6,563,666,84.5,8828,1808,314,350,89.7,188,219,85.8,42,51,82.4,4,3.4,3.4,0.6,39,34,33,3,83
