,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
796,Emmanuel Ekong,SWE,"MF,FW",Empoli,it  Serie A,22-259,2002.0,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
797,Caleb Ekuban,GHA,FW,Genoa,it  Serie A,30-353,1994.0,4.9,1,16,5,31.3,3.26,1.02,0.06,0.2,12.5,0,0,0,2.7,2.7,0.17,-1.7,-1.7
798,Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,fr  Ligue 1,23-055,2002.0,19.6,1,11,2,18.2,0.56,0.1,0.09,0.5,25.1,0,0,0,0.3,0.3,0.03,0.7,0.7
799,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,eng  Premier League,22-318,2002.0,19.8,3,31,13,41.9,1.57,0.66,0.1,0.23,16.7,4,0,0,3.1,3.1,0.1,-0.1,-0.1
800,Meschak Elia,COD,"FW,DF",Nantes,fr  Ligue 1,27-217,1997.0,0.9,1,3,1,33.3,3.29,1.1,0.33,1.0,10.1,0,0,0,1.0,1.0,0.33,0.0,0.0
801,Mikael Ellertsson,ISL,"DF,MF",Venezia,it  Serie A,23-000,2002.0,20.8,2,17,3,17.6,0.82,0.14,0.12,0.67,18.0,0,0,0,1.1,1.1,0.06,0.9,0.9
802,Harvey Elliott,ENG,"MF,FW",Liverpool,eng  Premier League,21-341,2003.0,1.4,0,6,1,16.7,4.22,0.7,0.0,0.0,16.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
803,Elif Elmas,MKD,FW,Torino,it  Serie A,25-168,1999.0,2.7,3,4,3,75.0,1.48,1.11,0.75,1.0,17.5,0,0,0,0.4,0.4,0.11,2.6,2.6
804,Elif Elmas,MKD,MF,RB Leipzig,de  Bundesliga,25-168,1999.0,0.5,0,2,0,0.0,4.09,0.0,0.0,,10.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3
805,Aritz Elustondo,ESP,DF,Real Sociedad,es  La Liga,30-348,1994.0,7.9,0,3,0,0.0,0.38,0.0,0.0,,7.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
806,Nico Elvedi,SUI,DF,Gladbach,de  Bundesliga,28-162,1996.0,17.5,1,9,3,33.3,0.51,0.17,0.11,0.33,8.1,0,0,0,1.8,1.8,0.22,-0.8,-0.8
807,Adri Embarba,ESP,"FW,MF",Rayo Vallecano,es  La Liga,32-308,1992.0,14.7,1,29,8,27.6,1.98,0.55,0.03,0.13,22.0,1,0,0,1.5,1.5,0.05,-0.5,-0.5
808,Breel Embolo,SUI,"FW,MF",Monaco,fr  Ligue 1,28-025,1997.0,13.6,4,38,13,34.2,2.8,0.96,0.11,0.31,10.4,0,0,0,8.8,8.8,0.23,-4.8,-4.8
809,Emanuel Emegha,NED,FW,Strasbourg,fr  Ligue 1,22-036,2003.0,18.6,11,46,29,63.0,2.48,1.56,0.24,0.38,12.6,0,0,0,13.3,13.3,0.29,-2.3,-2.3
810,Emerson,BRA,DF,Milan,it  Serie A,26-056,1999.0,15.3,0,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
811,Yunus Emre Konak,TUR,"MF,FW",Brentford,eng  Premier League,19-060,2006.0,0.3,0,1,0,0.0,3.6,0.0,0.0,,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2
812,Julio Enciso,PAR,"MF,FW",Ipswich Town,eng  Premier League,21-047,2004.0,2.1,0,11,5,45.5,5.21,2.37,0.0,0.0,24.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5
813,Julio Enciso,PAR,"MF,FW",Brighton,eng  Premier League,21-047,2004.0,3.3,0,20,11,55.0,6.12,3.37,0.0,0.0,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0
814,Wataru Endo,JPN,MF,Liverpool,eng  Premier League,32-030,1993.0,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
815,Endrick,BRA,FW,Real Madrid,es  La Liga,18-233,2006.0,1.3,1,13,4,30.8,10.09,3.1,0.08,0.25,17.5,0,0,0,0.9,0.9,0.07,0.1,0.1
816,Yannik Engelhardt,GER,"MF,DF",Como,it  Serie A,24-032,2001.0,11.9,1,8,2,25.0,0.67,0.17,0.13,0.5,13.7,0,0,0,0.6,0.6,0.07,0.4,0.4
817,Arne Engels,BEL,"MF,FW",Augsburg,de  Bundesliga,21-184,2003.0,0.9,0,3,1,33.3,3.42,1.14,0.0,0.0,13.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4
818,Christian Eriksen,DEN,MF,Manchester Utd,eng  Premier League,33-025,1992.0,7.9,0,3,0,0.0,0.38,0.0,0.0,,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
819,Martin Erlic,CRO,DF,Bologna,it  Serie A,27-046,1998.0,3.2,0,6,0,0.0,1.86,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
820,Patrick Erras,GER,DF,Holstein Kiel,de  Bundesliga,30-049,1995.0,9.2,1,8,1,12.5,0.87,0.11,0.13,1.0,10.0,0,0,0,0.9,0.9,0.11,0.1,0.1
821,Alfonso Espino,URU,DF,Rayo Vallecano,es  La Liga,33-065,1992.0,5.3,0,6,2,33.3,1.12,0.37,0.0,0.0,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
822,Sebastiano Esposito,ITA,"FW,MF",Empoli,it  Serie A,22-252,2002.0,17.9,8,44,15,34.1,2.46,0.84,0.16,0.47,18.9,6,1,2,5.1,3.6,0.08,2.9,3.4
823,Romain Esse,ENG,MF,Crystal Palace,eng  Premier League,19-302,2005.0,0.1,1,1,1,100.0,11.25,11.25,1.0,1.0,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7
824,Samuel Essende,COD,FW,Augsburg,de  Bundesliga,27-047,1998.0,13.8,5,30,10,33.3,2.17,0.72,0.17,0.5,13.9,0,0,0,2.7,2.7,0.09,2.3,2.3
825,Dario Essugo,POR,MF,Las Palmas,es  La Liga,19-362,2005.0,14.6,1,15,3,20.0,1.03,0.21,0.07,0.33,25.6,0,0,0,0.5,0.5,0.03,0.5,0.5
826,Nahuel Estévez,ARG,MF,Parma,it  Serie A,29-117,1995.0,6.0,0,4,1,25.0,0.66,0.17,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
827,Pervis Estupiñán,ECU,DF,Brighton,eng  Premier League,27-049,1998.0,17.8,0,14,4,28.6,0.79,0.22,0.0,0.0,25.5,2,0,0,0.6,0.6,0.04,-0.6,-0.6
828,Etienne Eto'o,CMR,FW,Rayo Vallecano,es  La Liga,22-205,2002.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
829,Evanilson,BRA,FW,Bournemouth,eng  Premier League,25-156,1999.0,16.2,6,45,23,51.1,2.79,1.42,0.13,0.26,13.7,0,0,1,7.4,6.6,0.15,-1.4,-0.6
830,Jonny Evans,NIR,DF,Manchester Utd,eng  Premier League,37-067,1988.0,3.2,0,1,0,0.0,0.31,0.0,0.0,,8.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
831,Edu Expósito,ESP,"MF,FW",Espanyol,es  La Liga,28-222,1996.0,1.7,0,4,0,0.0,2.29,0.0,0.0,,22.3,1,0,0,0.1,0.1,0.02,-0.1,-0.1
832,Eberechi Eze,ENG,"MF,FW",Crystal Palace,eng  Premier League,26-255,1998.0,21.4,2,83,21,25.3,3.88,0.98,0.02,0.1,21.1,13,0,0,6.1,6.1,0.07,-4.1,-4.1
833,Abde Ezzalzouli,MAR,"FW,MF",Betis,es  La Liga,23-084,2001.0,17.2,1,48,17,35.4,2.78,0.99,0.02,0.06,15.9,1,0,1,7.1,6.3,0.13,-6.1,-5.3
834,Giovanni Fabbian,ITA,MF,Bologna,it  Serie A,22-056,2003.0,9.3,2,17,4,23.5,1.83,0.43,0.12,0.5,11.7,0,0,0,1.6,1.6,0.1,0.4,0.4
835,Łukasz Fabiański,POL,GK,West Ham,eng  Premier League,39-327,1985.0,11.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
836,Alieu Fadera,GAM,"FW,DF",Como,it  Serie A,23-128,2001.0,17.7,1,27,9,33.3,1.53,0.51,0.04,0.11,18.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6
837,Wout Faes,BEL,DF,Leicester City,eng  Premier League,26-342,1998.0,22.3,1,10,1,10.0,0.45,0.04,0.1,1.0,10.5,0,0,0,1.2,1.2,0.12,-0.2,-0.2
838,Nicolò Fagioli,ITA,MF,Fiorentina,it  Serie A,24-027,2001.0,2.8,0,2,0,0.0,0.72,0.0,0.0,,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0
839,Nicolò Fagioli,ITA,MF,Juventus,it  Serie A,24-027,2001.0,6.3,0,12,1,8.3,1.89,0.16,0.0,0.0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
840,Romain Faivre,FRA,"MF,FW",Brest,fr  Ligue 1,26-240,1998.0,9.1,3,16,9,56.3,1.76,0.99,0.13,0.22,16.2,0,1,1,2.5,1.7,0.12,0.5,0.3
841,Wladimiro Falcone,ITA,GK,Lecce,it  Serie A,29-333,1995.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
842,Davide Faraoni,ITA,DF,Hellas Verona,it  Serie A,33-137,1991.0,2.9,0,1,0,0.0,0.35,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
843,Abdul Fatawu Issahaku,GHA,FW,Leicester City,eng  Premier League,21-003,2004.0,6.4,0,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
844,Ansu Fati,ESP,FW,Barcelona,es  La Liga,22-131,2002.0,1.4,0,5,3,60.0,3.54,2.13,0.0,0.0,14.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6
845,Khalil Fayad,FRA,"MF,FW",Montpellier,fr  Ligue 1,20-275,2004.0,7.2,0,8,2,25.0,1.11,0.28,0.0,0.0,24.6,0,0,0,0.8,0.8,0.1,-0.8,-0.8
846,Jacopo Fazzini,ITA,"MF,FW",Empoli,it  Serie A,21-360,2003.0,8.5,0,11,3,27.3,1.29,0.35,0.0,0.0,17.8,1,0,0,0.8,0.8,0.07,-0.8,-0.8
847,Peter Federico,DOM,"MF,FW",Getafe,es  La Liga,22-229,2002.0,3.7,0,6,1,16.7,1.62,0.27,0.0,0.0,20.0,1,0,0,0.3,0.3,0.05,-0.3,-0.3
848,Nabil Fekir,FRA,MF,Betis,es  La Liga,31-236,1993.0,2.0,0,7,1,14.3,3.5,0.5,0.0,0.0,23.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7
849,Mattia Felici,ITA,"MF,FW",Cagliari,it  Serie A,23-328,2001.0,9.1,0,10,6,60.0,1.1,0.66,0.0,0.0,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
850,Luiz Felipe,ITA,DF,Marseille,fr  Ligue 1,27-354,1997.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
851,João Félix,POR,"FW,MF",Chelsea,eng  Premier League,25-121,1999.0,4.1,1,20,5,25.0,4.88,1.22,0.05,0.2,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
852,João Félix,POR,MF,Milan,it  Serie A,25-121,1999.0,4.2,0,17,4,23.5,4.01,0.94,0.0,0.0,16.6,0,0,0,1.8,1.8,0.11,-1.8,-1.8
853,Kiko Femenía,ESP,DF,Villarreal,es  La Liga,34-037,1991.0,19.2,0,3,0,0.0,0.16,0.0,0.0,,24.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4
854,Evan Ferguson,IRL,FW,West Ham,eng  Premier League,20-143,2004.0,1.0,0,4,1,25.0,3.83,0.96,0.0,0.0,19.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
855,Evan Ferguson,IRL,FW,Brighton,eng  Premier League,20-143,2004.0,2.7,1,7,2,28.6,2.56,0.73,0.14,0.5,19.2,1,0,0,0.5,0.5,0.08,0.5,0.5
856,Lewis Ferguson,SCO,MF,Bologna,it  Serie A,25-199,1999.0,5.9,1,1,1,100.0,0.17,0.17,0.0,0.0,41.5,0,1,1,0.8,0.0,0.02,0.2,0.0
857,Zinedine Ferhat,ALG,FW,Angers,fr  Ligue 1,32-010,1993.0,6.6,2,12,5,41.7,1.81,0.75,0.17,0.4,20.4,2,0,0,1.4,1.4,0.11,0.6,0.6
858,Bruno Fernandes,POR,MF,Manchester Utd,eng  Premier League,30-184,1994.0,25.4,7,68,20,29.4,2.68,0.79,0.06,0.2,21.4,10,3,3,8.3,6.0,0.09,-1.3,-2.0
859,Edimilson Fernandes,SUI,MF,Brest,fr  Ligue 1,28-330,1996.0,8.9,0,8,2,25.0,0.9,0.22,0.0,0.0,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
860,Mateus Fernandes,POR,MF,Southampton,eng  Premier League,20-244,2004.0,23.3,1,29,11,37.9,1.25,0.47,0.03,0.09,17.8,3,0,0,3.1,3.1,0.11,-2.1,-2.1
861,Álvaro Fernández,ESP,GK,Sevilla,es  La Liga,26-332,1998.0,7.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
862,Enzo Fernández,ARG,MF,Chelsea,eng  Premier League,24-053,2001.0,22.8,4,37,14,37.8,1.62,0.61,0.11,0.29,17.8,2,0,0,4.4,4.4,0.12,-0.4,-0.4
863,Roberto Férnandez,ESP,FW,Espanyol,es  La Liga,22-251,2002.0,5.5,2,5,2,40.0,0.9,0.36,0.4,1.0,10.6,0,0,0,1.0,1.0,0.21,1.0,1.0
864,Valery Fernández,ESP,"MF,FW",Mallorca,es  La Liga,25-108,1999.0,2.6,2,3,3,100.0,1.14,1.14,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,1.2,1.2
865,Matias Fernandez-Pardo,BEL,FW,Lille,fr  Ligue 1,20-036,2005.0,5.2,1,6,4,66.7,1.16,0.77,0.17,0.25,20.2,0,0,0,0.3,0.3,0.06,0.7,0.7
866,Jordan Ferri,FRA,MF,Montpellier,fr  Ligue 1,32-364,1992.0,12.6,0,11,2,18.2,0.87,0.16,0.0,0.0,26.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3
867,Daniel Fila,CZE,FW,Venezia,it  Serie A,22-202,2002.0,1.7,0,2,1,50.0,1.21,0.6,0.0,0.0,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
868,Karol Fila,POL,MF,Strasbourg,fr  Ligue 1,26-271,1998.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
869,Kilian Fischer,GER,DF,Wolfsburg,de  Bundesliga,24-150,2000.0,18.2,0,4,0,0.0,0.22,0.0,0.0,,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
870,Mark Flekken,NED,GK,Brentford,eng  Premier League,31-271,1993.0,26.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
871,Mateo Flores,ESP,MF,Betis,es  La Liga,20-338,2004.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
872,Phil Foden,ENG,"MF,FW",Manchester City,eng  Premier League,24-287,2000.0,17.9,7,50,16,32.0,2.79,0.89,0.14,0.44,18.6,2,0,0,4.9,4.9,0.1,2.1,2.1
873,Malick Fofana,BEL,FW,Lyon,fr  Ligue 1,19-345,2005.0,13.2,3,24,12,50.0,1.82,0.91,0.13,0.25,14.3,0,0,0,2.9,2.9,0.12,0.1,0.1
874,Rayan Fofana,FRA,"FW,MF",Lens,fr  Ligue 1,19-027,2006.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
875,Seko Fofana,CIV,MF,Rennes,fr  Ligue 1,29-308,1995.0,4.9,1,12,3,25.0,2.45,0.61,0.08,0.33,20.8,0,0,0,0.7,0.7,0.06,0.3,0.3
876,Wesley Fofana,FRA,DF,Chelsea,eng  Premier League,24-084,2000.0,12.1,0,3,0,0.0,0.25,0.0,0.0,,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
877,Yahia Fofana,CIV,GK,Angers,fr  Ligue 1,24-202,2000.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
878,Youssouf Fofana,FRA,MF,Milan,it  Serie A,26-060,1999.0,21.8,1,29,5,17.2,1.33,0.23,0.03,0.2,25.7,0,0,0,1.1,1.1,0.04,-0.1,-0.1
879,Jonas Föhrenbach,GER,DF,Heidenheim,de  Bundesliga,29-044,1996.0,19.6,0,8,1,12.5,0.41,0.05,0.0,0.0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
880,Michael Folorunsho,ITA,"FW,MF",Fiorentina,it  Serie A,27-032,1998.0,5.4,0,5,2,40.0,0.93,0.37,0.0,0.0,12.7,0,0,0,0.7,0.7,0.14,-0.7,-0.7
881,Michael Folorunsho,ITA,"FW,MF",Napoli,it  Serie A,27-032,1998.0,0.4,0,1,0,0.0,2.57,0.0,0.0,,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
882,Lamine Fomba,FRA,MF,Saint-Étienne,fr  Ligue 1,27-044,1998.0,2.4,0,1,0,0.0,0.41,0.0,0.0,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0
883,Carlos Forbs,POR,"MF,FW",Wolves,eng  Premier League,20-357,2004.0,2.6,0,2,0,0.0,0.76,0.0,0.0,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
884,Pablo Fornals,ESP,"MF,FW",Betis,es  La Liga,29-017,1996.0,12.3,1,17,3,17.6,1.38,0.24,0.06,0.33,23.0,0,0,0,1.4,1.4,0.08,-0.4,-0.4
885,Omari Forson,ENG,"MF,FW",Monza,it  Serie A,20-234,2004.0,0.8,0,1,0,0.0,1.25,0.0,0.0,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0
886,Fraser Forster,ENG,GK,Tottenham,eng  Premier League,36-359,1988.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
887,Héctor Fort,ESP,DF,Barcelona,es  La Liga,18-221,2006.0,4.2,0,3,0,0.0,0.72,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
888,Dimitri Foulquier,FRA,DF,Valencia,es  La Liga,31-353,1993.0,18.9,0,10,2,20.0,0.53,0.11,0.0,0.0,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
889,Juan Foyth,ARG,DF,Villarreal,es  La Liga,27-058,1998.0,7.0,0,6,2,33.3,0.85,0.28,0.0,0.0,15.4,0,0,0,0.9,0.9,0.15,-0.9,-0.9
890,Alejandro Francés,ESP,DF,Girona,es  La Liga,22-222,2002.0,7.9,0,5,0,0.0,0.63,0.0,0.0,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
891,Przemysław Frankowski,POL,DF,Lens,fr  Ligue 1,29-333,1995.0,15.4,4,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1,2,2,2.3,0.7,0.05,1.7,1.3
892,Enric Franquesa,ESP,"DF,FW",Leganés,es  La Liga,28-013,1997.0,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
893,Ryan Fraser,SCO,"FW,DF",Southampton,eng  Premier League,31-015,1994.0,3.4,0,1,1,100.0,0.29,0.29,0.0,0.0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
894,Davide Frattesi,ITA,MF,Inter,it  Serie A,25-140,1999.0,9.3,4,19,5,26.3,2.05,0.54,0.21,0.8,13.6,0,0,0,2.3,2.3,0.12,1.7,1.7
895,Morten Frendrup,DEN,MF,Genoa,it  Serie A,23-338,2001.0,26.5,2,21,6,28.6,0.79,0.23,0.1,0.33,21.2,0,0,0,1.2,1.2,0.06,0.8,0.8
896,Martin Frese,DEN,DF,Hellas Verona,it  Serie A,27-066,1998.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
897,Remo Freuler,SUI,MF,Bologna,it  Serie A,32-330,1992.0,26.6,0,11,3,27.3,0.41,0.11,0.0,0.0,21.9,0,0,0,0.9,0.9,0.09,-0.9,-0.9
898,Marco Friedl,AUT,DF,Werder Bremen,de  Bundesliga,26-360,1998.0,15.9,0,1,1,100.0,0.06,0.06,0.0,0.0,5.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
899,Marvin Friedrich,GER,DF,Gladbach,de  Bundesliga,29-088,1995.0,10.5,0,7,2,28.6,0.67,0.19,0.0,0.0,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
900,Jeremie Frimpong,NED,"DF,MF",Leverkusen,de  Bundesliga,24-091,2000.0,18.8,3,26,13,50.0,1.38,0.69,0.12,0.23,14.6,0,0,0,3.4,3.4,0.13,-0.4,-0.4
901,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,es  La Liga,28-019,1997.0,19.5,4,39,12,30.8,2.0,0.61,0.1,0.33,15.6,0,0,0,4.5,4.5,0.12,-0.5,-0.5
902,Darío Fuentes,ESP,DF,Sevilla,es  La Liga,22-058,2003.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
903,Chris Führich,GER,"MF,FW",Stuttgart,de  Bundesliga,27-061,1998.0,15.7,1,22,8,36.4,1.4,0.51,0.05,0.13,17.7,2,0,0,1.5,1.5,0.07,-0.5,-0.5
904,Shiō Fukuda,JPN,"FW,MF",Gladbach,de  Bundesliga,20-337,2004.0,0.5,1,1,1,100.0,2.09,2.09,1.0,1.0,20.5,0,0,0,0.3,0.3,0.35,0.7,0.7
905,Angelo Fulgini,FRA,"MF,FW",Lens,fr  Ligue 1,28-203,1996.0,10.3,1,22,7,31.8,2.14,0.68,0.05,0.14,17.7,2,0,0,2.1,2.1,0.1,-1.1,-1.1
906,Niclas Füllkrug,GER,FW,West Ham,eng  Premier League,32-030,1993.0,4.1,2,8,3,37.5,1.95,0.73,0.25,0.67,10.3,0,0,0,1.4,1.4,0.18,0.6,0.6
907,Kyogo Furuhashi,JPN,FW,Rennes,fr  Ligue 1,30-050,1995.0,1.0,0,1,0,0.0,0.97,0.0,0.0,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1
908,Manuel Fuster,ESP,"FW,MF",Las Palmas,es  La Liga,27-140,1997.0,7.6,2,12,5,41.7,1.58,0.66,0.17,0.4,22.3,0,0,0,0.6,0.6,0.05,1.4,1.4
909,Matteo Gabbia,ITA,DF,Milan,it  Serie A,25-141,1999.0,15.0,1,11,3,27.3,0.73,0.2,0.09,0.33,12.1,0,0,0,0.8,0.8,0.07,0.2,0.2
910,Alessandro Gabrielloni,ITA,"FW,MF",Como,it  Serie A,30-244,1994.0,1.2,1,3,1,33.3,2.48,0.83,0.33,1.0,14.6,0,0,0,0.3,0.3,0.09,0.7,0.7
911,Gianluca Gaetano,ITA,"MF,FW",Cagliari,it  Serie A,24-310,2000.0,9.1,1,25,4,16.0,2.74,0.44,0.04,0.25,16.2,0,0,0,4.0,4.0,0.16,-3.0,-3.0
912,Roberto Gagliardini,ITA,"MF,DF",Monza,it  Serie A,30-338,1994.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
913,Cody Gakpo,NED,FW,Liverpool,eng  Premier League,25-308,1999.0,15.7,8,44,17,38.6,2.81,1.08,0.18,0.47,15.4,0,0,0,6.0,6.0,0.14,2.0,2.0
914,Javi Galán,ESP,DF,Atlético Madrid,es  La Liga,30-112,1994.0,13.2,0,5,0,0.0,0.38,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
915,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,es  La Liga,31-217,1993.0,11.6,0,6,0,0.0,0.52,0.0,0.0,,21.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
916,Conor Gallagher,ENG,MF,Atlético Madrid,es  La Liga,25-033,2000.0,12.1,2,11,2,18.2,0.91,0.17,0.18,1.0,20.2,0,0,0,1.8,1.8,0.16,0.2,0.2
917,Antonino Gallo,ITA,DF,Lecce,it  Serie A,25-065,2000.0,19.5,0,5,1,20.0,0.26,0.05,0.0,0.0,25.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1
918,Gauthier Gallon,FRA,GK,Rennes,fr  Ligue 1,31-322,1993.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
919,Cristian Gamboa,CRC,DF,Bochum,de  Bundesliga,35-138,1989.0,1.7,1,4,1,25.0,2.29,0.57,0.25,1.0,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8
920,Idrissa Gana Gueye,SEN,MF,Everton,eng  Premier League,35-166,1989.0,24.2,0,24,4,16.7,0.99,0.17,0.0,0.0,25.2,0,0,0,1.0,1.0,0.04,-1.0,-1.0
921,Ignatius Ganago,CMR,"FW,MF",Nantes,fr  Ligue 1,26-023,1999.0,2.7,0,7,0,0.0,2.61,0.0,0.0,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
922,Silvère Ganvoula M'Boussy,CGO,FW,Monza,it  Serie A,28-262,1996.0,3.3,0,4,1,25.0,1.22,0.31,0.0,0.0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
923,Facundo Garcés,ARG,DF,Alavés,es  La Liga,25-187,1999.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
924,Aleix García,ESP,MF,Leverkusen,de  Bundesliga,27-256,1997.0,11.1,2,11,2,18.2,0.99,0.18,0.18,1.0,21.6,2,0,0,0.8,0.8,0.07,1.2,1.2
925,Álvaro García,ESP,"FW,MF",Rayo Vallecano,es  La Liga,32-135,1992.0,18.6,3,41,12,29.3,2.21,0.65,0.07,0.25,17.4,0,0,0,5.0,5.0,0.12,-2.0,-2.0
926,Andrés García,ESP,"DF,MF",Aston Villa,eng  Premier League,22-032,2003.0,3.0,0,2,0,0.0,0.67,0.0,0.0,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0
927,Eric García,ESP,"MF,DF",Barcelona,es  La Liga,24-061,2001.0,9.1,1,9,5,55.6,0.98,0.55,0.11,0.2,9.1,0,0,0,1.6,1.6,0.18,-0.6,-0.6
928,Fran Garcia,ESP,DF,Real Madrid,es  La Liga,25-209,1999.0,14.6,0,10,2,20.0,0.69,0.14,0.0,0.0,19.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6
929,Joan García,ESP,GK,Espanyol,es  La Liga,23-311,2001.0,26.0,0,1,1,100.0,0.04,0.04,0.0,0.0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
930,Pablo Garcia,ESP,FW,Betis,es  La Liga,18-208,2006.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
931,Rubén García,ESP,"FW,MF",Osasuna,es  La Liga,31-240,1993.0,18.1,2,16,4,25.0,0.88,0.22,0.13,0.5,16.0,2,0,0,1.4,1.4,0.09,0.6,0.6
932,Ulisses Garcia,SUI,DF,Marseille,fr  Ligue 1,29-059,1996.0,5.6,2,7,2,28.6,1.25,0.36,0.29,1.0,12.2,0,0,0,1.5,1.5,0.21,0.5,0.5
