,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1186,Kristijan Jakić,CRO,MF,Augsburg,de  Bundesliga,27-301,1997.0,18.6,0,11,4,36.4,0.59,0.22,0.0,0.0,20.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
1187,Karl Jakob Hein,EST,GK,Valladolid,es  La Liga,22-332,2002.0,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1188,Ismail Jakobs,SEN,DF,Monaco,fr  Ligue 1,25-206,1999.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1189,Jordan James,WAL,MF,Rennes,fr  Ligue 1,20-252,2004.0,10.8,0,15,3,20.0,1.38,0.28,0.0,0.0,21.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
1190,Reece James,ENG,"DF,MF",Chelsea,eng  Premier League,25-093,1999.0,6.7,1,5,1,20.0,0.75,0.15,0.2,1.0,23.3,1,0,0,0.2,0.2,0.03,0.8,0.8
1191,Vitaly Janelt,GER,MF,Brentford,eng  Premier League,26-305,1998.0,22.5,1,13,4,30.8,0.58,0.18,0.08,0.25,18.3,0,0,0,0.7,0.7,0.06,0.3,0.3
1192,Adnan Januzaj,BEL,"MF,FW",Las Palmas,es  La Liga,30-034,1995.0,3.6,2,10,3,30.0,2.8,0.84,0.2,0.67,23.5,4,0,0,0.5,0.5,0.05,1.5,1.5
1193,Vitezslav Jaros,CZE,GK,Liverpool,eng  Premier League,23-231,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1194,Ali Jasim,IRQ,"FW,DF",Como,it  Serie A,21-050,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1195,Mikel Jauregizar,ESP,MF,Athletic Club,es  La Liga,21-119,2003.0,17.1,2,16,5,31.3,0.93,0.29,0.13,0.4,22.2,0,0,0,0.7,0.7,0.05,1.3,1.3
1196,Dominik Javorček,SVK,"DF,MF",Holstein Kiel,de  Bundesliga,22-129,2002.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0
1197,Gaby Jean,FRA,DF,Lecce,it  Serie A,25-020,2000.0,14.3,0,1,1,100.0,0.07,0.07,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
1198,Daniel Jebbison,ENG,FW,Bournemouth,eng  Premier League,21-210,2003.0,0.7,0,2,1,50.0,2.81,1.41,0.0,0.0,12.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2
1199,Finn Jeltsch,GER,DF,Stuttgart,de  Bundesliga,18-237,2006.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1200,Malcolm Jeng,SWE,DF,Reims,fr  Ligue 1,20-002,2005.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1201,Fredrik Jensen,FIN,MF,Augsburg,de  Bundesliga,27-183,1997.0,4.9,0,7,0,0.0,1.43,0.0,0.0,,15.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
1202,Mathias Jensen,DEN,MF,Brentford,eng  Premier League,29-069,1996.0,8.2,0,6,1,16.7,0.73,0.12,0.0,0.0,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1203,Moritz Jenz,GER,DF,Mainz 05,de  Bundesliga,25-315,1999.0,12.8,0,4,2,50.0,0.31,0.16,0.0,0.0,7.8,0,0,0,0.7,0.7,0.16,-0.7,-0.7
1204,Gabriel Jesus,BRA,FW,Arsenal,eng  Premier League,27-342,1997.0,6.8,3,20,7,35.0,2.96,1.04,0.15,0.43,11.1,0,0,0,3.0,3.0,0.15,0.0,0.0
1205,Juan Jesus,BRA,DF,Napoli,it  Serie A,33-274,1991.0,9.9,0,2,0,0.0,0.2,0.0,0.0,,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1206,Alejandro Jiménez,ESP,"DF,FW",Milan,it  Serie A,19-307,2005.0,8.5,0,9,4,44.4,1.06,0.47,0.0,0.0,24.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1207,Raúl Jiménez,MEX,FW,Fulham,eng  Premier League,33-310,1991.0,19.7,10,73,25,34.2,3.7,1.27,0.1,0.28,14.5,0,3,3,10.3,7.9,0.11,-0.3,-0.9
1208,Kim Jisoo,KOR,DF,Brentford,eng  Premier League,20-077,2004.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1209,João Pedro,BRA,"FW,MF",Brighton,eng  Premier League,23-166,2001.0,17.9,8,36,14,38.9,2.01,0.78,0.14,0.36,16.9,0,3,3,6.8,4.4,0.12,1.2,0.6
1210,John Joe,IRL,"MF,FW",Getafe,es  La Liga,21-138,2003.0,0.5,0,2,0,0.0,3.75,0.0,0.0,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1211,John Joe,IRL,MF,Reims,fr  Ligue 1,21-138,2003.0,4.4,0,2,1,50.0,0.46,0.23,0.0,0.0,20.2,0,0,0,0.0,0.0,0.02,0.0,0.0
1212,Joelinton,BRA,"MF,FW",Newcastle Utd,eng  Premier League,28-209,1996.0,22.3,4,40,11,27.5,1.8,0.49,0.1,0.36,14.2,0,0,0,3.7,3.7,0.09,0.3,0.3
1213,Jofre,ESP,"MF,FW",Espanyol,es  La Liga,23-267,2001.0,18.0,3,35,10,28.6,1.94,0.55,0.09,0.3,19.8,0,0,0,2.3,2.3,0.07,0.7,0.7
1214,Þórir Jóhann Helgason,ISL,MF,Lecce,it  Serie A,24-164,2000.0,6.8,0,8,4,50.0,1.17,0.59,0.0,0.0,21.4,3,0,0,0.8,0.8,0.09,-0.8,-0.8
1215,Carl Johansson,SWE,DF,Holstein Kiel,de  Bundesliga,30-292,1994.0,4.1,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0
1216,Ben Johnson,ENG,"DF,FW",Ipswich Town,eng  Premier League,25-046,2000.0,10.6,0,4,2,50.0,0.38,0.19,0.0,0.0,11.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7
1217,Brennan Johnson,WAL,FW,Tottenham,eng  Premier League,23-292,2001.0,19.1,9,49,18,36.7,2.57,0.94,0.18,0.5,11.4,0,0,0,9.2,9.2,0.19,-0.2,-0.2
1218,Karl-Johan Johnsson,SWE,GK,Strasbourg,fr  Ligue 1,35-042,1990.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1219,Sam Johnstone,ENG,GK,Wolves,eng  Premier League,31-351,1993.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1220,Paul Joly,FRA,DF,Auxerre,fr  Ligue 1,24-277,2000.0,8.6,0,8,4,50.0,0.93,0.47,0.0,0.0,17.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1221,Curtis Jones,ENG,"MF,FW",Liverpool,eng  Premier League,24-040,2001.0,13.0,3,26,10,38.5,2.01,0.77,0.12,0.3,15.1,0,0,0,4.0,4.0,0.15,-1.0,-1.0
1222,Frenkie de Jong,NED,MF,Barcelona,es  La Liga,27-303,1997.0,6.6,2,4,3,75.0,0.6,0.45,0.5,0.67,18.4,0,0,0,0.6,0.6,0.16,1.4,1.4
1223,Joan Jordán,ESP,MF,Alavés,es  La Liga,30-248,1994.0,10.3,4,12,4,33.3,1.17,0.39,0.17,0.5,24.5,5,2,2,3.2,1.6,0.13,0.8,0.4
1224,Jorginho,ITA,MF,Arsenal,eng  Premier League,33-081,1991.0,6.0,0,1,0,0.0,0.17,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.04,0.0,0.0
1225,Jesse Joronen,FIN,GK,Venezia,it  Serie A,31-355,1993.0,7.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1226,Jota,POR,"FW,MF",Rennes,fr  Ligue 1,25-346,1999.0,3.7,1,4,2,50.0,1.08,0.54,0.25,0.5,9.7,0,0,0,1.3,1.3,0.33,-0.3,-0.3
1227,Diogo Jota,POR,FW,Liverpool,eng  Premier League,28-097,1996.0,9.4,5,35,11,31.4,3.73,1.17,0.14,0.45,12.6,0,0,0,6.1,6.1,0.17,-1.1,-1.1
1228,Antoine Joujou,FRA,"MF,FW",Le Havre,fr  Ligue 1,21-364,2003.0,9.0,0,11,2,18.2,1.22,0.22,0.0,0.0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1229,Luka Jović,SRB,FW,Milan,it  Serie A,27-078,1997.0,1.4,0,3,1,33.3,2.13,0.71,0.0,0.0,10.8,0,0,0,0.4,0.4,0.12,-0.4,-0.4
1230,Juanmi,ESP,"FW,MF",Getafe,es  La Liga,31-295,1993.0,3.8,0,6,3,50.0,1.58,0.79,0.0,0.0,14.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8
1231,Juanmi,ESP,"FW,MF",Betis,es  La Liga,31-295,1993.0,2.7,0,6,1,16.7,2.21,0.37,0.0,0.0,14.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7
1232,Juanpe,ESP,DF,Girona,es  La Liga,33-315,1991.0,6.7,0,1,0,0.0,0.15,0.0,0.0,,32.7,1,0,0,0.0,0.0,0.04,0.0,0.0
1233,Jubal,BRA,DF,Auxerre,fr  Ligue 1,31-194,1993.0,21.4,5,21,6,28.6,0.98,0.28,0.1,0.33,15.0,1,3,4,5.0,1.8,0.09,0.0,0.2
1234,Anthony Jung,GER,DF,Werder Bremen,de  Bundesliga,33-128,1991.0,19.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1235,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,es  La Liga,24-056,2001.0,6.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1236,Hamed Junior Traorè,CIV,MF,Auxerre,fr  Ligue 1,25-023,2000.0,20.0,10,56,23,41.1,2.8,1.15,0.18,0.43,18.3,2,0,0,7.2,7.2,0.13,2.8,2.8
1237,Vinicius Júnior,BRA,FW,Real Madrid,es  La Liga,24-242,2000.0,19.0,10,64,18,28.1,3.36,0.95,0.13,0.44,17.2,0,2,2,8.3,7.0,0.11,1.7,1.0
1238,Josip Juranović,CRO,"DF,MF",Union Berlin,de  Bundesliga,29-207,1995.0,8.0,0,2,1,50.0,0.25,0.12,0.0,0.0,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1239,David Jurásek,CZE,DF,Hoffenheim,de  Bundesliga,24-216,2000.0,4.5,0,5,2,40.0,1.11,0.44,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1240,Stanko Jurić,CRO,MF,Valladolid,es  La Liga,28-207,1996.0,15.0,0,5,1,20.0,0.33,0.07,0.0,0.0,10.9,0,0,0,0.7,0.7,0.15,-0.7,-0.7
1241,James Justin,ENG,DF,Leicester City,eng  Premier League,27-016,1998.0,24.4,2,24,6,25.0,0.99,0.25,0.08,0.33,16.0,2,0,0,1.5,1.5,0.06,0.5,0.5
1242,Filip Jørgensen,DEN,GK,Chelsea,eng  Premier League,22-329,2002.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1243,Mohamed Kaba,FRA,MF,Lecce,it  Serie A,23-135,2001.0,2.2,0,3,0,0.0,1.34,0.0,0.0,,11.9,0,0,0,0.3,0.3,0.1,-0.3,-0.3
1244,Yusuf Kabadayı,GER,"FW,MF",Augsburg,de  Bundesliga,21-037,2004.0,0.8,1,4,1,25.0,5.07,1.27,0.25,1.0,19.7,0,0,0,0.6,0.6,0.16,0.4,0.4
1245,Almugera Kabar,GER,DF,Dortmund,de  Bundesliga,18-278,2006.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1246,Christian Kabasele,BEL,DF,Udinese,it  Serie A,34-015,1991.0,10.2,1,14,3,21.4,1.38,0.29,0.07,0.33,12.8,0,0,0,0.8,0.8,0.06,0.2,0.2
1247,Issa Kaboré,BFA,"DF,FW",Werder Bremen,de  Bundesliga,23-303,2001.0,2.5,0,4,0,0.0,1.59,0.0,0.0,,15.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4
1248,Yaya Kader Fofana,MLI,"MF,FW",Reims,fr  Ligue 1,20-272,2004.0,7.0,1,13,4,30.8,1.85,0.57,0.08,0.25,20.1,0,0,0,0.6,0.6,0.05,0.4,0.4
1249,Pavel Kadeřábek,CZE,DF,Hoffenheim,de  Bundesliga,32-320,1992.0,11.7,0,7,1,14.3,0.6,0.09,0.0,0.0,16.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1250,Tino Kadewere,ZIM,"MF,FW",Nantes,fr  Ligue 1,29-065,1996.0,5.3,1,7,5,71.4,1.33,0.95,0.14,0.2,16.0,0,0,0,1.6,1.6,0.22,-0.6,-0.6
1251,Ferdi Kadioglu,TUR,"DF,MF",Brighton,eng  Premier League,25-155,1999.0,4.3,1,4,1,25.0,0.94,0.23,0.25,1.0,15.1,0,0,0,0.4,0.4,0.11,0.6,0.6
1252,Arnaud Kalimuendo,FRA,FW,Rennes,fr  Ligue 1,23-050,2002.0,21.1,11,46,17,37.0,2.18,0.8,0.13,0.35,16.6,0,5,7,10.5,5.3,0.11,0.5,0.7
1253,Pierre Kalulu,FRA,DF,Juventus,it  Serie A,24-279,2000.0,18.6,1,6,2,33.3,0.32,0.11,0.17,0.5,10.7,0,0,0,0.7,0.7,0.11,0.3,0.3
1254,Justin-Noël Kalumba,FRA,"FW,MF",Angers,fr  Ligue 1,20-076,2004.0,0.3,0,1,0,0.0,2.9,0.0,0.0,,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0
1255,Daichi Kamada,JPN,MF,Crystal Palace,eng  Premier League,28-218,1996.0,11.0,0,14,4,28.6,1.28,0.37,0.0,0.0,20.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1256,Waren Kamanzi,NOR,"DF,MF",Toulouse,fr  Ligue 1,24-120,2000.0,8.8,0,4,0,0.0,0.46,0.0,0.0,,15.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1257,Boubacar Kamara,FRA,MF,Aston Villa,eng  Premier League,25-108,1999.0,12.0,0,5,1,20.0,0.42,0.08,0.0,0.0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1258,Glen Kamara,FIN,MF,Rennes,fr  Ligue 1,29-134,1995.0,7.4,0,1,0,0.0,0.14,0.0,0.0,,16.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2
1259,Hassane Kamara,CIV,DF,Udinese,it  Serie A,31-006,1994.0,15.4,1,13,3,23.1,0.84,0.19,0.08,0.33,19.2,0,0,0,0.8,0.8,0.06,0.2,0.2
1260,Willy Kambwala,FRA,DF,Villarreal,es  La Liga,20-198,2004.0,7.5,0,3,1,33.3,0.4,0.13,0.0,0.0,11.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1261,Jakub Kamiński,POL,"DF,MF",Wolfsburg,de  Bundesliga,22-279,2002.0,8.4,0,8,2,25.0,0.96,0.24,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
1262,Kevin Kampl,SVN,MF,RB Leipzig,de  Bundesliga,34-153,1990.0,15.3,1,6,2,33.3,0.39,0.13,0.17,0.5,18.3,0,0,0,0.8,0.8,0.13,0.2,0.2
1263,Nordine Kandil,FRA,MF,Strasbourg,fr  Ligue 1,23-131,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1264,Harry Kane,ENG,FW,Bayern Munich,de  Bundesliga,31-226,1993.0,19.6,21,75,32,42.7,3.84,1.64,0.16,0.38,16.7,4,9,9,16.2,9.2,0.12,4.8,2.8
1265,Lee Kang-in,KOR,"FW,MF",Paris S-G,fr  Ligue 1,24-020,2001.0,15.4,6,36,13,36.1,2.34,0.85,0.17,0.46,18.8,1,0,0,3.0,3.0,0.08,3.0,3.0
1266,Yann Karamoh,FRA,"MF,FW",Torino,it  Serie A,26-246,1998.0,10.2,0,23,6,26.1,2.26,0.59,0.0,0.0,17.1,0,0,0,1.2,1.2,0.05,-1.2,-1.2
1267,Atakan Karazor,nan,MF,Stuttgart,de  Bundesliga,28-149,1996.0,20.2,1,9,3,33.3,0.45,0.15,0.11,0.33,15.9,0,0,0,1.2,1.2,0.13,-0.2,-0.2
1268,Jesper Karlsson,SWE,FW,Bologna,it  Serie A,26-229,1998.0,3.3,1,6,2,33.3,1.81,0.6,0.17,0.5,20.3,1,0,0,0.7,0.7,0.12,0.3,0.3
1269,Jesper Karlsson,SWE,FW,Lecce,it  Serie A,26-229,1998.0,2.5,0,6,2,33.3,2.44,0.81,0.0,0.0,19.9,1,0,0,0.4,0.4,0.07,-0.4,-0.4
1270,Jesper Karlström,SWE,MF,Udinese,it  Serie A,29-263,1995.0,25.6,0,9,0,0.0,0.35,0.0,0.0,,19.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1271,Lior Kasa,ISR,"MF,FW",Genoa,it  Serie A,19-165,2005.0,1.7,0,4,2,50.0,2.32,1.16,0.0,0.0,19.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
1272,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,it  Serie A,27-040,1998.0,8.3,1,17,5,29.4,2.06,0.6,0.06,0.2,24.1,2,0,0,0.7,0.7,0.04,0.3,0.3
1273,Mikkel Kaufmann,DEN,FW,Heidenheim,de  Bundesliga,24-067,2001.0,4.1,0,3,3,100.0,0.73,0.73,0.0,0.0,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5
1274,Michael Kayode,ITA,DF,Brentford,eng  Premier League,20-244,2004.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1275,Michael Kayode,ITA,"DF,FW",Fiorentina,it  Serie A,20-244,2004.0,1.4,0,1,0,0.0,0.71,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1276,Moise Kean,ITA,FW,Fiorentina,it  Serie A,25-011,2000.0,23.1,15,75,32,42.7,3.24,1.38,0.19,0.44,14.3,0,1,2,13.4,11.8,0.16,1.6,2.2
1277,Michael Keane,ENG,DF,Everton,eng  Premier League,32-059,1993.0,9.0,2,8,3,37.5,0.89,0.33,0.25,0.67,14.8,0,0,0,0.4,0.4,0.05,1.6,1.6
1278,Yassine Kechta,MAR,"MF,FW",Le Havre,fr  Ligue 1,23-014,2002.0,16.0,1,20,8,40.0,1.25,0.5,0.05,0.13,26.7,0,0,0,1.2,1.2,0.06,-0.2,-0.2
1279,Thilo Kehrer,GER,DF,Monaco,fr  Ligue 1,28-171,1996.0,21.0,4,9,7,77.8,0.43,0.33,0.44,0.57,8.5,0,0,0,1.3,1.3,0.14,2.7,2.7
1280,Abdoulaye Keita,ESP,"FW,MF",Getafe,es  La Liga,22-191,2002.0,1.1,0,2,0,0.0,1.89,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0
1281,Mandela Keita,BEL,MF,Parma,it  Serie A,22-305,2002.0,11.2,0,1,0,0.0,0.09,0.0,0.0,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0
1282,Yannik Keitel,GER,MF,Stuttgart,de  Bundesliga,25-024,2000.0,1.7,0,3,1,33.3,1.72,0.57,0.0,0.0,18.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
1283,Andu Kelati,GER,"MF,DF",Holstein Kiel,de  Bundesliga,22-210,2002.0,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1
1284,Caoimhín Kelleher,IRL,GK,Liverpool,eng  Premier League,26-108,1998.0,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1285,Thomas Keller,GER,"DF,MF",Heidenheim,de  Bundesliga,25-218,1999.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1286,Lloyd Kelly,ENG,DF,Newcastle Utd,eng  Premier League,26-156,1998.0,3.4,0,3,0,0.0,0.89,0.0,0.0,,7.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
1287,Lloyd Kelly,ENG,DF,Juventus,it  Serie A,26-156,1998.0,3.5,0,3,0,0.0,0.86,0.0,0.0,,17.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3
1288,Aljoscha Kemlein,GER,MF,Union Berlin,de  Bundesliga,20-221,2004.0,10.2,1,11,3,27.3,1.07,0.29,0.09,0.33,17.4,1,0,0,0.9,0.9,0.09,0.1,0.1
1289,Marc-Oliver Kempf,GER,DF,Como,it  Serie A,30-042,1995.0,20.6,0,13,1,7.7,0.63,0.05,0.0,0.0,11.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
1290,Kenedy,BRA,"MF,FW",Valladolid,es  La Liga,29-031,1996.0,0.1,0,1,0,0.0,10.0,0.0,0.0,,7.2,0,0,0,0.0,0.0,0.03,0.0,0.0
1291,Luca Kerber,GER,MF,Heidenheim,de  Bundesliga,23-001,2002.0,7.3,1,5,3,60.0,0.68,0.41,0.2,0.33,14.7,0,0,0,0.4,0.4,0.07,0.6,0.6
1292,Milos Kerkez,HUN,DF,Bournemouth,eng  Premier League,21-124,2003.0,27.2,2,15,4,26.7,0.55,0.15,0.13,0.5,20.4,0,0,0,0.5,0.4,0.03,1.5,1.6
1293,Reda Khadra,GER,"MF,FW",Reims,fr  Ligue 1,23-250,2001.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1294,Bilal El Khannouss,MAR,MF,Leicester City,eng  Premier League,20-305,2004.0,16.0,2,17,4,23.5,1.06,0.25,0.12,0.5,23.5,0,0,0,0.6,0.6,0.04,1.4,1.4
1295,Wahbi Khazri,TUN,"FW,MF",Montpellier,fr  Ligue 1,34-031,1991.0,11.0,1,32,6,18.8,2.92,0.55,0.03,0.17,25.2,4,0,0,2.1,2.1,0.07,-1.1,-1.1
1296,Rani Khedira,GER,MF,Union Berlin,de  Bundesliga,31-043,1994.0,21.3,0,8,0,0.0,0.38,0.0,0.0,,17.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1297,Abdukodir Khusanov,UZB,DF,Manchester City,eng  Premier League,21-010,2004.0,4.6,0,1,0,0.0,0.22,0.0,0.0,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0
1298,Abdukodir Khusanov,UZB,DF,Lens,fr  Ligue 1,21-010,2004.0,10.8,0,6,4,66.7,0.55,0.37,0.0,0.0,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2
1299,Kialonda,ANG,DF,Lecce,it  Serie A,27-165,1997.0,15.0,0,10,0,0.0,0.67,0.0,0.0,,7.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0
1300,Kiké,ESP,FW,Alavés,es  La Liga,35-106,1989.0,19.7,11,37,16,43.2,1.88,0.81,0.24,0.56,15.5,0,2,2,7.0,5.4,0.15,4.0,3.6
1301,Max Kilman,ENG,DF,West Ham,eng  Premier League,27-292,1997.0,27.2,0,11,2,18.2,0.4,0.07,0.0,0.0,8.4,0,0,0,1.4,1.4,0.13,-1.4,-1.4
1302,Joshua Kimmich,GER,MF,Bayern Munich,de  Bundesliga,30-031,1995.0,22.6,1,24,7,29.2,1.06,0.31,0.04,0.14,23.7,4,0,0,1.3,1.3,0.06,-0.3,-0.3
1303,Joshua King,ENG,"MF,FW",Fulham,eng  Premier League,18-067,2007.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,5.3,0,0,0,0.2,0.2,0.2,-0.2,-0.2
1304,Joshua King,NOR,"FW,MF",Toulouse,fr  Ligue 1,33-055,1992.0,13.1,4,33,14,42.4,2.53,1.07,0.12,0.29,16.1,0,0,0,4.5,4.5,0.14,-0.5,-0.5
1305,Antonín Kinský,CZE,GK,Tottenham,eng  Premier League,21-363,2003.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1306,Cédric Kipré,CIV,DF,Reims,fr  Ligue 1,28-092,1996.0,16.8,0,7,1,14.3,0.42,0.06,0.0,0.0,13.2,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1307,Jakub Kiwior,POL,DF,Arsenal,eng  Premier League,25-024,2000.0,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1308,Tim Kleindienst,GER,FW,Gladbach,de  Bundesliga,29-192,1995.0,23.5,14,64,32,50.0,2.73,1.36,0.2,0.41,13.2,0,1,2,12.4,10.7,0.17,1.6,2.3
1309,Lukas Klostermann,GER,DF,RB Leipzig,de  Bundesliga,28-281,1996.0,14.0,0,3,1,33.3,0.21,0.07,0.0,0.0,15.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1310,Justin Kluivert,NED,"MF,FW",Bournemouth,eng  Premier League,25-310,1999.0,20.6,12,50,22,44.0,2.42,1.07,0.12,0.27,20.1,0,6,6,9.9,5.1,0.1,2.1,0.9
1311,Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,de  Bundesliga,23-060,2002.0,13.0,1,17,4,23.5,1.31,0.31,0.06,0.25,17.2,0,0,0,1.4,1.4,0.09,-0.4,-0.4
1312,Magnus Knudsen,NOR,MF,Holstein Kiel,de  Bundesliga,23-269,2001.0,15.7,0,9,3,33.3,0.57,0.19,0.0,0.0,24.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1313,Gregor Kobel,SUI,GK,Dortmund,de  Bundesliga,27-095,1997.0,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1314,Robin Koch,GER,DF,Eint Frankfurt,de  Bundesliga,28-237,1996.0,19.7,1,9,3,33.3,0.46,0.15,0.11,0.33,15.6,1,0,0,0.9,0.9,0.1,0.1,0.1
1315,Hervé Koffi,BFA,GK,Lens,fr  Ligue 1,28-146,1996.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1316,Magnus Kofod Andersen,DEN,MF,Venezia,it  Serie A,25-305,1999.0,7.7,1,8,2,25.0,1.04,0.26,0.13,0.5,25.0,0,0,0,0.3,0.3,0.03,0.7,0.7
1317,Derrick Köhn,GER,"DF,FW",Werder Bremen,de  Bundesliga,26-035,1999.0,14.4,2,13,4,30.8,0.9,0.28,0.15,0.5,15.7,0,0,0,0.7,0.7,0.06,1.3,1.3
1318,Philipp Köhn,SUI,GK,Monaco,fr  Ligue 1,26-343,1998.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
1319,Dominik Kohr,GER,"DF,MF",Mainz 05,de  Bundesliga,31-039,1994.0,22.2,1,12,4,33.3,0.54,0.18,0.08,0.25,20.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2
1320,Koka,EGY,FW,Le Havre,fr  Ligue 1,32-006,1993.0,5.6,2,13,5,38.5,2.32,0.89,0.08,0.2,12.8,0,1,1,4.0,3.3,0.25,-2.0,-2.3
1321,Koke,ESP,MF,Atlético Madrid,es  La Liga,33-062,1992.0,15.9,1,9,4,44.4,0.57,0.25,0.11,0.25,20.5,0,0,0,1.0,1.0,0.12,0.0,0.0
1322,Sead Kolašinac,BIH,DF,Atalanta,it  Serie A,31-264,1993.0,17.7,0,9,2,22.2,0.51,0.11,0.0,0.0,13.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8
