,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1254,Justin-Noël Kalumba,FRA,"FW,MF",Angers,fr  Ligue 1,20-076,2004.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1255,Daichi Kamada,JPN,MF,Crystal Palace,eng  Premier League,28-218,1996.0,11.0,35,3.19,29,3,0,1,0,2,2,0.18,1,1,0,0,0,0
1256,Waren Kamanzi,NOR,"DF,MF",Toulouse,fr  Ligue 1,24-120,2000.0,8.8,16,1.82,13,0,1,0,2,0,1,0.11,1,0,0,0,0,0
1257,Boubacar Kamara,FRA,MF,Aston Villa,eng  Premier League,25-108,1999.0,12.0,16,1.33,12,1,1,0,0,2,2,0.17,2,0,0,0,0,0
1258,Glen Kamara,FIN,MF,Rennes,fr  Ligue 1,29-134,1995.0,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0
1259,Hassane Kamara,CIV,DF,Udinese,it  Serie A,31-006,1994.0,15.4,36,2.33,27,2,1,2,1,3,5,0.32,3,0,0,0,1,1
1260,Willy Kambwala,FRA,DF,Villarreal,es  La Liga,20-198,2004.0,7.5,3,0.4,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1261,Jakub Kamiński,POL,"DF,MF",Wolfsburg,de  Bundesliga,22-279,2002.0,8.4,28,3.35,17,6,2,2,1,0,4,0.48,1,1,0,1,1,0
1262,Kevin Kampl,SVN,MF,RB Leipzig,de  Bundesliga,34-153,1990.0,15.3,42,2.75,37,4,1,0,0,0,5,0.33,5,0,0,0,0,0
1263,Nordine Kandil,FRA,MF,Strasbourg,fr  Ligue 1,23-131,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1264,Harry Kane,ENG,FW,Bayern Munich,de  Bundesliga,31-226,1993.0,19.6,65,3.32,40,1,7,12,5,0,16,0.82,8,0,2,3,3,0
1265,Lee Kang-in,KOR,"FW,MF",Paris S-G,fr  Ligue 1,24-020,2001.0,15.4,85,5.54,60,19,3,3,0,0,5,0.33,4,1,0,0,0,0
1266,Yann Karamoh,FRA,"MF,FW",Torino,it  Serie A,26-246,1998.0,10.2,23,2.25,15,1,3,4,0,0,2,0.2,1,0,0,1,0,0
1267,Atakan Karazor,nan,MF,Stuttgart,de  Bundesliga,28-149,1996.0,20.2,25,1.24,20,1,0,1,1,2,4,0.2,2,0,0,1,0,1
1268,Jesper Karlsson,SWE,FW,Bologna,it  Serie A,26-229,1998.0,3.3,9,2.72,9,0,0,0,0,0,1,0.3,1,0,0,0,0,0
1269,Jesper Karlsson,SWE,FW,Lecce,it  Serie A,26-229,1998.0,2.5,8,3.24,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
1270,Jesper Karlström,SWE,MF,Udinese,it  Serie A,29-263,1995.0,25.6,37,1.44,34,1,0,0,1,1,2,0.08,2,0,0,0,0,0
1271,Lior Kasa,ISR,"MF,FW",Genoa,it  Serie A,19-165,2005.0,1.7,5,2.92,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
1272,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,it  Serie A,27-040,1998.0,8.3,20,2.42,11,6,0,2,1,0,2,0.24,1,1,0,0,0,0
1273,Mikkel Kaufmann,DEN,FW,Heidenheim,de  Bundesliga,24-067,2001.0,4.1,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0
1274,Michael Kayode,ITA,DF,Brentford,eng  Premier League,20-244,2004.0,0.4,3,8.18,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
1275,Michael Kayode,ITA,"DF,FW",Fiorentina,it  Serie A,20-244,2004.0,1.4,4,2.83,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
1276,Moise Kean,ITA,FW,Fiorentina,it  Serie A,25-011,2000.0,23.1,43,1.86,22,0,12,6,2,1,4,0.17,2,0,1,1,0,0
1277,Michael Keane,ENG,DF,Everton,eng  Premier League,32-059,1993.0,9.0,6,0.66,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1278,Yassine Kechta,MAR,"MF,FW",Le Havre,fr  Ligue 1,23-014,2002.0,16.0,33,2.06,19,0,1,2,8,3,2,0.12,1,0,0,0,1,0
1279,Thilo Kehrer,GER,DF,Monaco,fr  Ligue 1,28-171,1996.0,21.0,22,1.05,19,1,0,2,0,0,3,0.14,2,0,0,1,0,0
1280,Abdoulaye Keita,ESP,"FW,MF",Getafe,es  La Liga,22-191,2002.0,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1281,Mandela Keita,BEL,MF,Parma,it  Serie A,22-305,2002.0,11.2,24,2.14,21,0,2,0,1,0,1,0.09,1,0,0,0,0,0
1282,Yannik Keitel,GER,MF,Stuttgart,de  Bundesliga,25-024,2000.0,1.7,2,1.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1283,Andu Kelati,GER,"MF,DF",Holstein Kiel,de  Bundesliga,22-210,2002.0,3.2,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0
1284,Caoimhín Kelleher,IRL,GK,Liverpool,eng  Premier League,26-108,1998.0,8.0,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0
1285,Thomas Keller,GER,"DF,MF",Heidenheim,de  Bundesliga,25-218,1999.0,1.3,1,0.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1286,Lloyd Kelly,ENG,DF,Newcastle Utd,eng  Premier League,26-156,1998.0,3.4,2,0.59,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0
1287,Lloyd Kelly,ENG,DF,Juventus,it  Serie A,26-156,1998.0,3.5,1,0.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1288,Aljoscha Kemlein,GER,MF,Union Berlin,de  Bundesliga,20-221,2004.0,10.2,21,2.05,18,2,0,0,0,1,2,0.2,1,0,0,0,0,1
1289,Marc-Oliver Kempf,GER,DF,Como,it  Serie A,30-042,1995.0,20.6,29,1.41,25,0,0,4,0,0,1,0.05,1,0,0,0,0,0
1290,Kenedy,BRA,"MF,FW",Valladolid,es  La Liga,29-031,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1291,Luca Kerber,GER,MF,Heidenheim,de  Bundesliga,23-001,2002.0,7.3,5,0.68,3,0,0,1,1,0,1,0.14,0,0,0,1,0,0
1292,Milos Kerkez,HUN,DF,Bournemouth,eng  Premier League,21-124,2003.0,27.2,60,2.21,51,3,1,1,1,3,9,0.33,7,0,1,0,0,1
1293,Reda Khadra,GER,"MF,FW",Reims,fr  Ligue 1,23-250,2001.0,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1294,Bilal El Khannouss,MAR,MF,Leicester City,eng  Premier League,20-305,2004.0,16.0,43,2.7,35,3,3,2,0,0,2,0.13,2,0,0,0,0,0
1295,Wahbi Khazri,TUN,"FW,MF",Montpellier,fr  Ligue 1,34-031,1991.0,11.0,34,3.1,23,5,1,1,3,1,2,0.18,1,0,1,0,0,0
1296,Rani Khedira,GER,MF,Union Berlin,de  Bundesliga,31-043,1994.0,21.3,26,1.22,24,0,0,1,0,1,1,0.05,1,0,0,0,0,0
1297,Abdukodir Khusanov,UZB,DF,Manchester City,eng  Premier League,21-010,2004.0,4.6,5,1.09,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1298,Abdukodir Khusanov,UZB,DF,Lens,fr  Ligue 1,21-010,2004.0,10.8,11,1.02,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
1299,Kialonda,ANG,DF,Lecce,it  Serie A,27-165,1997.0,15.0,9,0.6,7,0,0,2,0,0,1,0.07,1,0,0,0,0,0
1300,Kiké,ESP,FW,Alavés,es  La Liga,35-106,1989.0,19.7,28,1.42,22,0,0,1,5,0,4,0.2,3,0,0,0,1,0
1301,Max Kilman,ENG,DF,West Ham,eng  Premier League,27-292,1997.0,27.2,19,0.7,17,0,2,0,0,0,3,0.11,2,0,1,0,0,0
1302,Joshua Kimmich,GER,MF,Bayern Munich,de  Bundesliga,30-031,1995.0,22.6,114,5.04,83,27,1,3,0,0,15,0.66,11,2,1,1,0,0
1303,Joshua King,ENG,"MF,FW",Fulham,eng  Premier League,18-067,2007.0,0.9,4,4.5,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
1304,Joshua King,NOR,"FW,MF",Toulouse,fr  Ligue 1,33-055,1992.0,13.1,21,1.61,14,0,2,2,1,2,4,0.31,3,0,0,0,1,0
1305,Antonín Kinský,CZE,GK,Tottenham,eng  Premier League,21-363,2003.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1306,Cédric Kipré,CIV,DF,Reims,fr  Ligue 1,28-092,1996.0,16.8,20,1.19,16,1,1,1,0,1,2,0.12,2,0,0,0,0,0
1307,Jakub Kiwior,POL,DF,Arsenal,eng  Premier League,25-024,2000.0,3.6,1,0.28,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1308,Tim Kleindienst,GER,FW,Gladbach,de  Bundesliga,29-192,1995.0,23.5,54,2.3,38,1,1,8,3,3,11,0.47,7,1,0,1,1,1
1309,Lukas Klostermann,GER,DF,RB Leipzig,de  Bundesliga,28-281,1996.0,14.0,12,0.86,10,1,0,1,0,0,2,0.14,2,0,0,0,0,0
1310,Justin Kluivert,NED,"MF,FW",Bournemouth,eng  Premier League,25-310,1999.0,20.6,82,3.97,58,8,6,5,4,1,11,0.53,10,0,0,0,1,0
1311,Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,de  Bundesliga,23-060,2002.0,13.0,43,3.31,29,0,6,3,3,2,7,0.54,4,0,1,1,0,1
1312,Magnus Knudsen,NOR,MF,Holstein Kiel,de  Bundesliga,23-269,2001.0,15.7,24,1.53,19,0,1,2,2,0,4,0.25,4,0,0,0,0,0
1313,Gregor Kobel,SUI,GK,Dortmund,de  Bundesliga,27-095,1997.0,23.0,3,0.13,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1314,Robin Koch,GER,DF,Eint Frankfurt,de  Bundesliga,28-237,1996.0,19.7,13,0.66,11,0,0,2,0,0,3,0.15,3,0,0,0,0,0
1315,Hervé Koffi,BFA,GK,Lens,fr  Ligue 1,28-146,1996.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1316,Magnus Kofod Andersen,DEN,MF,Venezia,it  Serie A,25-305,1999.0,7.7,20,2.59,13,5,0,1,1,0,3,0.39,1,1,0,1,0,0
1317,Derrick Köhn,GER,"DF,FW",Werder Bremen,de  Bundesliga,26-035,1999.0,14.4,36,2.5,30,1,2,1,2,0,3,0.21,3,0,0,0,0,0
1318,Philipp Köhn,SUI,GK,Monaco,fr  Ligue 1,26-343,1998.0,10.0,2,0.2,2,0,0,0,0,0,1,0.1,1,0,0,0,0,0
1319,Dominik Kohr,GER,"DF,MF",Mainz 05,de  Bundesliga,31-039,1994.0,22.2,28,1.26,25,0,1,2,0,0,2,0.09,1,0,0,1,0,0
1320,Koka,EGY,FW,Le Havre,fr  Ligue 1,32-006,1993.0,5.6,4,0.71,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1321,Koke,ESP,MF,Atlético Madrid,es  La Liga,33-062,1992.0,15.9,37,2.33,36,0,0,0,0,1,4,0.25,4,0,0,0,0,0
1322,Sead Kolašinac,BIH,DF,Atalanta,it  Serie A,31-264,1993.0,17.7,29,1.64,25,0,0,3,1,0,4,0.23,3,0,0,1,0,0
1323,Randal Kolo Muani,FRA,FW,Juventus,it  Serie A,26-096,1998.0,5.9,16,2.69,13,0,3,0,0,0,3,0.5,1,0,2,0,0,0
1324,Randal Kolo Muani,FRA,FW,Paris S-G,fr  Ligue 1,26-096,1998.0,4.0,13,3.27,7,0,1,3,1,1,3,0.75,1,0,0,1,1,0
1325,Marco Komenda,CRO,DF,Holstein Kiel,de  Bundesliga,28-105,1996.0,10.8,17,1.58,16,0,1,0,0,0,1,0.09,1,0,0,0,0,0
1326,Mert Kömür,GER,MF,Augsburg,de  Bundesliga,19-237,2005.0,3.9,16,4.1,8,3,2,2,1,0,1,0.26,0,1,0,0,0,0
1327,Ibrahima Konaté,FRA,DF,Liverpool,eng  Premier League,25-290,1999.0,21.0,23,1.09,21,0,0,2,0,0,5,0.24,5,0,0,0,0,0
1328,Ismael Konate,CIV,"FW,MF",Empoli,it  Serie A,18-347,2006.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1329,Geoffrey Kondogbia,CTA,"DF,MF",Marseille,fr  Ligue 1,32-024,1993.0,15.6,17,1.09,13,0,1,2,0,1,0,0.0,0,0,0,0,0,0
1330,Abdoul Koné,FRA,DF,Reims,fr  Ligue 1,19-323,2005.0,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1331,Amadou Koné,MLI,MF,Reims,fr  Ligue 1,19-301,2005.0,7.4,14,1.89,10,0,1,1,1,1,1,0.13,0,0,0,1,0,0
1332,Ismaël Koné,CAN,"MF,FW",Marseille,fr  Ligue 1,22-278,2002.0,4.0,6,1.5,3,1,0,1,1,0,0,0.0,0,0,0,0,0,0
1333,Ismaël Koné,CAN,MF,Rennes,fr  Ligue 1,22-278,2002.0,2.3,5,2.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1334,Manu Koné,FRA,MF,Roma,it  Serie A,23-298,2001.0,19.2,48,2.5,30,1,5,5,5,2,5,0.26,3,0,1,0,0,1
1335,Ezri Konsa,ENG,DF,Aston Villa,eng  Premier League,27-139,1997.0,24.1,18,0.75,14,2,1,1,0,0,3,0.12,3,0,0,0,0,0
1336,Teun Koopmeiners,NED,"MF,FW",Juventus,it  Serie A,27-011,1998.0,19.5,55,2.83,33,15,2,2,2,1,3,0.15,2,1,0,0,0,0
1337,Odilon Kossounou,CIV,DF,Atalanta,it  Serie A,24-066,2001.0,8.0,5,0.62,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
1338,Christian Kouamé,CIV,"FW,MF",Fiorentina,it  Serie A,27-095,1997.0,6.9,22,3.19,18,0,2,1,1,0,0,0.0,0,0,0,0,0,0
1339,Christian Kouamé,CIV,"FW,MF",Empoli,it  Serie A,27-095,1997.0,2.9,10,3.49,6,0,2,0,1,1,0,0.0,0,0,0,0,0,0
1340,Henri Koudossou,GER,DF,Augsburg,de  Bundesliga,25-189,1999.0,6.7,12,1.79,9,0,1,1,0,1,2,0.3,2,0,0,0,0,0
1341,Konstantinos Koulierakis,GRE,DF,Wolfsburg,de  Bundesliga,21-103,2003.0,21.1,27,1.28,21,1,0,4,0,1,3,0.14,2,0,0,1,0,0
1342,Emmanuel Koum Mbondo,FRA,DF,Marseille,fr  Ligue 1,19-034,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1343,Jules Koundé,FRA,DF,Barcelona,es  La Liga,26-119,1998.0,23.0,41,1.78,38,0,1,2,0,0,5,0.22,4,0,0,1,0,0
1344,Boubakar Kouyaté,MLI,DF,Montpellier,fr  Ligue 1,27-330,1997.0,6.4,3,0.47,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1345,Mateo Kovačić,CRO,MF,Manchester City,eng  Premier League,30-309,1994.0,18.7,53,2.84,43,0,3,4,2,1,5,0.27,3,0,1,1,0,0
1346,Viktor Kovalenko,UKR,"MF,DF",Empoli,it  Serie A,29-025,1996.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1347,Matej Kovar,CZE,GK,Leverkusen,de  Bundesliga,24-298,2000.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1348,Mateusz Kowalski,POL,MF,Parma,it  Serie A,19-233,2005.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1349,Goduine Koyalipou,CTA,FW,Lens,fr  Ligue 1,25-024,2000.0,4.3,9,2.07,4,0,2,3,0,0,0,0.0,0,0,0,0,0,0
1350,Caleb Kporha,ENG,DF,Crystal Palace,eng  Premier League,18-239,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1351,Emil Krafth,SWE,DF,Newcastle Utd,eng  Premier League,30-221,1994.0,2.7,3,1.12,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1352,Alex Král,CZE,MF,Espanyol,es  La Liga,26-296,1998.0,25.4,39,1.54,29,1,2,2,3,2,1,0.04,1,0,0,0,0,0
1353,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,de  Bundesliga,33-265,1991.0,21.9,72,3.28,57,10,1,3,1,0,10,0.46,8,0,0,1,1,0
1354,Frans Krätzig,GER,"MF,FW",Heidenheim,de  Bundesliga,22-056,2003.0,6.0,17,2.85,12,3,2,0,0,0,1,0.17,1,0,0,0,0,0
1355,Frans Krätzig,GER,DF,Stuttgart,de  Bundesliga,22-056,2003.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1356,Tom Krauß,GER,MF,Bochum,de  Bundesliga,23-262,2001.0,5.1,21,4.14,16,0,1,0,3,1,1,0.2,0,0,0,0,0,1
1357,Ladislav Krejčí,CZE,DF,Girona,es  La Liga,25-325,1999.0,17.1,19,1.11,16,1,0,1,1,0,4,0.23,2,0,0,1,1,0
1358,Rasmus Kristensen,DEN,DF,Eint Frankfurt,de  Bundesliga,27-243,1997.0,20.9,46,2.2,37,3,2,3,1,0,6,0.29,4,0,1,1,0,0
1359,Thomas Kristensen,DEN,DF,Udinese,it  Serie A,23-053,2002.0,13.0,12,0.92,11,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1360,Nikola Krstović,MNE,FW,Lecce,it  Serie A,24-340,2000.0,25.9,68,2.63,44,1,7,11,3,2,4,0.15,4,0,0,0,0,0
1361,Lukas Kübler,GER,DF,Freiburg,de  Bundesliga,32-193,1992.0,16.6,18,1.09,15,1,0,2,0,0,3,0.18,2,0,0,1,0,0
1362,Takefusa Kubo,JPN,"MF,FW",Real Sociedad,es  La Liga,23-280,2001.0,17.3,78,4.5,53,5,11,1,5,3,7,0.4,2,0,5,0,0,0
1363,Mohammed Kudus,GHA,"MF,FW",West Ham,eng  Premier League,24-221,2000.0,21.2,79,3.73,55,1,12,8,1,2,3,0.14,2,0,0,1,0,0
1364,Dejan Kulusevski,SWE,"MF,FW",Tottenham,eng  Premier League,24-320,2000.0,23.9,122,5.1,90,12,15,2,3,0,9,0.38,7,1,1,0,0,0
1365,Sael Kumbedi,FRA,DF,Lyon,fr  Ligue 1,19-350,2005.0,8.8,11,1.25,9,0,0,1,1,0,2,0.23,2,0,0,0,0,0
1366,Marash Kumbulla,ALB,DF,Espanyol,es  La Liga,25-031,2000.0,22.2,11,0.49,9,0,0,1,1,0,1,0.04,1,0,0,0,0,0
1367,Daler Kuzyaev,RUS,MF,Le Havre,fr  Ligue 1,32-055,1993.0,6.3,4,0.63,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0
1368,Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,it  Serie A,24-027,2001.0,13.1,57,4.35,40,10,2,2,3,0,6,0.46,5,0,1,0,0,0
1369,Khvicha Kvaratskhelia,GEO,FW,Paris S-G,fr  Ligue 1,24-027,2001.0,4.6,33,7.14,21,1,6,2,2,1,5,1.08,3,0,1,1,0,0
1370,Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,de  Bundesliga,26-317,1998.0,1.9,9,4.68,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
1371,Giorgos Kyriakopoulos,GRE,DF,Monza,it  Serie A,29-034,1996.0,23.6,54,2.29,31,13,3,2,5,0,5,0.21,3,1,1,0,0,0
1372,Luca de la Torre,USA,MF,Celta Vigo,es  La Liga,26-292,1998.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1373,Rémy Labeau Lascary,GLP,"FW,MF",Lens,fr  Ligue 1,22-008,2003.0,7.1,20,2.83,10,0,7,2,1,0,5,0.71,2,0,3,0,0,0
1374,Gaëtan Laborde,FRA,FW,Nice,fr  Ligue 1,30-312,1994.0,13.2,43,3.27,32,0,3,6,2,0,5,0.38,4,0,0,0,1,0
1375,Nediljko Labrović,CRO,GK,Augsburg,de  Bundesliga,25-152,1999.0,15.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1376,Alexandre Lacazette,FRA,FW,Lyon,fr  Ligue 1,33-287,1991.0,16.2,45,2.77,35,0,3,4,3,0,4,0.25,2,0,0,2,0,0
1377,Younes Lachaab,FRA,"MF,FW",Lille,fr  Ligue 1,20-064,2005.0,0.1,2,20.0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
1378,Maxence Lacroix,FRA,DF,Crystal Palace,eng  Premier League,24-339,2000.0,24.9,23,0.92,18,1,0,4,0,0,4,0.16,2,1,0,1,0,0
1379,Alban Lafont,FRA,GK,Nantes,fr  Ligue 1,26-047,1999.0,12.0,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1380,Yoel Lago,ESP,DF,Celta Vigo,es  La Liga,20-351,2004.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1381,Konrad Laimer,AUT,DF,Bayern Munich,de  Bundesliga,27-288,1997.0,11.7,32,2.73,31,0,0,0,0,1,3,0.26,3,0,0,0,0,0
1382,Stefan Lainer,AUT,DF,Gladbach,de  Bundesliga,32-196,1992.0,6.1,12,1.97,12,0,0,0,0,0,1,0.16,1,0,0,0,0,0
1383,Kenny Lala,MAD,DF,Brest,fr  Ligue 1,33-159,1991.0,21.8,56,2.56,40,11,1,3,0,1,4,0.18,2,0,0,2,0,0
1384,Adam Lallana,ENG,MF,Southampton,eng  Premier League,36-305,1988.0,4.0,9,2.24,8,0,0,0,1,0,2,0.5,2,0,0,0,0,0
1385,Mathis Lambourde,FRA,"FW,MF",Hellas Verona,it  Serie A,19-061,2006.0,0.6,2,3.1,1,0,1,0,0,0,1,1.55,0,0,1,0,0,0
1386,Mohamed Lamine Bayo,GUI,FW,Lille,fr  Ligue 1,26-280,1998.0,3.4,12,3.51,7,0,1,3,0,1,2,0.58,0,0,0,1,0,1
1387,Tariq Lamptey,GHA,DF,Brighton,eng  Premier League,24-162,2000.0,8.5,15,1.76,12,1,0,0,1,1,3,0.35,2,0,0,0,0,1
1388,Will Lankshear,ENG,"FW,MF",Tottenham,eng  Premier League,19-325,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1389,Gianluca Lapadula,PER,"FW,MF",Cagliari,it  Serie A,35-032,1990.0,3.4,13,3.77,5,0,1,7,0,0,0,0.0,0,0,0,0,0,0
1390,Cyle Larin,CAN,FW,Mallorca,es  La Liga,29-328,1995.0,13.8,15,1.08,9,0,0,3,3,0,3,0.22,1,0,0,1,1,0
1391,Gautier Larsonneur,FRA,GK,Saint-Étienne,fr  Ligue 1,28-016,1997.0,25.0,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0
1392,Hugo Larsson,SWE,MF,Eint Frankfurt,de  Bundesliga,20-257,2004.0,19.2,43,2.24,37,0,0,4,1,1,1,0.05,0,0,0,1,0,0
1393,Juanmi Latasa,ESP,FW,Valladolid,es  La Liga,23-353,2001.0,8.1,14,1.72,11,0,0,2,1,0,0,0.0,0,0,0,0,0,0
1394,Toni Lato,ESP,DF,Mallorca,es  La Liga,27-110,1997.0,4.0,12,3.02,10,1,0,0,0,1,1,0.25,1,0,0,0,0,0
1395,Roméo Lavia,BEL,MF,Chelsea,eng  Premier League,21-064,2004.0,5.9,11,1.86,11,0,0,0,0,0,2,0.34,2,0,0,0,0,0
1396,Valentino Lazaro,AUT,"DF,FW",Torino,it  Serie A,28-352,1996.0,21.4,41,1.92,26,12,1,2,0,0,8,0.37,5,3,0,0,0,0
1397,Darko Lazović,SRB,"DF,FW",Hellas Verona,it  Serie A,34-177,1990.0,15.5,23,1.49,17,4,0,1,1,0,4,0.26,1,1,0,1,1,0
1398,Manuel Lazzari,ITA,DF,Lazio,it  Serie A,31-102,1993.0,12.8,29,2.26,25,0,2,0,1,1,2,0.16,2,0,0,0,0,0
1399,Julien Le Cardinal,FRA,DF,Brest,fr  Ligue 1,27-220,1997.0,11.8,12,1.02,9,1,0,0,1,1,2,0.17,1,0,0,0,0,1
1400,Jérémy Le Douaron,FRA,FW,Brest,fr  Ligue 1,26-324,1998.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1401,Enzo Le Fée,FRA,MF,Roma,it  Serie A,25-036,2000.0,3.5,9,2.55,7,1,1,0,0,0,0,0.0,0,0,0,0,0,0
1402,Robin Le Normand,ESP,DF,Atlético Madrid,es  La Liga,28-120,1996.0,15.3,7,0.46,4,0,0,3,0,0,1,0.07,0,0,0,1,0,0
1403,Nicola Leali,ITA,GK,Genoa,it  Serie A,32-022,1993.0,21.0,2,0.1,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1404,Rafael Leão,POR,FW,Milan,it  Serie A,25-274,1999.0,19.9,95,4.78,63,1,15,10,5,1,13,0.65,7,0,3,1,2,0
1405,Benjamin Lecomte,FRA,GK,Montpellier,fr  Ligue 1,33-319,1991.0,22.0,8,0.36,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1406,Pierre Lees-Melou,FRA,MF,Brest,fr  Ligue 1,31-290,1993.0,9.1,30,3.3,25,1,0,3,1,0,3,0.33,2,0,0,1,0,0
1407,Jordan Lefort,FRA,DF,Angers,fr  Ligue 1,31-214,1993.0,25.0,23,0.92,21,0,0,0,1,1,1,0.04,1,0,0,0,0,0
1408,Diogo Leite,POR,DF,Union Berlin,de  Bundesliga,26-047,1999.0,22.6,27,1.2,21,2,1,1,2,0,0,0.0,0,0,0,0,0,0
1409,Maxim Leitsch,GER,DF,Mainz 05,de  Bundesliga,26-297,1998.0,7.5,7,0.93,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1410,Florian Lejeune,FRA,DF,Rayo Vallecano,es  La Liga,33-295,1991.0,26.9,28,1.04,21,0,1,6,0,0,3,0.11,2,0,0,1,0,0
1411,Stefan Lekovic,SRB,DF,Monza,it  Serie A,21-061,2004.0,3.5,5,1.45,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
1412,Iñigo Lekue,ESP,DF,Athletic Club,es  La Liga,31-311,1993.0,5.3,10,1.87,7,1,0,1,0,1,1,0.19,0,0,0,1,0,0
1413,Nunzio Lella,ITA,MF,Venezia,it  Serie A,24-226,2000.0,0.1,1,15.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
1414,Thomas Lemar,FRA,MF,Atlético Madrid,es  La Liga,29-119,1995.0,0.4,2,5.63,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1415,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,fr  Ligue 1,21-216,2003.0,12.5,31,2.49,28,0,3,0,0,0,4,0.32,4,0,0,0,0,0
1416,Mario Lemina,GAB,"MF,DF",Wolves,eng  Premier League,31-191,1993.0,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0
1417,Clément Lenglet,FRA,DF,Atlético Madrid,es  La Liga,29-267,1995.0,14.3,11,0.77,10,0,1,0,0,0,2,0.14,2,0,0,0,0,0
1418,Bernd Leno,GER,GK,Fulham,eng  Premier League,33-007,1992.0,28.0,4,0.14,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0
