,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1516,Lovro Majer,CRO,MF,Wolfsburg,de  Bundesliga,27-053,1998.0,1.6,45,41,3,0,0,1,2,1,2,2,0,0,30,1,1
1517,Jordy Makengo,FRA,DF,Freiburg,de  Bundesliga,23-220,2001.0,2.3,112,90,22,1,0,0,7,21,0,0,0,0,95,0,2
1518,Antoine Makoumbou,CGO,MF,Cagliari,it  Serie A,26-236,1998.0,18.4,905,874,28,27,2,2,6,1,0,0,0,0,806,3,7
1519,Nikola Maksimović,SRB,DF,Montpellier,fr  Ligue 1,33-106,1991.0,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2
1520,Tyrell Malacia,NED,DF,Manchester Utd,eng  Premier League,25-206,1999.0,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2
1521,Jarzinho Malanga,GER,DF,Stuttgart,de  Bundesliga,18-244,2006.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1522,Julián Malatini,ARG,DF,Werder Bremen,de  Bundesliga,23-284,2001.0,5.0,302,296,6,4,1,0,3,2,0,0,0,0,261,0,4
1523,Daniel Maldini,ITA,"MF,FW",Monza,it  Serie A,23-151,2001.0,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14
1524,Daniel Maldini,ITA,"FW,MF",Atalanta,it  Serie A,23-151,2001.0,0.3,12,12,0,0,0,1,0,0,0,0,0,0,11,0,0
1525,Youssef Maleh,MAR,MF,Empoli,it  Serie A,26-201,1998.0,16.8,560,542,13,8,1,1,16,4,0,0,0,0,398,5,12
1526,Donyell Malen,NED,FW,Aston Villa,eng  Premier League,26-061,1999.0,1.9,42,37,4,0,0,0,3,1,0,0,0,0,30,1,2
1527,Donyell Malen,NED,"FW,MF",Dortmund,de  Bundesliga,26-061,1999.0,6.8,190,180,9,3,1,3,13,5,1,0,0,0,136,1,10
1528,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,it  Serie A,31-311,1993.0,2.7,122,118,4,3,0,1,0,1,0,0,0,0,107,0,2
1529,Lennard Maloney,USA,MF,Heidenheim,de  Bundesliga,25-154,1999.0,8.4,271,267,3,3,0,2,1,0,0,0,0,0,194,1,6
1530,Lennard Maloney,USA,MF,Mainz 05,de  Bundesliga,25-154,1999.0,0.3,13,13,0,0,1,0,0,0,0,0,0,0,8,0,0
1531,Aaron Malouda,FRA,FW,Lille,fr  Ligue 1,19-101,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,Giorgi Mamardashvili,GEO,GK,Valencia,es  La Liga,24-163,2000.0,23.0,705,479,224,74,0,1,0,0,0,0,0,0,474,2,1
1533,Dennis Man,ROU,"FW,MF",Parma,it  Serie A,26-197,1998.0,19.5,701,649,51,7,3,3,30,12,28,5,1,0,554,1,25
1534,Hianga Mananga Mbock,FRA,MF,Brest,fr  Ligue 1,25-073,1999.0,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
1535,Gianluca Mancini,ITA,DF,Roma,it  Serie A,28-328,1996.0,24.9,1469,1385,82,63,1,2,29,18,0,0,0,0,1256,2,16
1536,Steve Mandanda,FRA,GK,Rennes,fr  Ligue 1,39-348,1985.0,16.5,498,387,111,38,0,0,0,0,0,0,0,0,352,0,0
1537,Christos Mandas,GRE,GK,Lazio,it  Serie A,23-175,2001.0,1.0,44,37,7,0,0,0,0,0,0,0,0,0,35,0,0
1538,Reinildo Mandava,MOZ,DF,Atlético Madrid,es  La Liga,31-049,1994.0,9.3,568,483,85,11,0,1,7,74,0,0,0,0,477,0,7
1539,Aïssa Mandi,ALG,DF,Lille,fr  Ligue 1,33-140,1991.0,14.1,897,797,99,24,0,15,7,70,0,0,0,0,799,1,5
1540,Rolando Mandragora,ITA,MF,Fiorentina,it  Serie A,27-255,1997.0,11.8,529,472,53,39,0,5,15,2,10,2,4,0,418,4,6
1541,Orel Mangala,BEL,MF,Everton,eng  Premier League,26-358,1998.0,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10
1542,Orel Mangala,BEL,MF,Lyon,fr  Ligue 1,26-358,1998.0,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
1543,Ryan Manning,IRL,DF,Southampton,eng  Premier League,28-270,1996.0,9.8,444,349,89,24,1,2,42,48,17,14,0,0,358,6,12
1544,Javier Manquillo,ESP,DF,Celta Vigo,es  La Liga,30-310,1994.0,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5
1545,Johan Manzambi,SUI,"MF,FW",Freiburg,de  Bundesliga,19-148,2005.0,0.4,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0
1546,Alberto Manzoni,ITA,MF,Atalanta,it  Serie A,19-259,2005.0,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
1547,Sekou Mara,FRA,"FW,MF",Strasbourg,fr  Ligue 1,22-224,2002.0,7.1,157,148,9,0,2,1,2,1,0,0,0,0,111,0,8
1548,Alessandro Marcandalli,ITA,DF,Genoa,it  Serie A,22-167,2002.0,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1
1549,Alessandro Marcandalli,ITA,DF,Venezia,it  Serie A,22-167,2002.0,1.3,54,50,4,1,0,0,0,3,0,0,0,0,41,0,1
1550,Marcão,BRA,DF,Sevilla,es  La Liga,28-279,1996.0,5.1,261,242,18,10,0,0,0,0,0,0,0,0,230,1,4
1551,Solly March,ENG,"MF,FW",Brighton,eng  Premier League,30-234,1994.0,0.5,20,17,3,0,0,0,3,1,2,2,0,0,11,0,0
1552,Filip Marchwiński,POL,MF,Lecce,it  Serie A,23-060,2002.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
1553,Óscar de Marcos,ESP,DF,Athletic Club,es  La Liga,35-331,1989.0,13.7,802,622,178,16,2,2,44,162,0,0,0,0,634,2,18
1554,Alberto Marí,ESP,FW,Valencia,es  La Liga,23-243,2001.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
1555,Pablo Marí,ESP,DF,Monza,it  Serie A,31-192,1993.0,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2
1556,Pablo Marí,ESP,DF,Fiorentina,it  Serie A,31-192,1993.0,2.2,125,121,2,1,0,0,0,0,0,0,0,0,113,2,0
1557,José María Giménez,URU,DF,Atlético Madrid,es  La Liga,30-050,1995.0,17.4,1013,949,63,42,1,18,0,5,0,0,0,0,925,1,3
1558,Luca Marianucci,ITA,DF,Empoli,it  Serie A,20-231,2004.0,4.4,190,170,18,10,0,2,0,0,0,0,0,0,155,2,2
1559,Mirko Marić,CRO,"FW,MF",Monza,it  Serie A,29-299,1995.0,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2
1560,Mirko Marić,CRO,FW,Venezia,it  Serie A,29-299,1995.0,3.1,79,74,4,1,0,0,2,1,0,0,0,0,58,1,0
1561,Arkaitz Mariezkurrena,ESP,"MF,FW",Real Sociedad,es  La Liga,19-340,2005.0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,1
1562,Rafa Marín,ESP,DF,Napoli,it  Serie A,22-296,2002.0,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
1563,Pablo Marín,ESP,MF,Real Sociedad,es  La Liga,21-251,2003.0,5.2,165,157,7,1,2,0,6,0,0,0,0,0,119,1,6
1564,Răzvan Marin,ROU,MF,Cagliari,it  Serie A,28-292,1996.0,12.5,608,530,76,38,4,3,59,3,35,3,30,0,469,2,12
1565,Guillermo Maripán,CHI,DF,Torino,it  Serie A,30-309,1994.0,16.0,839,814,22,19,2,4,1,2,0,0,0,0,728,3,3
1566,Mika Màrmol,ESP,DF,Las Palmas,es  La Liga,22-252,2002.0,17.2,968,841,126,18,0,5,33,103,0,0,0,0,756,1,17
1567,Omar Marmoush,EGY,"MF,FW",Manchester City,eng  Premier League,26-032,1999.0,4.3,128,106,22,4,1,0,21,1,13,8,3,0,97,0,2
1568,Omar Marmoush,EGY,FW,Eint Frankfurt,de  Bundesliga,26-032,1999.0,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10
1569,Mario Maroto,ESP,MF,Valladolid,es  La Liga,21-103,2003.0,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1
1570,Marquinhos,BRA,DF,Paris S-G,fr  Ligue 1,30-301,1994.0,15.6,1502,1470,30,18,3,10,2,10,0,0,0,0,1414,2,6
1571,Unai Marrero,ESP,GK,Real Sociedad,es  La Liga,23-153,2001.0,1.0,30,19,10,2,0,0,0,0,0,0,0,0,22,1,0
1572,Ange Martial Tia,MLI,MF,Reims,fr  Ligue 1,18-111,2006.0,0.0,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0
1573,Aarón Martín,ESP,DF,Genoa,it  Serie A,27-323,1997.0,26.2,1297,939,354,71,0,2,212,199,84,39,43,0,935,4,23
1574,Carlos Martín,ESP,"FW,MF",Alavés,es  La Liga,22-323,2002.0,11.0,291,285,6,2,3,0,19,4,0,0,0,0,190,0,19
1575,Gerard Martín,ESP,DF,Barcelona,es  La Liga,23-069,2002.0,5.8,376,323,52,6,1,1,13,46,0,0,0,0,317,1,11
1576,Iván Martín,ESP,MF,Girona,es  La Liga,26-025,1999.0,18.1,1173,1151,21,13,1,1,14,8,0,0,0,0,1062,1,16
1577,Jon Martin,ESP,DF,Real Sociedad,es  La Liga,19-069,2006.0,3.3,108,104,4,4,0,0,0,0,0,0,0,0,86,0,1
1578,Jonas Martin,FRA,MF,Brest,fr  Ligue 1,34-336,1990.0,5.1,275,264,9,6,0,1,3,3,0,0,0,0,241,2,6
1579,Mario Martín,ESP,MF,Valladolid,es  La Liga,21-006,2004.0,15.1,619,587,30,17,2,3,8,2,1,1,0,0,527,2,9
1580,Gabriel Martinelli,BRA,"FW,MF",Arsenal,eng  Premier League,23-266,2001.0,16.6,454,443,9,0,3,2,60,6,3,3,0,0,314,2,25
1581,Arnau Martinez,ESP,"DF,MF",Girona,es  La Liga,21-320,2003.0,20.8,1402,1200,197,36,4,3,46,160,1,0,1,0,1210,5,27
1582,Emiliano Martínez,ARG,GK,Aston Villa,eng  Premier League,32-190,1992.0,27.0,1027,826,194,65,0,2,0,0,0,0,0,0,831,7,0
1583,Iñigo Martínez,ESP,DF,Barcelona,es  La Liga,33-298,1991.0,19.8,1781,1686,93,78,1,29,1,4,0,0,0,0,1622,2,11
1584,Javi Martínez,ESP,MF,Osasuna,es  La Liga,25-079,1999.0,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
1585,Josep Martinez,ESP,GK,Inter,it  Serie A,26-288,1998.0,3.0,131,114,17,6,0,0,0,0,0,0,0,0,107,0,0
1586,Lautaro Martínez,ARG,FW,Inter,it  Serie A,27-201,1997.0,24.1,526,492,28,3,9,7,9,1,0,0,0,0,392,6,18
1587,Lisandro Martínez,ARG,DF,Manchester Utd,eng  Premier League,27-052,1998.0,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7
1588,Lucas Martínez Quarta,ARG,DF,Fiorentina,it  Serie A,28-305,1996.0,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1
1589,Ramón Martínez,ESP,DF,Sevilla,es  La Liga,22-140,2002.0,0.1,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
1590,Toni Martínez,ESP,FW,Alavés,es  La Liga,27-254,1997.0,8.6,182,170,9,0,2,2,6,0,0,0,0,0,109,3,1
1591,Kevin Martins,ITA,"MF,DF",Monza,it  Serie A,20-039,2005.0,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3
1592,Javi Martón,ESP,"FW,MF",Athletic Club,es  La Liga,25-309,1999.0,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
1593,Adam Marušić,MNE,DF,Lazio,it  Serie A,32-145,1992.0,18.3,907,756,151,21,0,2,36,130,0,0,0,0,775,0,11
1594,Marvin,ESP,"DF,FW",Las Palmas,es  La Liga,24-251,2000.0,6.3,283,232,51,11,0,0,27,40,0,0,0,0,210,0,10
1595,Omar Mascarell,EQG,MF,Mallorca,es  La Liga,32-037,1993.0,16.5,670,657,10,10,0,7,2,0,0,0,0,0,572,3,8
1596,Adam Masina,MAR,DF,Torino,it  Serie A,31-068,1994.0,16.1,970,921,47,18,1,7,13,23,0,0,0,0,817,2,3
1597,Patrizio Masini,ITA,MF,Genoa,it  Serie A,24-043,2001.0,7.6,284,278,6,5,1,0,15,1,0,0,0,0,216,0,12
1598,Giorgos Masouras,GRE,"FW,MF",Bochum,de  Bundesliga,31-069,1994.0,4.6,98,95,3,0,0,0,10,2,0,0,0,0,66,0,3
1599,Erhan Mašović,SRB,DF,Bochum,de  Bundesliga,26-109,1998.0,9.5,386,370,13,10,1,2,0,0,0,0,0,0,317,3,4
1600,Han-Noah Massengo,FRA,MF,Auxerre,fr  Ligue 1,23-247,2001.0,5.2,214,210,4,3,0,3,2,0,0,0,0,0,186,0,2
1601,Clinton Mata,ANG,DF,Lyon,fr  Ligue 1,32-124,1992.0,21.1,1251,1149,100,48,0,2,34,45,0,0,0,0,1097,2,10
1602,Jaime Mata,ESP,FW,Las Palmas,es  La Liga,36-138,1988.0,5.2,130,126,3,0,0,0,9,0,0,0,0,0,89,1,5
1603,Igor Matanovic,CRO,FW,Eint Frankfurt,de  Bundesliga,21-345,2003.0,3.4,74,68,6,0,1,0,0,0,0,0,0,0,56,0,3
1604,Pape Matar Sarr,SEN,MF,Tottenham,eng  Premier League,22-178,2002.0,15.5,836,819,15,5,0,3,9,9,0,0,0,0,731,2,17
1605,Eliot Matazo,BEL,MF,Monaco,fr  Ligue 1,23-024,2002.0,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0
1606,Jean-Philippe Mateta,FRA,FW,Crystal Palace,eng  Premier League,27-256,1997.0,23.7,369,364,5,0,7,0,22,0,0,0,0,0,240,0,13
1607,Nemanja Matić,SRB,MF,Lyon,fr  Ligue 1,36-222,1988.0,17.5,1074,1026,45,35,3,11,8,2,0,0,0,0,924,3,12
1608,Chrislain Matsima,FRA,DF,Augsburg,de  Bundesliga,22-300,2002.0,19.3,881,852,25,21,1,1,2,2,0,0,0,0,744,4,11
1609,Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,de  Bundesliga,19-308,2005.0,4.4,176,168,8,1,1,1,15,4,2,0,0,0,135,0,5
1610,Alan Matturro,URU,DF,Genoa,it  Serie A,20-151,2004.0,8.5,326,300,25,4,0,1,6,20,0,0,0,0,259,1,5
1611,Azor Matusiwa,NED,MF,Rennes,fr  Ligue 1,26-317,1998.0,16.7,832,803,26,23,2,6,1,3,0,0,0,0,725,3,10
1612,Neal Maupay,FRA,FW,Marseille,fr  Ligue 1,28-209,1996.0,10.2,266,237,29,4,1,0,1,3,0,0,0,0,221,0,8
1613,Maurides,BRA,FW,St. Pauli,de  Bundesliga,31-001,1994.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1614,Stephy Mavididi,ENG,FW,Leicester City,eng  Premier League,26-284,1998.0,15.4,525,504,16,2,6,0,60,8,6,3,2,0,396,5,18
1615,Konstantinos Mavropanos,GRE,DF,West Ham,eng  Premier League,27-090,1997.0,17.5,953,902,47,33,1,21,2,12,0,0,0,0,812,4,8
1616,Christian Mawissa,FRA,DF,Monaco,fr  Ligue 1,19-327,2005.0,11.5,567,537,30,7,0,0,3,20,0,0,0,0,480,0,10
1617,Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,de  Bundesliga,20-351,2004.0,2.4,64,59,4,1,0,0,5,0,0,0,0,0,33,1,7
1618,Borja Mayoral,ESP,FW,Getafe,es  La Liga,27-340,1997.0,5.7,127,112,13,1,0,2,6,1,0,0,0,0,92,2,3
1619,Senny Mayulu,FRA,MF,Paris S-G,fr  Ligue 1,18-298,2006.0,5.2,248,237,9,2,0,2,7,1,4,2,0,0,209,2,8
1620,Noussair Mazraoui,MAR,DF,Manchester Utd,eng  Premier League,27-117,1997.0,23.6,1347,1180,166,19,5,4,18,142,0,0,0,0,1144,1,30
1621,Luca Mazzitelli,ITA,MF,Como,it  Serie A,29-116,1995.0,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4
1622,Pasquale Mazzocchi,ITA,"DF,FW",Napoli,it  Serie A,29-227,1995.0,6.8,248,200,47,1,1,0,12,46,0,0,0,0,197,1,5
1623,Samuel Mbangula,BEL,FW,Juventus,it  Serie A,21-054,2004.0,7.8,267,261,5,1,0,0,17,4,0,0,0,0,228,1,3
1624,Ethan Mbappé,FRA,"MF,FW",Lille,fr  Ligue 1,18-072,2006.0,2.2,125,115,10,1,0,2,12,0,9,4,1,0,97,0,3
1625,Kylian Mbappé,FRA,FW,Real Madrid,es  La Liga,26-081,1998.0,23.9,828,782,42,1,5,13,25,5,4,0,0,0,688,4,22
1626,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,fr  Ligue 1,17-046,2008.0,1.0,35,34,0,0,0,0,1,0,0,0,0,0,30,1,0
1627,Bryan Mbeumo,CMR,FW,Brentford,eng  Premier League,25-216,1999.0,27.9,982,865,111,31,10,5,145,13,62,47,2,0,664,6,38
1628,James Mcatee,ENG,"MF,FW",Manchester City,eng  Premier League,22-144,2002.0,1.4,62,61,1,0,1,0,2,0,1,1,0,0,53,0,1
1629,Kasey McAteer,IRL,"FW,MF",Leicester City,eng  Premier League,23-109,2001.0,4.3,131,124,5,0,0,0,11,5,0,0,0,0,91,2,9
1630,Oliver McBurnie,SCO,FW,Las Palmas,es  La Liga,28-280,1996.0,11.8,280,255,25,1,0,0,1,2,0,0,0,0,196,0,4
1631,Alex McCarthy,ENG,GK,Southampton,eng  Premier League,35-098,1989.0,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1
1632,John McGinn,SCO,"MF,FW",Aston Villa,eng  Premier League,30-144,1994.0,19.7,700,654,45,23,6,1,46,3,12,6,3,0,582,1,11
1633,Scott McKenna,SCO,DF,Las Palmas,es  La Liga,28-119,1996.0,19.4,1008,972,34,22,0,4,1,2,0,0,0,0,869,2,5
1634,Weston McKennie,USA,"MF,DF",Juventus,it  Serie A,26-195,1998.0,17.3,744,695,46,3,4,3,11,42,0,0,0,0,622,3,11
1635,Mark McKenzie,USA,DF,Toulouse,fr  Ligue 1,26-014,1999.0,21.4,1028,937,91,25,0,5,0,57,0,0,0,0,872,0,6
1636,Dwight McNeil,ENG,"MF,FW",Everton,eng  Premier League,25-109,1999.0,12.7,514,422,88,28,7,5,91,4,39,26,5,4,377,4,15
1637,Scott McTominay,SCO,MF,Manchester Utd,eng  Premier League,28-093,1996.0,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
1638,Scott McTominay,SCO,MF,Napoli,it  Serie A,28-093,1996.0,23.9,675,669,5,2,7,7,5,2,0,0,0,0,571,1,13
1639,Jakov Medić,CRO,DF,Bochum,de  Bundesliga,26-185,1998.0,13.9,521,508,11,6,1,1,0,0,0,0,0,0,449,2,2
1640,Facundo Medina,ARG,DF,Lens,fr  Ligue 1,25-287,1999.0,20.3,1322,1218,95,52,2,4,14,43,0,0,0,0,1146,9,16
1641,Ben Mee,ENG,DF,Brentford,eng  Premier League,35-171,1989.0,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1
1642,Jayden Meghoma,ENG,DF,Brentford,eng  Premier League,18-256,2006.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
1643,Henrik Meister,DEN,FW,Rennes,fr  Ligue 1,21-114,2003.0,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
1644,Bamo Meïté,CIV,DF,Montpellier,fr  Ligue 1,23-098,2001.0,2.8,87,85,2,0,0,0,0,2,0,0,0,0,73,0,3
1645,Bamo Meïté,CIV,"DF,MF",Marseille,fr  Ligue 1,23-098,2001.0,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
1646,Mohamed Meité,FRA,FW,Rennes,fr  Ligue 1,17-151,2007.0,1.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
1647,Mateo Mejía,ESP,FW,Sevilla,es  La Liga,21-345,2003.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Farid El Melali,ALG,FW,Angers,fr  Ligue 1,27-310,1997.0,17.0,420,360,60,15,0,0,66,3,41,20,15,1,294,0,16
1649,Filippo Melegoni,ITA,"MF,FW",Genoa,it  Serie A,26-021,1999.0,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3
1650,Arthur Melo,BRA,MF,Girona,es  La Liga,28-211,1996.0,1.8,162,157,4,4,0,0,2,0,0,0,0,0,151,1,1
1651,Nuno Mendes,POR,DF,Paris S-G,fr  Ligue 1,22-265,2002.0,14.0,1120,993,124,27,3,20,44,96,1,1,0,0,976,3,19
1652,Brais Méndez,ESP,MF,Real Sociedad,es  La Liga,28-063,1997.0,14.0,667,603,59,26,2,9,44,5,23,6,13,0,522,5,17
1653,Antoine Mendy,FRA,DF,Nice,fr  Ligue 1,20-288,2004.0,6.0,320,270,50,12,1,1,7,38,0,0,0,0,249,0,3
1654,Ferland Mendy,FRA,DF,Real Madrid,es  La Liga,29-276,1995.0,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8
1655,Nampalys Mendy,SEN,MF,Lens,fr  Ligue 1,32-261,1992.0,2.1,101,101,0,0,0,1,0,0,0,0,0,0,92,0,2
1656,Gideon Mensah,GHA,DF,Auxerre,fr  Ligue 1,26-236,1998.0,18.9,944,764,176,16,2,10,59,160,0,0,0,0,729,4,25
1657,Alex Meret,ITA,GK,Napoli,it  Serie A,27-354,1997.0,24.4,815,638,177,46,0,1,0,0,0,0,0,0,692,0,0
1658,Mikel Merino,ESP,"MF,FW",Arsenal,eng  Premier League,28-262,1996.0,11.8,438,432,3,3,4,1,10,0,0,0,0,0,339,3,11
1659,Quentin Merlin,FRA,DF,Marseille,fr  Ligue 1,22-299,2002.0,13.4,898,776,120,13,0,1,73,87,20,6,9,0,744,2,20
1660,Víctor Meseguer,ESP,MF,Valladolid,es  La Liga,25-275,1999.0,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6
1661,Rafik Messali,FRA,DF,Toulouse,fr  Ligue 1,21-317,2003.0,3.2,145,122,23,3,0,0,10,20,0,0,0,0,105,0,8
1662,Junior Messias,BRA,"MF,FW",Genoa,it  Serie A,33-302,1991.0,6.0,154,146,8,1,0,1,14,6,0,0,0,0,104,0,3
1663,Connor Metcalfe,AUS,MF,St. Pauli,de  Bundesliga,25-126,1999.0,2.5,88,79,7,3,0,0,6,1,3,0,3,0,54,2,3
1664,Karol Mets,EST,DF,St. Pauli,de  Bundesliga,31-299,1993.0,10.0,631,589,41,15,0,5,3,4,0,0,0,0,526,1,3
1665,Thomas Meunier,BEL,DF,Lille,fr  Ligue 1,33-180,1991.0,14.3,993,882,111,8,0,6,46,101,2,0,0,0,798,0,21
1666,Alexander Meyer,GER,GK,Dortmund,de  Bundesliga,33-332,1991.0,2.0,83,68,15,8,0,0,0,0,0,0,0,0,54,0,0
1667,Shumaira Mheuka,ENG,MF,Chelsea,eng  Premier League,17-142,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,Lucas Michal,FRA,"FW,MF",Monaco,fr  Ligue 1,19-263,2005.0,1.1,37,36,1,0,0,0,1,0,0,0,0,0,31,0,0
1669,Florian Micheler,AUT,MF,Hoffenheim,de  Bundesliga,19-298,2005.0,0.4,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
1670,Miguel,ESP,FW,Leganés,es  La Liga,25-189,1999.0,17.7,213,197,13,0,4,1,7,2,0,0,0,0,121,3,12
1671,Valentin Mihaila,ROU,"FW,MF",Parma,it  Serie A,25-037,2000.0,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8
1672,Georges Mikautadze,GEO,FW,Lyon,fr  Ligue 1,24-131,2000.0,11.2,318,303,14,1,3,2,9,3,0,0,0,0,239,1,9
1673,Igor Miladinović,SRB,"FW,MF",Saint-Étienne,fr  Ligue 1,21-276,2003.0,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
1674,Nikola Milenković,SRB,DF,Nott'ham Forest,eng  Premier League,27-150,1997.0,27.0,745,711,27,27,0,2,0,0,0,0,0,0,607,7,2
1675,Lewis Miley,ENG,MF,Newcastle Utd,eng  Premier League,18-314,2006.0,2.1,126,126,0,0,0,0,0,0,0,0,0,0,112,0,2
1676,Vanja Milinković-Savić,SRB,GK,Torino,it  Serie A,28-019,1997.0,27.0,1205,915,286,88,1,5,0,0,0,0,0,0,809,4,1
1677,Éder Militão,BRA,DF,Real Madrid,es  La Liga,27-052,1998.0,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3
1678,Luis Milla,ESP,MF,Getafe,es  La Liga,30-155,1994.0,22.0,1026,815,204,116,4,15,138,1,75,34,32,1,755,7,11
1679,Pere Milla,ESP,"MF,FW",Espanyol,es  La Liga,32-169,1992.0,2.7,98,86,12,6,3,1,9,3,3,1,2,0,55,0,11
1680,Enzo Millot,FRA,"MF,FW",Stuttgart,de  Bundesliga,22-237,2002.0,16.7,942,897,44,9,3,5,35,10,18,3,9,1,802,1,21
1681,James Milner,ENG,MF,Brighton,eng  Premier League,39-066,1986.0,1.9,73,62,11,4,2,0,8,0,6,2,3,0,55,0,1
1682,Kim Min-jae,KOR,DF,Bayern Munich,de  Bundesliga,28-116,1996.0,22.3,2273,2222,49,23,1,5,0,3,0,0,0,0,2100,2,9
1683,Yerry Mina,COL,DF,Cagliari,it  Serie A,30-169,1994.0,22.1,1154,1088,63,55,1,2,1,4,0,0,0,0,983,3,6
1684,Takumi Minamino,JPN,"MF,FW",Monaco,fr  Ligue 1,30-054,1995.0,17.5,513,495,12,1,12,2,15,5,0,0,0,0,357,6,24
1685,Lucas Mincarelli,FRA,DF,Montpellier,fr  Ligue 1,21-065,2004.0,2.8,126,105,21,4,0,0,12,17,0,0,0,0,97,0,3
1686,Tyrone Mings,ENG,DF,Aston Villa,eng  Premier League,31-363,1993.0,8.7,512,486,26,15,0,3,1,0,0,0,0,0,448,0,5
1687,Óscar Mingueza,ESP,"MF,DF",Celta Vigo,es  La Liga,25-302,1999.0,21.1,1514,1255,251,43,6,9,86,197,11,3,5,0,1170,8,25
1688,Kim Minsu,KOR,"MF,FW",Girona,es  La Liga,19-051,2006.0,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
1689,Yankuba Minteh,GAM,"FW,MF",Brighton,eng  Premier League,20-232,2004.0,13.1,359,322,35,9,1,4,65,10,16,7,6,0,217,2,26
1690,Bojan Miovski,MKD,FW,Girona,es  La Liga,25-260,1999.0,8.8,98,81,16,0,0,0,3,0,0,0,0,0,75,1,3
1691,Rafa Mir,ESP,"MF,FW",Valencia,es  La Liga,27-266,1997.0,4.1,74,72,2,0,0,0,3,0,0,0,0,0,55,0,2
1692,Juan Miranda,ESP,DF,Bologna,it  Serie A,25-051,2000.0,17.6,1335,1067,264,54,3,3,152,158,52,9,31,0,1003,4,22
1693,Fabio Miretti,ITA,"MF,FW",Genoa,it  Serie A,21-220,2003.0,16.0,489,427,57,17,5,8,53,6,30,6,20,0,359,5,14
1694,Tyrick Mitchell,ENG,DF,Crystal Palace,eng  Premier League,25-191,1999.0,26.7,1078,889,186,7,0,1,82,179,0,0,0,0,775,3,47
1695,Kaoru Mitoma,JPN,"FW,MF",Brighton,eng  Premier League,27-295,1997.0,24.8,832,820,10,0,6,1,61,10,0,0,0,0,630,2,34
